Call,Response
<context> <user> i'd like to book a table in a expensive price range for four <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> i'd like to book a table in a expensive price range for four <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with thai cuisine,where should it be
<context> <user> i'd like to book a table in a expensive price range for four <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with thai cuisine <system> where should it be <query> in seoul,ok let me look into some options for you
<context> <user> i'd like to book a table in a expensive price range for four <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with thai cuisine <system> where should it be <user> in seoul <system> ok let me look into some options for you <query> <SILENCE>,api_call thai seoul four expensive
<query> can you book a table with korean cuisine in beijing,i'm on it
<context> <user> can you book a table with korean cuisine in beijing <system> i'm on it <query> <SILENCE>,how many people would be in your party
<context> <user> can you book a table with korean cuisine in beijing <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <query> we will be four,which price range are looking for
<context> <user> can you book a table with korean cuisine in beijing <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> we will be four <system> which price range are looking for <query> in a expensive price range please,ok let me look into some options for you
<context> <user> can you book a table with korean cuisine in beijing <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> we will be four <system> which price range are looking for <user> in a expensive price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call korean beijing four expensive
<query> can you make a restaurant reservation with cantonese food in a cheap price range in seoul,i'm on it
<context> <user> can you make a restaurant reservation with cantonese food in a cheap price range in seoul <system> i'm on it <query> <SILENCE>,how many people would be in your party
<context> <user> can you make a restaurant reservation with cantonese food in a cheap price range in seoul <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <query> we will be four,ok let me look into some options for you
<context> <user> can you make a restaurant reservation with cantonese food in a cheap price range in seoul <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> we will be four <system> ok let me look into some options for you <query> <SILENCE>,api_call cantonese seoul four cheap
<query> can you make a restaurant reservation in a expensive price range for six people in seoul,i'm on it
<context> <user> can you make a restaurant reservation in a expensive price range for six people in seoul <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> can you make a restaurant reservation in a expensive price range for six people in seoul <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with cantonese food,ok let me look into some options for you
<context> <user> can you make a restaurant reservation in a expensive price range for six people in seoul <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with cantonese food <system> ok let me look into some options for you <query> <SILENCE>,api_call cantonese seoul six expensive
<query> may i have a table in beijing in a cheap price range,i'm on it
<context> <user> may i have a table in beijing in a cheap price range <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> may i have a table in beijing in a cheap price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with thai cuisine,how many people would be in your party
<context> <user> may i have a table in beijing in a cheap price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with thai cuisine <system> how many people would be in your party <query> for two please,ok let me look into some options for you
<context> <user> may i have a table in beijing in a cheap price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with thai cuisine <system> how many people would be in your party <user> for two please <system> ok let me look into some options for you <query> <SILENCE>,api_call thai beijing two cheap
<query> may i have a table in a cheap price range in bangkok with japanese food for two,i'm on it
<context> <user> may i have a table in a cheap price range in bangkok with japanese food for two <system> i'm on it <query> <SILENCE>,ok let me look into some options for you
<context> <user> may i have a table in a cheap price range in bangkok with japanese food for two <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call japanese bangkok two cheap
<query> can you book a table in hanoi,i'm on it
<context> <user> can you book a table in hanoi <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> can you book a table in hanoi <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love thai food,how many people would be in your party
<context> <user> can you book a table in hanoi <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love thai food <system> how many people would be in your party <query> for two people please,which price range are looking for
<context> <user> can you book a table in hanoi <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love thai food <system> how many people would be in your party <user> for two people please <system> which price range are looking for <query> in a expensive price range please,ok let me look into some options for you
<context> <user> can you book a table in hanoi <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love thai food <system> how many people would be in your party <user> for two people please <system> which price range are looking for <user> in a expensive price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call thai hanoi two expensive
<query> i'd like to book a table,i'm on it
<context> <user> i'd like to book a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love japanese food,where should it be
<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love japanese food <system> where should it be <query> in beijing,how many people would be in your party
<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love japanese food <system> where should it be <user> in beijing <system> how many people would be in your party <query> for eight please,which price range are looking for
<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love japanese food <system> where should it be <user> in beijing <system> how many people would be in your party <user> for eight please <system> which price range are looking for <query> i am looking for a moderate restaurant,ok let me look into some options for you
<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love japanese food <system> where should it be <user> in beijing <system> how many people would be in your party <user> for eight please <system> which price range are looking for <user> i am looking for a moderate restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call japanese beijing eight moderate
<query> can you make a restaurant reservation for four people with korean cuisine,i'm on it
<context> <user> can you make a restaurant reservation for four people with korean cuisine <system> i'm on it <query> <SILENCE>,where should it be
<context> <user> can you make a restaurant reservation for four people with korean cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <query> hanoi please,which price range are looking for
<context> <user> can you make a restaurant reservation for four people with korean cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> hanoi please <system> which price range are looking for <query> in a moderate price range please,ok let me look into some options for you
<context> <user> can you make a restaurant reservation for four people with korean cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> hanoi please <system> which price range are looking for <user> in a moderate price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call korean hanoi four moderate
<query> can you make a restaurant reservation in tokyo in a moderate price range,i'm on it
<context> <user> can you make a restaurant reservation in tokyo in a moderate price range <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> can you make a restaurant reservation in tokyo in a moderate price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with japanese food,how many people would be in your party
<context> <user> can you make a restaurant reservation in tokyo in a moderate price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with japanese food <system> how many people would be in your party <query> for two please,ok let me look into some options for you
<context> <user> can you make a restaurant reservation in tokyo in a moderate price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with japanese food <system> how many people would be in your party <user> for two please <system> ok let me look into some options for you <query> <SILENCE>,api_call japanese tokyo two moderate
<query> can you book a table with japanese cuisine,i'm on it
<context> <user> can you book a table with japanese cuisine <system> i'm on it <query> <SILENCE>,where should it be
<context> <user> can you book a table with japanese cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <query> in seoul,how many people would be in your party
<context> <user> can you book a table with japanese cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> in seoul <system> how many people would be in your party <query> we will be four,which price range are looking for
<context> <user> can you book a table with japanese cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> in seoul <system> how many people would be in your party <user> we will be four <system> which price range are looking for <query> in a expensive price range please,ok let me look into some options for you
<context> <user> can you book a table with japanese cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> in seoul <system> how many people would be in your party <user> we will be four <system> which price range are looking for <user> in a expensive price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call japanese seoul four expensive
<query> may i have a table for six in a expensive price range with vietnamese cuisine in hanoi,i'm on it
<context> <user> may i have a table for six in a expensive price range with vietnamese cuisine in hanoi <system> i'm on it <query> <SILENCE>,ok let me look into some options for you
<context> <user> may i have a table for six in a expensive price range with vietnamese cuisine in hanoi <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call vietnamese hanoi six expensive
<query> i'd like to book a table in a expensive price range for four people with thai food in seoul,i'm on it
<context> <user> i'd like to book a table in a expensive price range for four people with thai food in seoul <system> i'm on it <query> <SILENCE>,ok let me look into some options for you
<context> <user> i'd like to book a table in a expensive price range for four people with thai food in seoul <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call thai seoul four expensive
<query> can you book a table in bangkok for two with vietnamese cuisine,i'm on it
<context> <user> can you book a table in bangkok for two with vietnamese cuisine <system> i'm on it <query> <SILENCE>,which price range are looking for
<context> <user> can you book a table in bangkok for two with vietnamese cuisine <system> i'm on it <user> <SILENCE> <system> which price range are looking for <query> in a moderate price range please,ok let me look into some options for you
<context> <user> can you book a table in bangkok for two with vietnamese cuisine <system> i'm on it <user> <SILENCE> <system> which price range are looking for <user> in a moderate price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call vietnamese bangkok two moderate
<query> can you make a restaurant reservation,i'm on it
<context> <user> can you make a restaurant reservation <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with thai food,where should it be
<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with thai food <system> where should it be <query> in beijing,how many people would be in your party
<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with thai food <system> where should it be <user> in beijing <system> how many people would be in your party <query> we will be six,which price range are looking for
<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with thai food <system> where should it be <user> in beijing <system> how many people would be in your party <user> we will be six <system> which price range are looking for <query> in a moderate price range please,ok let me look into some options for you
<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with thai food <system> where should it be <user> in beijing <system> how many people would be in your party <user> we will be six <system> which price range are looking for <user> in a moderate price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call thai beijing six moderate
<query> can you make a restaurant reservation for eight in hanoi in a expensive price range with thai cuisine,i'm on it
<context> <user> can you make a restaurant reservation for eight in hanoi in a expensive price range with thai cuisine <system> i'm on it <query> <SILENCE>,ok let me look into some options for you
<context> <user> can you make a restaurant reservation for eight in hanoi in a expensive price range with thai cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call thai hanoi eight expensive
<query> can you book a table for eight people in a expensive price range in hanoi,i'm on it
<context> <user> can you book a table for eight people in a expensive price range in hanoi <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> can you book a table for eight people in a expensive price range in hanoi <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with cantonese food,ok let me look into some options for you
<context> <user> can you book a table for eight people in a expensive price range in hanoi <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with cantonese food <system> ok let me look into some options for you <query> <SILENCE>,api_call cantonese hanoi eight expensive
<query> can you book a table for six people with cantonese food in bangkok,i'm on it
<context> <user> can you book a table for six people with cantonese food in bangkok <system> i'm on it <query> <SILENCE>,which price range are looking for
<context> <user> can you book a table for six people with cantonese food in bangkok <system> i'm on it <user> <SILENCE> <system> which price range are looking for <query> i am looking for a expensive restaurant,ok let me look into some options for you
<context> <user> can you book a table for six people with cantonese food in bangkok <system> i'm on it <user> <SILENCE> <system> which price range are looking for <user> i am looking for a expensive restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call cantonese bangkok six expensive
<query> can you make a restaurant reservation in a moderate price range for four people,i'm on it
<context> <user> can you make a restaurant reservation in a moderate price range for four people <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> can you make a restaurant reservation in a moderate price range for four people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love japanese food,where should it be
<context> <user> can you make a restaurant reservation in a moderate price range for four people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love japanese food <system> where should it be <query> seoul please,ok let me look into some options for you
<context> <user> can you make a restaurant reservation in a moderate price range for four people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love japanese food <system> where should it be <user> seoul please <system> ok let me look into some options for you <query> <SILENCE>,api_call japanese seoul four moderate
<query> can you make a restaurant reservation in a moderate price range for four people,i'm on it
<context> <user> can you make a restaurant reservation in a moderate price range for four people <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> can you make a restaurant reservation in a moderate price range for four people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love korean food,where should it be
<context> <user> can you make a restaurant reservation in a moderate price range for four people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love korean food <system> where should it be <query> in beijing,ok let me look into some options for you
<context> <user> can you make a restaurant reservation in a moderate price range for four people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love korean food <system> where should it be <user> in beijing <system> ok let me look into some options for you <query> <SILENCE>,api_call korean beijing four moderate
<query> i'd like to book a table,i'm on it
<context> <user> i'd like to book a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with korean cuisine,where should it be
<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with korean cuisine <system> where should it be <query> in beijing,how many people would be in your party
<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with korean cuisine <system> where should it be <user> in beijing <system> how many people would be in your party <query> we will be six,which price range are looking for
<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with korean cuisine <system> where should it be <user> in beijing <system> how many people would be in your party <user> we will be six <system> which price range are looking for <query> in a cheap price range please,ok let me look into some options for you
<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with korean cuisine <system> where should it be <user> in beijing <system> how many people would be in your party <user> we will be six <system> which price range are looking for <user> in a cheap price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call korean beijing six cheap
<query> can you make a restaurant reservation in a expensive price range,i'm on it
<context> <user> can you make a restaurant reservation in a expensive price range <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> can you make a restaurant reservation in a expensive price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with cantonese cuisine,where should it be
<context> <user> can you make a restaurant reservation in a expensive price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with cantonese cuisine <system> where should it be <query> hanoi please,how many people would be in your party
<context> <user> can you make a restaurant reservation in a expensive price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with cantonese cuisine <system> where should it be <user> hanoi please <system> how many people would be in your party <query> for eight please,ok let me look into some options for you
<context> <user> can you make a restaurant reservation in a expensive price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with cantonese cuisine <system> where should it be <user> hanoi please <system> how many people would be in your party <user> for eight please <system> ok let me look into some options for you <query> <SILENCE>,api_call cantonese hanoi eight expensive
<query> can you book a table in a expensive price range in tokyo for four with thai food,i'm on it
<context> <user> can you book a table in a expensive price range in tokyo for four with thai food <system> i'm on it <query> <SILENCE>,ok let me look into some options for you
<context> <user> can you book a table in a expensive price range in tokyo for four with thai food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call thai tokyo four expensive
<query> can you make a restaurant reservation in hanoi for four in a cheap price range with korean food,i'm on it
<context> <user> can you make a restaurant reservation in hanoi for four in a cheap price range with korean food <system> i'm on it <query> <SILENCE>,ok let me look into some options for you
<context> <user> can you make a restaurant reservation in hanoi for four in a cheap price range with korean food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call korean hanoi four cheap
<query> can you make a restaurant reservation,i'm on it
<context> <user> can you make a restaurant reservation <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with vietnamese food,where should it be
<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with vietnamese food <system> where should it be <query> in seoul,how many people would be in your party
<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with vietnamese food <system> where should it be <user> in seoul <system> how many people would be in your party <query> we will be two,which price range are looking for
<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with vietnamese food <system> where should it be <user> in seoul <system> how many people would be in your party <user> we will be two <system> which price range are looking for <query> i am looking for a expensive restaurant,ok let me look into some options for you
<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with vietnamese food <system> where should it be <user> in seoul <system> how many people would be in your party <user> we will be two <system> which price range are looking for <user> i am looking for a expensive restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call vietnamese seoul two expensive
<query> can you book a table,i'm on it
<context> <user> can you book a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with korean food,where should it be
<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with korean food <system> where should it be <query> in beijing,how many people would be in your party
<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with korean food <system> where should it be <user> in beijing <system> how many people would be in your party <query> we will be six,which price range are looking for
<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with korean food <system> where should it be <user> in beijing <system> how many people would be in your party <user> we will be six <system> which price range are looking for <query> i am looking for a moderate restaurant,ok let me look into some options for you
<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with korean food <system> where should it be <user> in beijing <system> how many people would be in your party <user> we will be six <system> which price range are looking for <user> i am looking for a moderate restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call korean beijing six moderate
<query> i'd like to book a table in hanoi for two,i'm on it
<context> <user> i'd like to book a table in hanoi for two <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> i'd like to book a table in hanoi for two <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love thai food,which price range are looking for
<context> <user> i'd like to book a table in hanoi for two <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love thai food <system> which price range are looking for <query> i am looking for a cheap restaurant,ok let me look into some options for you
<context> <user> i'd like to book a table in hanoi for two <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love thai food <system> which price range are looking for <user> i am looking for a cheap restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call thai hanoi two cheap
<query> i'd like to book a table for four with vietnamese cuisine in seoul,i'm on it
<context> <user> i'd like to book a table for four with vietnamese cuisine in seoul <system> i'm on it <query> <SILENCE>,which price range are looking for
<context> <user> i'd like to book a table for four with vietnamese cuisine in seoul <system> i'm on it <user> <SILENCE> <system> which price range are looking for <query> in a expensive price range please,ok let me look into some options for you
<context> <user> i'd like to book a table for four with vietnamese cuisine in seoul <system> i'm on it <user> <SILENCE> <system> which price range are looking for <user> in a expensive price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call vietnamese seoul four expensive
<query> can you book a table with japanese cuisine in a expensive price range in tokyo,i'm on it
<context> <user> can you book a table with japanese cuisine in a expensive price range in tokyo <system> i'm on it <query> <SILENCE>,how many people would be in your party
<context> <user> can you book a table with japanese cuisine in a expensive price range in tokyo <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <query> for eight please,ok let me look into some options for you
<context> <user> can you book a table with japanese cuisine in a expensive price range in tokyo <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> for eight please <system> ok let me look into some options for you <query> <SILENCE>,api_call japanese tokyo eight expensive
<query> can you book a table,i'm on it
<context> <user> can you book a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with vietnamese cuisine,where should it be
<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with vietnamese cuisine <system> where should it be <query> in hanoi,how many people would be in your party
<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with vietnamese cuisine <system> where should it be <user> in hanoi <system> how many people would be in your party <query> for two please,which price range are looking for
<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with vietnamese cuisine <system> where should it be <user> in hanoi <system> how many people would be in your party <user> for two please <system> which price range are looking for <query> i am looking for a cheap restaurant,ok let me look into some options for you
<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with vietnamese cuisine <system> where should it be <user> in hanoi <system> how many people would be in your party <user> for two please <system> which price range are looking for <user> i am looking for a cheap restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call vietnamese hanoi two cheap
<query> may i have a table in a moderate price range for two people,i'm on it
<context> <user> may i have a table in a moderate price range for two people <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> may i have a table in a moderate price range for two people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love vietnamese food,where should it be
<context> <user> may i have a table in a moderate price range for two people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love vietnamese food <system> where should it be <query> in bangkok,ok let me look into some options for you
<context> <user> may i have a table in a moderate price range for two people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love vietnamese food <system> where should it be <user> in bangkok <system> ok let me look into some options for you <query> <SILENCE>,api_call vietnamese bangkok two moderate
<query> can you make a restaurant reservation with thai food in a moderate price range in seoul for two people,i'm on it
<context> <user> can you make a restaurant reservation with thai food in a moderate price range in seoul for two people <system> i'm on it <query> <SILENCE>,ok let me look into some options for you
<context> <user> can you make a restaurant reservation with thai food in a moderate price range in seoul for two people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call thai seoul two moderate
<query> can you book a table in hanoi with thai food,i'm on it
<context> <user> can you book a table in hanoi with thai food <system> i'm on it <query> <SILENCE>,how many people would be in your party
<context> <user> can you book a table in hanoi with thai food <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <query> for two please,which price range are looking for
<context> <user> can you book a table in hanoi with thai food <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> for two please <system> which price range are looking for <query> i am looking for a expensive restaurant,ok let me look into some options for you
<context> <user> can you book a table in hanoi with thai food <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> for two please <system> which price range are looking for <user> i am looking for a expensive restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call thai hanoi two expensive
<query> can you make a restaurant reservation with cantonese food for eight in a expensive price range in seoul,i'm on it
<context> <user> can you make a restaurant reservation with cantonese food for eight in a expensive price range in seoul <system> i'm on it <query> <SILENCE>,ok let me look into some options for you
<context> <user> can you make a restaurant reservation with cantonese food for eight in a expensive price range in seoul <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call cantonese seoul eight expensive
<query> can you book a table in seoul with cantonese cuisine,i'm on it
<context> <user> can you book a table in seoul with cantonese cuisine <system> i'm on it <query> <SILENCE>,how many people would be in your party
<context> <user> can you book a table in seoul with cantonese cuisine <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <query> for two please,which price range are looking for
<context> <user> can you book a table in seoul with cantonese cuisine <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> for two please <system> which price range are looking for <query> in a cheap price range please,ok let me look into some options for you
<context> <user> can you book a table in seoul with cantonese cuisine <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> for two please <system> which price range are looking for <user> in a cheap price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call cantonese seoul two cheap
<query> can you book a table,i'm on it
<context> <user> can you book a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with korean food,where should it be
<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with korean food <system> where should it be <query> in hanoi,how many people would be in your party
<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with korean food <system> where should it be <user> in hanoi <system> how many people would be in your party <query> for eight please,which price range are looking for
<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with korean food <system> where should it be <user> in hanoi <system> how many people would be in your party <user> for eight please <system> which price range are looking for <query> in a moderate price range please,ok let me look into some options for you
<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with korean food <system> where should it be <user> in hanoi <system> how many people would be in your party <user> for eight please <system> which price range are looking for <user> in a moderate price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call korean hanoi eight moderate
<query> may i have a table with thai food,i'm on it
<context> <user> may i have a table with thai food <system> i'm on it <query> <SILENCE>,where should it be
<context> <user> may i have a table with thai food <system> i'm on it <user> <SILENCE> <system> where should it be <query> in tokyo,how many people would be in your party
<context> <user> may i have a table with thai food <system> i'm on it <user> <SILENCE> <system> where should it be <user> in tokyo <system> how many people would be in your party <query> we will be six,which price range are looking for
<context> <user> may i have a table with thai food <system> i'm on it <user> <SILENCE> <system> where should it be <user> in tokyo <system> how many people would be in your party <user> we will be six <system> which price range are looking for <query> in a expensive price range please,ok let me look into some options for you
<context> <user> may i have a table with thai food <system> i'm on it <user> <SILENCE> <system> where should it be <user> in tokyo <system> how many people would be in your party <user> we will be six <system> which price range are looking for <user> in a expensive price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call thai tokyo six expensive
<query> may i have a table with cantonese food in a cheap price range in beijing for six people,i'm on it
<context> <user> may i have a table with cantonese food in a cheap price range in beijing for six people <system> i'm on it <query> <SILENCE>,ok let me look into some options for you
<context> <user> may i have a table with cantonese food in a cheap price range in beijing for six people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call cantonese beijing six cheap
<query> may i have a table with japanese cuisine for four people in a cheap price range,i'm on it
<context> <user> may i have a table with japanese cuisine for four people in a cheap price range <system> i'm on it <query> <SILENCE>,where should it be
<context> <user> may i have a table with japanese cuisine for four people in a cheap price range <system> i'm on it <user> <SILENCE> <system> where should it be <query> beijing please,ok let me look into some options for you
<context> <user> may i have a table with japanese cuisine for four people in a cheap price range <system> i'm on it <user> <SILENCE> <system> where should it be <user> beijing please <system> ok let me look into some options for you <query> <SILENCE>,api_call japanese beijing four cheap
<query> can you make a restaurant reservation,i'm on it
<context> <user> can you make a restaurant reservation <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with japanese cuisine,where should it be
<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with japanese cuisine <system> where should it be <query> in beijing,how many people would be in your party
