Call,Response
<query> can you make a restaurant reservation for eight people in a cheap price range in madrid,i'm on it
<context> <user> can you make a restaurant reservation for eight people in a cheap price range in madrid <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> can you make a restaurant reservation for eight people in a cheap price range in madrid <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with british food,ok let me look into some options for you
<context> <user> can you make a restaurant reservation for eight people in a cheap price range in madrid <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with british food <system> ok let me look into some options for you <query> <SILENCE>,api_call british madrid eight cheap
<query> can you make a restaurant reservation,i'm on it
<context> <user> can you make a restaurant reservation <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with french food,where should it be
<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with french food <system> where should it be <query> bombay please,how many people would be in your party
<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with french food <system> where should it be <user> bombay please <system> how many people would be in your party <query> for six people please,which price range are looking for
<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with french food <system> where should it be <user> bombay please <system> how many people would be in your party <user> for six people please <system> which price range are looking for <query> in a moderate price range please,ok let me look into some options for you
<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with french food <system> where should it be <user> bombay please <system> how many people would be in your party <user> for six people please <system> which price range are looking for <user> in a moderate price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call french bombay six moderate
<query> i'd like to book a table with spanish cuisine for two people in a moderate price range,i'm on it
<context> <user> i'd like to book a table with spanish cuisine for two people in a moderate price range <system> i'm on it <query> <SILENCE>,where should it be
<context> <user> i'd like to book a table with spanish cuisine for two people in a moderate price range <system> i'm on it <user> <SILENCE> <system> where should it be <query> in london,ok let me look into some options for you
<context> <user> i'd like to book a table with spanish cuisine for two people in a moderate price range <system> i'm on it <user> <SILENCE> <system> where should it be <user> in london <system> ok let me look into some options for you <query> <SILENCE>,api_call spanish london two moderate
<query> i'd like to book a table for eight,i'm on it
<context> <user> i'd like to book a table for eight <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> i'd like to book a table for eight <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with british cuisine,where should it be
<context> <user> i'd like to book a table for eight <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with british cuisine <system> where should it be <query> rome please,which price range are looking for
<context> <user> i'd like to book a table for eight <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with british cuisine <system> where should it be <user> rome please <system> which price range are looking for <query> in a expensive price range please,ok let me look into some options for you
<context> <user> i'd like to book a table for eight <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with british cuisine <system> where should it be <user> rome please <system> which price range are looking for <user> in a expensive price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call british rome eight expensive
<query> can you book a table,i'm on it
<context> <user> can you book a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love italian food,where should it be
<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love italian food <system> where should it be <query> in rome,how many people would be in your party
<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love italian food <system> where should it be <user> in rome <system> how many people would be in your party <query> for four people please,which price range are looking for
<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love italian food <system> where should it be <user> in rome <system> how many people would be in your party <user> for four people please <system> which price range are looking for <query> i am looking for a cheap restaurant,ok let me look into some options for you
<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love italian food <system> where should it be <user> in rome <system> how many people would be in your party <user> for four people please <system> which price range are looking for <user> i am looking for a cheap restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call italian rome four cheap
<query> may i have a table for eight people,i'm on it
<context> <user> may i have a table for eight people <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> may i have a table for eight people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with british cuisine,where should it be
<context> <user> may i have a table for eight people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with british cuisine <system> where should it be <query> in madrid,which price range are looking for
<context> <user> may i have a table for eight people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with british cuisine <system> where should it be <user> in madrid <system> which price range are looking for <query> i am looking for a expensive restaurant,ok let me look into some options for you
<context> <user> may i have a table for eight people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with british cuisine <system> where should it be <user> in madrid <system> which price range are looking for <user> i am looking for a expensive restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call british madrid eight expensive
<query> can you book a table for six,i'm on it
<context> <user> can you book a table for six <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> can you book a table for six <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with british cuisine,where should it be
<context> <user> can you book a table for six <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with british cuisine <system> where should it be <query> paris please,which price range are looking for
<context> <user> can you book a table for six <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with british cuisine <system> where should it be <user> paris please <system> which price range are looking for <query> in a moderate price range please,ok let me look into some options for you
<context> <user> can you book a table for six <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with british cuisine <system> where should it be <user> paris please <system> which price range are looking for <user> in a moderate price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call british paris six moderate
<query> i'd like to book a table with indian cuisine for four people in a cheap price range,i'm on it
<context> <user> i'd like to book a table with indian cuisine for four people in a cheap price range <system> i'm on it <query> <SILENCE>,where should it be
<context> <user> i'd like to book a table with indian cuisine for four people in a cheap price range <system> i'm on it <user> <SILENCE> <system> where should it be <query> bombay please,ok let me look into some options for you
<context> <user> i'd like to book a table with indian cuisine for four people in a cheap price range <system> i'm on it <user> <SILENCE> <system> where should it be <user> bombay please <system> ok let me look into some options for you <query> <SILENCE>,api_call indian bombay four cheap
<query> may i have a table,i'm on it
<context> <user> may i have a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with italian food,where should it be
<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with italian food <system> where should it be <query> in london,how many people would be in your party
<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with italian food <system> where should it be <user> in london <system> how many people would be in your party <query> for six please,which price range are looking for
<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with italian food <system> where should it be <user> in london <system> how many people would be in your party <user> for six please <system> which price range are looking for <query> in a moderate price range please,ok let me look into some options for you
<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with italian food <system> where should it be <user> in london <system> how many people would be in your party <user> for six please <system> which price range are looking for <user> in a moderate price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call italian london six moderate
<query> may i have a table with french cuisine in paris,i'm on it
<context> <user> may i have a table with french cuisine in paris <system> i'm on it <query> <SILENCE>,how many people would be in your party
<context> <user> may i have a table with french cuisine in paris <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <query> we will be two,which price range are looking for
<context> <user> may i have a table with french cuisine in paris <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> we will be two <system> which price range are looking for <query> in a expensive price range please,ok let me look into some options for you
<context> <user> may i have a table with french cuisine in paris <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> we will be two <system> which price range are looking for <user> in a expensive price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call french paris two expensive
<query> may i have a table with french food,i'm on it
<context> <user> may i have a table with french food <system> i'm on it <query> <SILENCE>,where should it be
<context> <user> may i have a table with french food <system> i'm on it <user> <SILENCE> <system> where should it be <query> madrid please,how many people would be in your party
<context> <user> may i have a table with french food <system> i'm on it <user> <SILENCE> <system> where should it be <user> madrid please <system> how many people would be in your party <query> we will be six,which price range are looking for
<context> <user> may i have a table with french food <system> i'm on it <user> <SILENCE> <system> where should it be <user> madrid please <system> how many people would be in your party <user> we will be six <system> which price range are looking for <query> i am looking for a expensive restaurant,ok let me look into some options for you
<context> <user> may i have a table with french food <system> i'm on it <user> <SILENCE> <system> where should it be <user> madrid please <system> how many people would be in your party <user> we will be six <system> which price range are looking for <user> i am looking for a expensive restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call french madrid six expensive
<query> can you make a restaurant reservation in london in a cheap price range for six people with french food,i'm on it
<context> <user> can you make a restaurant reservation in london in a cheap price range for six people with french food <system> i'm on it <query> <SILENCE>,ok let me look into some options for you
<context> <user> can you make a restaurant reservation in london in a cheap price range for six people with french food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call french london six cheap
<query> can you make a restaurant reservation,i'm on it
<context> <user> can you make a restaurant reservation <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love italian food,where should it be
<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love italian food <system> where should it be <query> in rome,how many people would be in your party
<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love italian food <system> where should it be <user> in rome <system> how many people would be in your party <query> for four please,which price range are looking for
<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love italian food <system> where should it be <user> in rome <system> how many people would be in your party <user> for four please <system> which price range are looking for <query> i am looking for a cheap restaurant,ok let me look into some options for you
<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love italian food <system> where should it be <user> in rome <system> how many people would be in your party <user> for four please <system> which price range are looking for <user> i am looking for a cheap restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call italian rome four cheap
<query> i'd like to book a table in a expensive price range with british cuisine in madrid,i'm on it
<context> <user> i'd like to book a table in a expensive price range with british cuisine in madrid <system> i'm on it <query> <SILENCE>,how many people would be in your party
<context> <user> i'd like to book a table in a expensive price range with british cuisine in madrid <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <query> for six please,ok let me look into some options for you
<context> <user> i'd like to book a table in a expensive price range with british cuisine in madrid <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> for six please <system> ok let me look into some options for you <query> <SILENCE>,api_call british madrid six expensive
<query> may i have a table in a moderate price range with italian cuisine,i'm on it
<context> <user> may i have a table in a moderate price range with italian cuisine <system> i'm on it <query> <SILENCE>,where should it be
<context> <user> may i have a table in a moderate price range with italian cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <query> in paris,how many people would be in your party
<context> <user> may i have a table in a moderate price range with italian cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> in paris <system> how many people would be in your party <query> we will be two,ok let me look into some options for you
<context> <user> may i have a table in a moderate price range with italian cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> in paris <system> how many people would be in your party <user> we will be two <system> ok let me look into some options for you <query> <SILENCE>,api_call italian paris two moderate
<query> i'd like to book a table with italian cuisine for four,i'm on it
<context> <user> i'd like to book a table with italian cuisine for four <system> i'm on it <query> <SILENCE>,where should it be
<context> <user> i'd like to book a table with italian cuisine for four <system> i'm on it <user> <SILENCE> <system> where should it be <query> madrid please,which price range are looking for
<context> <user> i'd like to book a table with italian cuisine for four <system> i'm on it <user> <SILENCE> <system> where should it be <user> madrid please <system> which price range are looking for <query> i am looking for a cheap restaurant,ok let me look into some options for you
<context> <user> i'd like to book a table with italian cuisine for four <system> i'm on it <user> <SILENCE> <system> where should it be <user> madrid please <system> which price range are looking for <user> i am looking for a cheap restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call italian madrid four cheap
<query> i'd like to book a table for six,i'm on it
<context> <user> i'd like to book a table for six <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> i'd like to book a table for six <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love spanish food,where should it be
<context> <user> i'd like to book a table for six <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love spanish food <system> where should it be <query> in bombay,which price range are looking for
<context> <user> i'd like to book a table for six <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love spanish food <system> where should it be <user> in bombay <system> which price range are looking for <query> in a expensive price range please,ok let me look into some options for you
<context> <user> i'd like to book a table for six <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love spanish food <system> where should it be <user> in bombay <system> which price range are looking for <user> in a expensive price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call spanish bombay six expensive
<query> may i have a table in a expensive price range for six,i'm on it
<context> <user> may i have a table in a expensive price range for six <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> may i have a table in a expensive price range for six <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with british food,where should it be
<context> <user> may i have a table in a expensive price range for six <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with british food <system> where should it be <query> in paris,ok let me look into some options for you
<context> <user> may i have a table in a expensive price range for six <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with british food <system> where should it be <user> in paris <system> ok let me look into some options for you <query> <SILENCE>,api_call british paris six expensive
<query> can you book a table in a moderate price range for four,i'm on it
<context> <user> can you book a table in a moderate price range for four <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> can you book a table in a moderate price range for four <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with spanish food,where should it be
<context> <user> can you book a table in a moderate price range for four <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with spanish food <system> where should it be <query> bombay please,ok let me look into some options for you
<context> <user> can you book a table in a moderate price range for four <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with spanish food <system> where should it be <user> bombay please <system> ok let me look into some options for you <query> <SILENCE>,api_call spanish bombay four moderate
<query> may i have a table for eight in a cheap price range in bombay,i'm on it
<context> <user> may i have a table for eight in a cheap price range in bombay <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> may i have a table for eight in a cheap price range in bombay <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love french food,ok let me look into some options for you
<context> <user> may i have a table for eight in a cheap price range in bombay <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love french food <system> ok let me look into some options for you <query> <SILENCE>,api_call french bombay eight cheap
<query> i'd like to book a table in a moderate price range,i'm on it
<context> <user> i'd like to book a table in a moderate price range <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> i'd like to book a table in a moderate price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with british food,where should it be
<context> <user> i'd like to book a table in a moderate price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with british food <system> where should it be <query> paris please,how many people would be in your party
<context> <user> i'd like to book a table in a moderate price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with british food <system> where should it be <user> paris please <system> how many people would be in your party <query> for four please,ok let me look into some options for you
<context> <user> i'd like to book a table in a moderate price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with british food <system> where should it be <user> paris please <system> how many people would be in your party <user> for four please <system> ok let me look into some options for you <query> <SILENCE>,api_call british paris four moderate
<query> i'd like to book a table with indian cuisine,i'm on it
<context> <user> i'd like to book a table with indian cuisine <system> i'm on it <query> <SILENCE>,where should it be
<context> <user> i'd like to book a table with indian cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <query> rome please,how many people would be in your party
<context> <user> i'd like to book a table with indian cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> rome please <system> how many people would be in your party <query> for six please,which price range are looking for
<context> <user> i'd like to book a table with indian cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> rome please <system> how many people would be in your party <user> for six please <system> which price range are looking for <query> in a moderate price range please,ok let me look into some options for you
<context> <user> i'd like to book a table with indian cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> rome please <system> how many people would be in your party <user> for six please <system> which price range are looking for <user> in a moderate price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call indian rome six moderate
<query> may i have a table in london in a expensive price range for six with french cuisine,i'm on it
<context> <user> may i have a table in london in a expensive price range for six with french cuisine <system> i'm on it <query> <SILENCE>,ok let me look into some options for you
<context> <user> may i have a table in london in a expensive price range for six with french cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call french london six expensive
<query> can you make a restaurant reservation in paris,i'm on it
<context> <user> can you make a restaurant reservation in paris <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> can you make a restaurant reservation in paris <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with italian food,how many people would be in your party
<context> <user> can you make a restaurant reservation in paris <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with italian food <system> how many people would be in your party <query> for six people please,which price range are looking for
<context> <user> can you make a restaurant reservation in paris <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with italian food <system> how many people would be in your party <user> for six people please <system> which price range are looking for <query> in a cheap price range please,ok let me look into some options for you
<context> <user> can you make a restaurant reservation in paris <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with italian food <system> how many people would be in your party <user> for six people please <system> which price range are looking for <user> in a cheap price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call italian paris six cheap
<query> may i have a table with british food in london for eight,i'm on it
<context> <user> may i have a table with british food in london for eight <system> i'm on it <query> <SILENCE>,which price range are looking for
<context> <user> may i have a table with british food in london for eight <system> i'm on it <user> <SILENCE> <system> which price range are looking for <query> i am looking for a moderate restaurant,ok let me look into some options for you
<context> <user> may i have a table with british food in london for eight <system> i'm on it <user> <SILENCE> <system> which price range are looking for <user> i am looking for a moderate restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call british london eight moderate
<query> can you book a table for two in madrid,i'm on it
<context> <user> can you book a table for two in madrid <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> can you book a table for two in madrid <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with italian food,which price range are looking for
<context> <user> can you book a table for two in madrid <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with italian food <system> which price range are looking for <query> in a expensive price range please,ok let me look into some options for you
<context> <user> can you book a table for two in madrid <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with italian food <system> which price range are looking for <user> in a expensive price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call italian madrid two expensive
<query> i'd like to book a table in london for two in a cheap price range with indian food,i'm on it
<context> <user> i'd like to book a table in london for two in a cheap price range with indian food <system> i'm on it <query> <SILENCE>,ok let me look into some options for you
<context> <user> i'd like to book a table in london for two in a cheap price range with indian food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call indian london two cheap
<query> can you book a table,i'm on it
<context> <user> can you book a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with british food,where should it be
<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with british food <system> where should it be <query> in paris,how many people would be in your party
<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with british food <system> where should it be <user> in paris <system> how many people would be in your party <query> for four people please,which price range are looking for
<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with british food <system> where should it be <user> in paris <system> how many people would be in your party <user> for four people please <system> which price range are looking for <query> i am looking for a expensive restaurant,ok let me look into some options for you
<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with british food <system> where should it be <user> in paris <system> how many people would be in your party <user> for four people please <system> which price range are looking for <user> i am looking for a expensive restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call british paris four expensive
<query> can you make a restaurant reservation for two in madrid in a moderate price range,i'm on it
<context> <user> can you make a restaurant reservation for two in madrid in a moderate price range <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> can you make a restaurant reservation for two in madrid in a moderate price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with british cuisine,ok let me look into some options for you
<context> <user> can you make a restaurant reservation for two in madrid in a moderate price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with british cuisine <system> ok let me look into some options for you <query> <SILENCE>,api_call british madrid two moderate
<query> i'd like to book a table in a expensive price range for four people,i'm on it
<context> <user> i'd like to book a table in a expensive price range for four people <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> i'd like to book a table in a expensive price range for four people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with british cuisine,where should it be
<context> <user> i'd like to book a table in a expensive price range for four people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with british cuisine <system> where should it be <query> bombay please,ok let me look into some options for you
<context> <user> i'd like to book a table in a expensive price range for four people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with british cuisine <system> where should it be <user> bombay please <system> ok let me look into some options for you <query> <SILENCE>,api_call british bombay four expensive
<query> may i have a table,i'm on it
<context> <user> may i have a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love indian food,where should it be
<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love indian food <system> where should it be <query> in madrid,how many people would be in your party
<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love indian food <system> where should it be <user> in madrid <system> how many people would be in your party <query> we will be two,which price range are looking for
<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love indian food <system> where should it be <user> in madrid <system> how many people would be in your party <user> we will be two <system> which price range are looking for <query> in a expensive price range please,ok let me look into some options for you
<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love indian food <system> where should it be <user> in madrid <system> how many people would be in your party <user> we will be two <system> which price range are looking for <user> in a expensive price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call indian madrid two expensive
<query> i'd like to book a table for eight people in rome,i'm on it
<context> <user> i'd like to book a table for eight people in rome <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> i'd like to book a table for eight people in rome <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with british food,which price range are looking for
<context> <user> i'd like to book a table for eight people in rome <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with british food <system> which price range are looking for <query> i am looking for a cheap restaurant,ok let me look into some options for you
<context> <user> i'd like to book a table for eight people in rome <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with british food <system> which price range are looking for <user> i am looking for a cheap restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call british rome eight cheap
<query> can you book a table in a cheap price range with spanish food in rome for six,i'm on it
<context> <user> can you book a table in a cheap price range with spanish food in rome for six <system> i'm on it <query> <SILENCE>,ok let me look into some options for you
<context> <user> can you book a table in a cheap price range with spanish food in rome for six <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call spanish rome six cheap
<query> can you make a restaurant reservation with french food in a expensive price range,i'm on it
<context> <user> can you make a restaurant reservation with french food in a expensive price range <system> i'm on it <query> <SILENCE>,where should it be
<context> <user> can you make a restaurant reservation with french food in a expensive price range <system> i'm on it <user> <SILENCE> <system> where should it be <query> rome please,how many people would be in your party
<context> <user> can you make a restaurant reservation with french food in a expensive price range <system> i'm on it <user> <SILENCE> <system> where should it be <user> rome please <system> how many people would be in your party <query> for eight people please,ok let me look into some options for you
<context> <user> can you make a restaurant reservation with french food in a expensive price range <system> i'm on it <user> <SILENCE> <system> where should it be <user> rome please <system> how many people would be in your party <user> for eight people please <system> ok let me look into some options for you <query> <SILENCE>,api_call french rome eight expensive
<query> can you make a restaurant reservation in madrid for two people with italian cuisine,i'm on it
<context> <user> can you make a restaurant reservation in madrid for two people with italian cuisine <system> i'm on it <query> <SILENCE>,which price range are looking for
<context> <user> can you make a restaurant reservation in madrid for two people with italian cuisine <system> i'm on it <user> <SILENCE> <system> which price range are looking for <query> i am looking for a expensive restaurant,ok let me look into some options for you
<context> <user> can you make a restaurant reservation in madrid for two people with italian cuisine <system> i'm on it <user> <SILENCE> <system> which price range are looking for <user> i am looking for a expensive restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call italian madrid two expensive
<query> i'd like to book a table for six with italian cuisine in a moderate price range,i'm on it
<context> <user> i'd like to book a table for six with italian cuisine in a moderate price range <system> i'm on it <query> <SILENCE>,where should it be
<context> <user> i'd like to book a table for six with italian cuisine in a moderate price range <system> i'm on it <user> <SILENCE> <system> where should it be <query> london please,ok let me look into some options for you
<context> <user> i'd like to book a table for six with italian cuisine in a moderate price range <system> i'm on it <user> <SILENCE> <system> where should it be <user> london please <system> ok let me look into some options for you <query> <SILENCE>,api_call italian london six moderate
<query> may i have a table for four people with british cuisine,i'm on it
<context> <user> may i have a table for four people with british cuisine <system> i'm on it <query> <SILENCE>,where should it be
<context> <user> may i have a table for four people with british cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <query> bombay please,which price range are looking for
<context> <user> may i have a table for four people with british cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> bombay please <system> which price range are looking for <query> in a moderate price range please,ok let me look into some options for you
<context> <user> may i have a table for four people with british cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> bombay please <system> which price range are looking for <user> in a moderate price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call british bombay four moderate
<query> can you make a restaurant reservation for six people in bombay,i'm on it
<context> <user> can you make a restaurant reservation for six people in bombay <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine
<context> <user> can you make a restaurant reservation for six people in bombay <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with indian food,which price range are looking for
<context> <user> can you make a restaurant reservation for six people in bombay <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian food <system> which price range are looking for <query> in a cheap price range please,ok let me look into some options for you
<context> <user> can you make a restaurant reservation for six people in bombay <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian food <system> which price range are looking for <user> in a cheap price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call indian bombay six cheap
<query> may i have a table with spanish cuisine in a moderate price range in london,i'm on it
<context> <user> may i have a table with spanish cuisine in a moderate price range in london <system> i'm on it <query> <SILENCE>,how many people would be in your party
<context> <user> may i have a table with spanish cuisine in a moderate price range in london <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <query> we will be six,ok let me look into some options for you
