Call,Response
<query>  hi,hello what can i help you with today
<query>  may i have a table for four in a moderate price range with indian food,i'm on it
<context> <user>  may i have a table for four in a moderate price range with indian food <system> i'm on it <query>  <SILENCE>,where should it be
<context> <user>  may i have a table for four in a moderate price range with indian food <system> i'm on it <user>  <SILENCE> <system> where should it be <query>  rome please,ok let me look into some options for you
<context> <user>  may i have a table for four in a moderate price range with indian food <system> i'm on it <user>  <SILENCE> <system> where should it be <user>  rome please <system> ok let me look into some options for you <query>  <SILENCE>,what do you think of this option: resto_rome_moderate_indian_6stars
<context> <user>  may i have a table for four in a moderate price range with indian food <system> i'm on it <user>  <SILENCE> <system> where should it be <user>  rome please <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_rome_moderate_indian_6stars <query>  no this does not work for me,sure let me find an other option for you
<context> <user>  may i have a table for four in a moderate price range with indian food <system> i'm on it <user>  <SILENCE> <system> where should it be <user>  rome please <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_rome_moderate_indian_6stars <user>  no this does not work for me <system> sure let me find an other option for you <query>  <SILENCE>,what do you think of this option: resto_rome_moderate_indian_4stars
<context> <user>  may i have a table for four in a moderate price range with indian food <system> i'm on it <user>  <SILENCE> <system> where should it be <user>  rome please <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_rome_moderate_indian_6stars <user>  no this does not work for me <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_rome_moderate_indian_4stars <query>  no this does not work for me,sure let me find an other option for you
<context> <user>  may i have a table for four in a moderate price range with indian food <system> i'm on it <user>  <SILENCE> <system> where should it be <user>  rome please <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_rome_moderate_indian_6stars <user>  no this does not work for me <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_rome_moderate_indian_4stars <user>  no this does not work for me <system> sure let me find an other option for you <query>  <SILENCE>,what do you think of this option: resto_rome_moderate_indian_2stars
<context> <user>  may i have a table for four in a moderate price range with indian food <system> i'm on it <user>  <SILENCE> <system> where should it be <user>  rome please <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_rome_moderate_indian_6stars <user>  no this does not work for me <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_rome_moderate_indian_4stars <user>  no this does not work for me <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_rome_moderate_indian_2stars <query>  it's perfect,great let me do the reservation
<query>  good morning,hello what can i help you with today
<query>  can you book a table in rome for six people with indian cuisine in a moderate price range,i'm on it
<context> <user>  can you book a table in rome for six people with indian cuisine in a moderate price range <system> i'm on it <query>  <SILENCE>,ok let me look into some options for you
<context> <user>  can you book a table in rome for six people with indian cuisine in a moderate price range <system> i'm on it <user>  <SILENCE> <system> ok let me look into some options for you <query>  <SILENCE>,what do you think of this option: resto_rome_moderate_indian_7stars
<context> <user>  can you book a table in rome for six people with indian cuisine in a moderate price range <system> i'm on it <user>  <SILENCE> <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_rome_moderate_indian_7stars <query>  do you have something else,sure let me find an other option for you
<context> <user>  can you book a table in rome for six people with indian cuisine in a moderate price range <system> i'm on it <user>  <SILENCE> <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_rome_moderate_indian_7stars <user>  do you have something else <system> sure let me find an other option for you <query>  <SILENCE>,what do you think of this option: resto_rome_moderate_indian_5stars
<context> <user>  can you book a table in rome for six people with indian cuisine in a moderate price range <system> i'm on it <user>  <SILENCE> <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_rome_moderate_indian_7stars <user>  do you have something else <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_rome_moderate_indian_5stars <query>  do you have something else,sure let me find an other option for you
<context> <user>  can you book a table in rome for six people with indian cuisine in a moderate price range <system> i'm on it <user>  <SILENCE> <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_rome_moderate_indian_7stars <user>  do you have something else <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_rome_moderate_indian_5stars <user>  do you have something else <system> sure let me find an other option for you <query>  <SILENCE>,what do you think of this option: resto_rome_moderate_indian_3stars
<context> <user>  can you book a table in rome for six people with indian cuisine in a moderate price range <system> i'm on it <user>  <SILENCE> <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_rome_moderate_indian_7stars <user>  do you have something else <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_rome_moderate_indian_5stars <user>  do you have something else <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_rome_moderate_indian_3stars <query>  no i don't like that,sure let me find an other option for you
<context> <user>  can you book a table in rome for six people with indian cuisine in a moderate price range <system> i'm on it <user>  <SILENCE> <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_rome_moderate_indian_7stars <user>  do you have something else <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_rome_moderate_indian_5stars <user>  do you have something else <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_rome_moderate_indian_3stars <user>  no i don't like that <system> sure let me find an other option for you <query>  <SILENCE>,what do you think of this option: resto_rome_moderate_indian_1stars
<context> <user>  can you book a table in rome for six people with indian cuisine in a moderate price range <system> i'm on it <user>  <SILENCE> <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_rome_moderate_indian_7stars <user>  do you have something else <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_rome_moderate_indian_5stars <user>  do you have something else <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_rome_moderate_indian_3stars <user>  no i don't like that <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_rome_moderate_indian_1stars <query>  that looks great,great let me do the reservation
<query>  good morning,hello what can i help you with today
<query>  i'd like to book a table for six people,i'm on it
<context> <user>  i'd like to book a table for six people <system> i'm on it <query>  <SILENCE>,any preference on a type of cuisine
<context> <user>  i'd like to book a table for six people <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <query>  with indian food,where should it be
<context> <user>  i'd like to book a table for six people <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with indian food <system> where should it be <query>  london please,which price range are looking for
<context> <user>  i'd like to book a table for six people <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with indian food <system> where should it be <user>  london please <system> which price range are looking for <query>  in a moderate price range please,ok let me look into some options for you
<context> <user>  i'd like to book a table for six people <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with indian food <system> where should it be <user>  london please <system> which price range are looking for <user>  in a moderate price range please <system> ok let me look into some options for you <query>  <SILENCE>,what do you think of this option: resto_london_moderate_indian_8stars
<context> <user>  i'd like to book a table for six people <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with indian food <system> where should it be <user>  london please <system> which price range are looking for <user>  in a moderate price range please <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_london_moderate_indian_8stars <query>  no i don't like that,sure let me find an other option for you
<context> <user>  i'd like to book a table for six people <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with indian food <system> where should it be <user>  london please <system> which price range are looking for <user>  in a moderate price range please <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_london_moderate_indian_8stars <user>  no i don't like that <system> sure let me find an other option for you <query>  <SILENCE>,what do you think of this option: resto_london_moderate_indian_5stars
<context> <user>  i'd like to book a table for six people <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with indian food <system> where should it be <user>  london please <system> which price range are looking for <user>  in a moderate price range please <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_london_moderate_indian_8stars <user>  no i don't like that <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_london_moderate_indian_5stars <query>  do you have something else,sure let me find an other option for you
<context> <user>  i'd like to book a table for six people <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with indian food <system> where should it be <user>  london please <system> which price range are looking for <user>  in a moderate price range please <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_london_moderate_indian_8stars <user>  no i don't like that <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_london_moderate_indian_5stars <user>  do you have something else <system> sure let me find an other option for you <query>  <SILENCE>,what do you think of this option: resto_london_moderate_indian_4stars
<context> <user>  i'd like to book a table for six people <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with indian food <system> where should it be <user>  london please <system> which price range are looking for <user>  in a moderate price range please <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_london_moderate_indian_8stars <user>  no i don't like that <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_london_moderate_indian_5stars <user>  do you have something else <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_london_moderate_indian_4stars <query>  let's do it,great let me do the reservation
<query>  hi,hello what can i help you with today
<query>  i'd like to book a table,i'm on it
<context> <user>  i'd like to book a table <system> i'm on it <query>  <SILENCE>,any preference on a type of cuisine
<context> <user>  i'd like to book a table <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <query>  with french cuisine,where should it be
<context> <user>  i'd like to book a table <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with french cuisine <system> where should it be <query>  in rome,how many people would be in your party
<context> <user>  i'd like to book a table <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with french cuisine <system> where should it be <user>  in rome <system> how many people would be in your party <query>  for eight people please,which price range are looking for
<context> <user>  i'd like to book a table <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with french cuisine <system> where should it be <user>  in rome <system> how many people would be in your party <user>  for eight people please <system> which price range are looking for <query>  i am looking for a expensive restaurant,ok let me look into some options for you
<context> <user>  i'd like to book a table <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with french cuisine <system> where should it be <user>  in rome <system> how many people would be in your party <user>  for eight people please <system> which price range are looking for <user>  i am looking for a expensive restaurant <system> ok let me look into some options for you <query>  <SILENCE>,what do you think of this option: resto_rome_expensive_french_8stars
<context> <user>  i'd like to book a table <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with french cuisine <system> where should it be <user>  in rome <system> how many people would be in your party <user>  for eight people please <system> which price range are looking for <user>  i am looking for a expensive restaurant <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_rome_expensive_french_8stars <query>  i love that,great let me do the reservation
<query>  hi,hello what can i help you with today
<query>  i'd like to book a table with italian cuisine,i'm on it
<context> <user>  i'd like to book a table with italian cuisine <system> i'm on it <query>  <SILENCE>,where should it be
<context> <user>  i'd like to book a table with italian cuisine <system> i'm on it <user>  <SILENCE> <system> where should it be <query>  rome please,how many people would be in your party
<context> <user>  i'd like to book a table with italian cuisine <system> i'm on it <user>  <SILENCE> <system> where should it be <user>  rome please <system> how many people would be in your party <query>  for six please,which price range are looking for
<context> <user>  i'd like to book a table with italian cuisine <system> i'm on it <user>  <SILENCE> <system> where should it be <user>  rome please <system> how many people would be in your party <user>  for six please <system> which price range are looking for <query>  in a expensive price range please,ok let me look into some options for you
<context> <user>  i'd like to book a table with italian cuisine <system> i'm on it <user>  <SILENCE> <system> where should it be <user>  rome please <system> how many people would be in your party <user>  for six please <system> which price range are looking for <user>  in a expensive price range please <system> ok let me look into some options for you <query>  <SILENCE>,what do you think of this option: resto_rome_expensive_italian_4stars
<context> <user>  i'd like to book a table with italian cuisine <system> i'm on it <user>  <SILENCE> <system> where should it be <user>  rome please <system> how many people would be in your party <user>  for six please <system> which price range are looking for <user>  in a expensive price range please <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_rome_expensive_italian_4stars <query>  no this does not work for me,sure let me find an other option for you
<context> <user>  i'd like to book a table with italian cuisine <system> i'm on it <user>  <SILENCE> <system> where should it be <user>  rome please <system> how many people would be in your party <user>  for six please <system> which price range are looking for <user>  in a expensive price range please <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_rome_expensive_italian_4stars <user>  no this does not work for me <system> sure let me find an other option for you <query>  <SILENCE>,what do you think of this option: resto_rome_expensive_italian_3stars
<context> <user>  i'd like to book a table with italian cuisine <system> i'm on it <user>  <SILENCE> <system> where should it be <user>  rome please <system> how many people would be in your party <user>  for six please <system> which price range are looking for <user>  in a expensive price range please <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_rome_expensive_italian_4stars <user>  no this does not work for me <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_rome_expensive_italian_3stars <query>  no i don't like that,sure let me find an other option for you
<context> <user>  i'd like to book a table with italian cuisine <system> i'm on it <user>  <SILENCE> <system> where should it be <user>  rome please <system> how many people would be in your party <user>  for six please <system> which price range are looking for <user>  in a expensive price range please <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_rome_expensive_italian_4stars <user>  no this does not work for me <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_rome_expensive_italian_3stars <user>  no i don't like that <system> sure let me find an other option for you <query>  <SILENCE>,what do you think of this option: resto_rome_expensive_italian_1stars
<context> <user>  i'd like to book a table with italian cuisine <system> i'm on it <user>  <SILENCE> <system> where should it be <user>  rome please <system> how many people would be in your party <user>  for six please <system> which price range are looking for <user>  in a expensive price range please <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_rome_expensive_italian_4stars <user>  no this does not work for me <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_rome_expensive_italian_3stars <user>  no i don't like that <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_rome_expensive_italian_1stars <query>  it's perfect,great let me do the reservation
<query>  good morning,hello what can i help you with today
<query>  may i have a table,i'm on it
<context> <user>  may i have a table <system> i'm on it <query>  <SILENCE>,any preference on a type of cuisine
<context> <user>  may i have a table <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <query>  with italian food,where should it be
<context> <user>  may i have a table <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with italian food <system> where should it be <query>  in london,how many people would be in your party
<context> <user>  may i have a table <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with italian food <system> where should it be <user>  in london <system> how many people would be in your party <query>  for four people please,which price range are looking for
<context> <user>  may i have a table <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with italian food <system> where should it be <user>  in london <system> how many people would be in your party <user>  for four people please <system> which price range are looking for <query>  i am looking for a expensive restaurant,ok let me look into some options for you
<context> <user>  may i have a table <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with italian food <system> where should it be <user>  in london <system> how many people would be in your party <user>  for four people please <system> which price range are looking for <user>  i am looking for a expensive restaurant <system> ok let me look into some options for you <query>  <SILENCE>,what do you think of this option: resto_london_expensive_italian_7stars
<context> <user>  may i have a table <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with italian food <system> where should it be <user>  in london <system> how many people would be in your party <user>  for four people please <system> which price range are looking for <user>  i am looking for a expensive restaurant <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_london_expensive_italian_7stars <query>  no this does not work for me,sure let me find an other option for you
<context> <user>  may i have a table <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with italian food <system> where should it be <user>  in london <system> how many people would be in your party <user>  for four people please <system> which price range are looking for <user>  i am looking for a expensive restaurant <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_london_expensive_italian_7stars <user>  no this does not work for me <system> sure let me find an other option for you <query>  <SILENCE>,what do you think of this option: resto_london_expensive_italian_6stars
<context> <user>  may i have a table <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with italian food <system> where should it be <user>  in london <system> how many people would be in your party <user>  for four people please <system> which price range are looking for <user>  i am looking for a expensive restaurant <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_london_expensive_italian_7stars <user>  no this does not work for me <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_london_expensive_italian_6stars <query>  no i don't like that,sure let me find an other option for you
<context> <user>  may i have a table <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with italian food <system> where should it be <user>  in london <system> how many people would be in your party <user>  for four people please <system> which price range are looking for <user>  i am looking for a expensive restaurant <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_london_expensive_italian_7stars <user>  no this does not work for me <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_london_expensive_italian_6stars <user>  no i don't like that <system> sure let me find an other option for you <query>  <SILENCE>,what do you think of this option: resto_london_expensive_italian_3stars
<context> <user>  may i have a table <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with italian food <system> where should it be <user>  in london <system> how many people would be in your party <user>  for four people please <system> which price range are looking for <user>  i am looking for a expensive restaurant <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_london_expensive_italian_7stars <user>  no this does not work for me <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_london_expensive_italian_6stars <user>  no i don't like that <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_london_expensive_italian_3stars <query>  i love that,great let me do the reservation
<query>  hi,hello what can i help you with today
<query>  i'd like to book a table with indian food for six people,i'm on it
<context> <user>  i'd like to book a table with indian food for six people <system> i'm on it <query>  <SILENCE>,where should it be
<context> <user>  i'd like to book a table with indian food for six people <system> i'm on it <user>  <SILENCE> <system> where should it be <query>  madrid please,which price range are looking for
<context> <user>  i'd like to book a table with indian food for six people <system> i'm on it <user>  <SILENCE> <system> where should it be <user>  madrid please <system> which price range are looking for <query>  i am looking for a moderate restaurant,ok let me look into some options for you
<context> <user>  i'd like to book a table with indian food for six people <system> i'm on it <user>  <SILENCE> <system> where should it be <user>  madrid please <system> which price range are looking for <user>  i am looking for a moderate restaurant <system> ok let me look into some options for you <query>  <SILENCE>,what do you think of this option: resto_madrid_moderate_indian_7stars
<context> <user>  i'd like to book a table with indian food for six people <system> i'm on it <user>  <SILENCE> <system> where should it be <user>  madrid please <system> which price range are looking for <user>  i am looking for a moderate restaurant <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_madrid_moderate_indian_7stars <query>  no this does not work for me,sure let me find an other option for you
<context> <user>  i'd like to book a table with indian food for six people <system> i'm on it <user>  <SILENCE> <system> where should it be <user>  madrid please <system> which price range are looking for <user>  i am looking for a moderate restaurant <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_madrid_moderate_indian_7stars <user>  no this does not work for me <system> sure let me find an other option for you <query>  <SILENCE>,what do you think of this option: resto_madrid_moderate_indian_5stars
<context> <user>  i'd like to book a table with indian food for six people <system> i'm on it <user>  <SILENCE> <system> where should it be <user>  madrid please <system> which price range are looking for <user>  i am looking for a moderate restaurant <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_madrid_moderate_indian_7stars <user>  no this does not work for me <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_madrid_moderate_indian_5stars <query>  that looks great,great let me do the reservation
<query>  hello,hello what can i help you with today
<query>  can you make a restaurant reservation for six people,i'm on it
<context> <user>  can you make a restaurant reservation for six people <system> i'm on it <query>  <SILENCE>,any preference on a type of cuisine
<context> <user>  can you make a restaurant reservation for six people <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <query>  with french cuisine,where should it be
<context> <user>  can you make a restaurant reservation for six people <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with french cuisine <system> where should it be <query>  madrid please,which price range are looking for
<context> <user>  can you make a restaurant reservation for six people <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with french cuisine <system> where should it be <user>  madrid please <system> which price range are looking for <query>  i am looking for a expensive restaurant,ok let me look into some options for you
<context> <user>  can you make a restaurant reservation for six people <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with french cuisine <system> where should it be <user>  madrid please <system> which price range are looking for <user>  i am looking for a expensive restaurant <system> ok let me look into some options for you <query>  <SILENCE>,what do you think of this option: resto_madrid_expensive_french_7stars
<context> <user>  can you make a restaurant reservation for six people <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with french cuisine <system> where should it be <user>  madrid please <system> which price range are looking for <user>  i am looking for a expensive restaurant <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_madrid_expensive_french_7stars <query>  no this does not work for me,sure let me find an other option for you
<context> <user>  can you make a restaurant reservation for six people <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with french cuisine <system> where should it be <user>  madrid please <system> which price range are looking for <user>  i am looking for a expensive restaurant <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_madrid_expensive_french_7stars <user>  no this does not work for me <system> sure let me find an other option for you <query>  <SILENCE>,what do you think of this option: resto_madrid_expensive_french_3stars
<context> <user>  can you make a restaurant reservation for six people <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with french cuisine <system> where should it be <user>  madrid please <system> which price range are looking for <user>  i am looking for a expensive restaurant <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_madrid_expensive_french_7stars <user>  no this does not work for me <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_madrid_expensive_french_3stars <query>  no i don't like that,sure let me find an other option for you
<context> <user>  can you make a restaurant reservation for six people <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with french cuisine <system> where should it be <user>  madrid please <system> which price range are looking for <user>  i am looking for a expensive restaurant <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_madrid_expensive_french_7stars <user>  no this does not work for me <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_madrid_expensive_french_3stars <user>  no i don't like that <system> sure let me find an other option for you <query>  <SILENCE>,what do you think of this option: resto_madrid_expensive_french_1stars
<context> <user>  can you make a restaurant reservation for six people <system> i'm on it <user>  <SILENCE> <system> any preference on a type of cuisine <user>  with french cuisine <system> where should it be <user>  madrid please <system> which price range are looking for <user>  i am looking for a expensive restaurant <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_madrid_expensive_french_7stars <user>  no this does not work for me <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_madrid_expensive_french_3stars <user>  no i don't like that <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_madrid_expensive_french_1stars <query>  i love that,great let me do the reservation
<query>  hi,hello what can i help you with today
<query>  i'd like to book a table with british cuisine,i'm on it
<context> <user>  i'd like to book a table with british cuisine <system> i'm on it <query>  <SILENCE>,where should it be
<context> <user>  i'd like to book a table with british cuisine <system> i'm on it <user>  <SILENCE> <system> where should it be <query>  in london,how many people would be in your party
<context> <user>  i'd like to book a table with british cuisine <system> i'm on it <user>  <SILENCE> <system> where should it be <user>  in london <system> how many people would be in your party <query>  we will be six,which price range are looking for
<context> <user>  i'd like to book a table with british cuisine <system> i'm on it <user>  <SILENCE> <system> where should it be <user>  in london <system> how many people would be in your party <user>  we will be six <system> which price range are looking for <query>  i am looking for a cheap restaurant,ok let me look into some options for you
<context> <user>  i'd like to book a table with british cuisine <system> i'm on it <user>  <SILENCE> <system> where should it be <user>  in london <system> how many people would be in your party <user>  we will be six <system> which price range are looking for <user>  i am looking for a cheap restaurant <system> ok let me look into some options for you <query>  <SILENCE>,what do you think of this option: resto_london_cheap_british_6stars
<context> <user>  i'd like to book a table with british cuisine <system> i'm on it <user>  <SILENCE> <system> where should it be <user>  in london <system> how many people would be in your party <user>  we will be six <system> which price range are looking for <user>  i am looking for a cheap restaurant <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_london_cheap_british_6stars <query>  no this does not work for me,sure let me find an other option for you
<context> <user>  i'd like to book a table with british cuisine <system> i'm on it <user>  <SILENCE> <system> where should it be <user>  in london <system> how many people would be in your party <user>  we will be six <system> which price range are looking for <user>  i am looking for a cheap restaurant <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_london_cheap_british_6stars <user>  no this does not work for me <system> sure let me find an other option for you <query>  <SILENCE>,what do you think of this option: resto_london_cheap_british_3stars
<context> <user>  i'd like to book a table with british cuisine <system> i'm on it <user>  <SILENCE> <system> where should it be <user>  in london <system> how many people would be in your party <user>  we will be six <system> which price range are looking for <user>  i am looking for a cheap restaurant <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_london_cheap_british_6stars <user>  no this does not work for me <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_london_cheap_british_3stars <query>  it's perfect,great let me do the reservation
<query>  good morning,hello what can i help you with today
<query>  i'd like to book a table in london with italian cuisine,i'm on it
<context> <user>  i'd like to book a table in london with italian cuisine <system> i'm on it <query>  <SILENCE>,how many people would be in your party
<context> <user>  i'd like to book a table in london with italian cuisine <system> i'm on it <user>  <SILENCE> <system> how many people would be in your party <query>  we will be six,which price range are looking for
<context> <user>  i'd like to book a table in london with italian cuisine <system> i'm on it <user>  <SILENCE> <system> how many people would be in your party <user>  we will be six <system> which price range are looking for <query>  in a cheap price range please,ok let me look into some options for you
<context> <user>  i'd like to book a table in london with italian cuisine <system> i'm on it <user>  <SILENCE> <system> how many people would be in your party <user>  we will be six <system> which price range are looking for <user>  in a cheap price range please <system> ok let me look into some options for you <query>  <SILENCE>,what do you think of this option: resto_london_cheap_italian_5stars
<context> <user>  i'd like to book a table in london with italian cuisine <system> i'm on it <user>  <SILENCE> <system> how many people would be in your party <user>  we will be six <system> which price range are looking for <user>  in a cheap price range please <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_london_cheap_italian_5stars <query>  do you have something else,sure let me find an other option for you
<context> <user>  i'd like to book a table in london with italian cuisine <system> i'm on it <user>  <SILENCE> <system> how many people would be in your party <user>  we will be six <system> which price range are looking for <user>  in a cheap price range please <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_london_cheap_italian_5stars <user>  do you have something else <system> sure let me find an other option for you <query>  <SILENCE>,what do you think of this option: resto_london_cheap_italian_2stars
<context> <user>  i'd like to book a table in london with italian cuisine <system> i'm on it <user>  <SILENCE> <system> how many people would be in your party <user>  we will be six <system> which price range are looking for <user>  in a cheap price range please <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_london_cheap_italian_5stars <user>  do you have something else <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_london_cheap_italian_2stars <query>  no i don't like that,sure let me find an other option for you
<context> <user>  i'd like to book a table in london with italian cuisine <system> i'm on it <user>  <SILENCE> <system> how many people would be in your party <user>  we will be six <system> which price range are looking for <user>  in a cheap price range please <system> ok let me look into some options for you <user>  <SILENCE> <system> what do you think of this option: resto_london_cheap_italian_5stars <user>  do you have something else <system> sure let me find an other option for you <user>  <SILENCE> <system> what do you think of this option: resto_london_cheap_italian_2stars <user>  no i don't like that <system> sure let me find an other option for you <query>  <SILENCE>,what do you think of this option: resto_london_cheap_italian_1stars
