Call,Response,Count
<SILENCE>,any preference on a type of cuisine,254
i love vietnamese food,ok let me look into some options for you,254
<SILENCE>,api_call vietnamese tokyo two expensive,254
can you book a table with korean food in bangkok for four,i'm on it,255
<SILENCE>,which price range are looking for,255
in a moderate price range please,ok let me look into some options for you,255
<SILENCE>,api_call korean bangkok four moderate,255
i'd like to book a table for two,i'm on it,256
<SILENCE>,any preference on a type of cuisine,256
with cantonese cuisine,where should it be,256
bangkok please,which price range are looking for,256
in a moderate price range please,ok let me look into some options for you,256
<SILENCE>,api_call cantonese bangkok two moderate,256
can you make a restaurant reservation in a cheap price range in seoul,i'm on it,257
<SILENCE>,any preference on a type of cuisine,257
i love korean food,how many people would be in your party,257
for eight please,ok let me look into some options for you,257
<SILENCE>,api_call korean seoul eight cheap,257
i'd like to book a table in tokyo for two people in a cheap price range with thai cuisine,i'm on it,258
<SILENCE>,ok let me look into some options for you,258
<SILENCE>,api_call thai tokyo two cheap,258
can you book a table with korean cuisine in tokyo,i'm on it,259
<SILENCE>,how many people would be in your party,259
for six please,which price range are looking for,259
in a moderate price range please,ok let me look into some options for you,259
<SILENCE>,api_call korean tokyo six moderate,259
i'd like to book a table for eight with vietnamese food in a cheap price range,i'm on it,260
<SILENCE>,where should it be,260
seoul please,ok let me look into some options for you,260
<SILENCE>,api_call vietnamese seoul eight cheap,260
may i have a table,i'm on it,261
<SILENCE>,any preference on a type of cuisine,261
with korean cuisine,where should it be,261
hanoi please,how many people would be in your party,261
for eight people please,which price range are looking for,261
i am looking for a cheap restaurant,ok let me look into some options for you,261
<SILENCE>,api_call korean hanoi eight cheap,261
may i have a table in seoul with cantonese food in a cheap price range for two,i'm on it,262
<SILENCE>,ok let me look into some options for you,262
<SILENCE>,api_call cantonese seoul two cheap,262
can you book a table in a cheap price range,i'm on it,263
<SILENCE>,any preference on a type of cuisine,263
with korean food,where should it be,263
tokyo please,how many people would be in your party,263
for six please,ok let me look into some options for you,263
<SILENCE>,api_call korean tokyo six cheap,263
may i have a table for two,i'm on it,264
<SILENCE>,any preference on a type of cuisine,264
with cantonese food,where should it be,264
hanoi please,which price range are looking for,264
i am looking for a moderate restaurant,ok let me look into some options for you,264
<SILENCE>,api_call cantonese hanoi two moderate,264
may i have a table for six in beijing with thai cuisine in a cheap price range,i'm on it,265
<SILENCE>,ok let me look into some options for you,265
<SILENCE>,api_call thai beijing six cheap,265
may i have a table,i'm on it,266
<SILENCE>,any preference on a type of cuisine,266
with vietnamese food,where should it be,266
in seoul,how many people would be in your party,266
for two people please,which price range are looking for,266
i am looking for a expensive restaurant,ok let me look into some options for you,266
<SILENCE>,api_call vietnamese seoul two expensive,266
can you make a restaurant reservation in a moderate price range,i'm on it,267
<SILENCE>,any preference on a type of cuisine,267
with japanese food,where should it be,267
seoul please,how many people would be in your party,267
for four people please,ok let me look into some options for you,267
<SILENCE>,api_call japanese seoul four moderate,267
may i have a table in tokyo in a expensive price range with japanese food for eight people,i'm on it,268
<SILENCE>,ok let me look into some options for you,268
<SILENCE>,api_call japanese tokyo eight expensive,268
can you make a restaurant reservation,i'm on it,269
<SILENCE>,any preference on a type of cuisine,269
with cantonese cuisine,where should it be,269
in tokyo,how many people would be in your party,269
for four people please,which price range are looking for,269
in a moderate price range please,ok let me look into some options for you,269
<SILENCE>,api_call cantonese tokyo four moderate,269
i'd like to book a table in seoul,i'm on it,270
<SILENCE>,any preference on a type of cuisine,270
with korean food,how many people would be in your party,270
we will be two,which price range are looking for,270
i am looking for a expensive restaurant,ok let me look into some options for you,270
<SILENCE>,api_call korean seoul two expensive,270
can you book a table in hanoi in a cheap price range for two,i'm on it,271
<SILENCE>,any preference on a type of cuisine,271
with thai cuisine,ok let me look into some options for you,271
<SILENCE>,api_call thai hanoi two cheap,271
can you make a restaurant reservation in beijing,i'm on it,272
<SILENCE>,any preference on a type of cuisine,272
with thai food,how many people would be in your party,272
for two please,which price range are looking for,272
i am looking for a cheap restaurant,ok let me look into some options for you,272
<SILENCE>,api_call thai beijing two cheap,272
may i have a table with japanese cuisine,i'm on it,273
<SILENCE>,where should it be,273
tokyo please,how many people would be in your party,273
for two please,which price range are looking for,273
in a moderate price range please,ok let me look into some options for you,273
<SILENCE>,api_call japanese tokyo two moderate,273
can you make a restaurant reservation for two people in a cheap price range in hanoi with korean food,i'm on it,274
<SILENCE>,ok let me look into some options for you,274
<SILENCE>,api_call korean hanoi two cheap,274
may i have a table with thai food,i'm on it,275
<SILENCE>,where should it be,275
in beijing,how many people would be in your party,275
for four people please,which price range are looking for,275
in a expensive price range please,ok let me look into some options for you,275
<SILENCE>,api_call thai beijing four expensive,275
may i have a table in a moderate price range for two people with vietnamese food in tokyo,i'm on it,276
<SILENCE>,ok let me look into some options for you,276
<SILENCE>,api_call vietnamese tokyo two moderate,276
i'd like to book a table,i'm on it,277
<SILENCE>,any preference on a type of cuisine,277
with japanese cuisine,where should it be,277
bangkok please,how many people would be in your party,277
for two people please,which price range are looking for,277
i am looking for a cheap restaurant,ok let me look into some options for you,277
<SILENCE>,api_call japanese bangkok two cheap,277
i'd like to book a table with vietnamese food for four people in beijing,i'm on it,278
<SILENCE>,which price range are looking for,278
in a cheap price range please,ok let me look into some options for you,278
<SILENCE>,api_call vietnamese beijing four cheap,278
may i have a table in a cheap price range with japanese food for four in tokyo,i'm on it,279
<SILENCE>,ok let me look into some options for you,279
<SILENCE>,api_call japanese tokyo four cheap,279
i'd like to book a table,i'm on it,280
<SILENCE>,any preference on a type of cuisine,280
with vietnamese cuisine,where should it be,280
hanoi please,how many people would be in your party,280
we will be two,which price range are looking for,280
i am looking for a expensive restaurant,ok let me look into some options for you,280
<SILENCE>,api_call vietnamese hanoi two expensive,280
may i have a table,i'm on it,281
<SILENCE>,any preference on a type of cuisine,281
i love korean food,where should it be,281
in beijing,how many people would be in your party,281
we will be two,which price range are looking for,281
i am looking for a cheap restaurant,ok let me look into some options for you,281
<SILENCE>,api_call korean beijing two cheap,281
can you book a table in hanoi with korean cuisine,i'm on it,282
<SILENCE>,how many people would be in your party,282
for two please,which price range are looking for,282
i am looking for a cheap restaurant,ok let me look into some options for you,282
<SILENCE>,api_call korean hanoi two cheap,282
can you book a table with cantonese food,i'm on it,283
<SILENCE>,where should it be,283
in beijing,how many people would be in your party,283
for six please,which price range are looking for,283
in a moderate price range please,ok let me look into some options for you,283
<SILENCE>,api_call cantonese beijing six moderate,283
can you book a table in a expensive price range in hanoi with cantonese food for six people,i'm on it,284
<SILENCE>,ok let me look into some options for you,284
<SILENCE>,api_call cantonese hanoi six expensive,284
can you make a restaurant reservation for eight people in bangkok in a expensive price range,i'm on it,285
<SILENCE>,any preference on a type of cuisine,285
i love thai food,ok let me look into some options for you,285
<SILENCE>,api_call thai bangkok eight expensive,285
may i have a table in a expensive price range in tokyo with cantonese food for six people,i'm on it,286
<SILENCE>,ok let me look into some options for you,286
<SILENCE>,api_call cantonese tokyo six expensive,286
i'd like to book a table,i'm on it,287
<SILENCE>,any preference on a type of cuisine,287
with vietnamese cuisine,where should it be,287
tokyo please,how many people would be in your party,287
we will be two,which price range are looking for,287
i am looking for a expensive restaurant,ok let me look into some options for you,287
<SILENCE>,api_call vietnamese tokyo two expensive,287
may i have a table in hanoi with thai cuisine,i'm on it,288
<SILENCE>,how many people would be in your party,288
for six people please,which price range are looking for,288
in a cheap price range please,ok let me look into some options for you,288
<SILENCE>,api_call thai hanoi six cheap,288
may i have a table in beijing for six people with thai food,i'm on it,289
<SILENCE>,which price range are looking for,289
i am looking for a expensive restaurant,ok let me look into some options for you,289
<SILENCE>,api_call thai beijing six expensive,289
may i have a table in a moderate price range,i'm on it,290
<SILENCE>,any preference on a type of cuisine,290
with korean food,where should it be,290
in hanoi,how many people would be in your party,290
we will be eight,ok let me look into some options for you,290
<SILENCE>,api_call korean hanoi eight moderate,290
can you book a table in a expensive price range in tokyo for two,i'm on it,291
<SILENCE>,any preference on a type of cuisine,291
i love thai food,ok let me look into some options for you,291
<SILENCE>,api_call thai tokyo two expensive,291
i'd like to book a table in beijing,i'm on it,292
<SILENCE>,any preference on a type of cuisine,292
i love cantonese food,how many people would be in your party,292
we will be six,which price range are looking for,292
in a cheap price range please,ok let me look into some options for you,292
<SILENCE>,api_call cantonese beijing six cheap,292
can you make a restaurant reservation for two people with vietnamese food in bangkok,i'm on it,293
<SILENCE>,which price range are looking for,293
in a cheap price range please,ok let me look into some options for you,293
<SILENCE>,api_call vietnamese bangkok two cheap,293
may i have a table for two people in hanoi,i'm on it,294
<SILENCE>,any preference on a type of cuisine,294
with thai food,which price range are looking for,294
i am looking for a expensive restaurant,ok let me look into some options for you,294
<SILENCE>,api_call thai hanoi two expensive,294
may i have a table in a moderate price range for four people with cantonese cuisine in seoul,i'm on it,295
<SILENCE>,ok let me look into some options for you,295
<SILENCE>,api_call cantonese seoul four moderate,295
may i have a table for four in tokyo with thai food in a moderate price range,i'm on it,296
<SILENCE>,ok let me look into some options for you,296
<SILENCE>,api_call thai tokyo four moderate,296
may i have a table in a cheap price range,i'm on it,297
<SILENCE>,any preference on a type of cuisine,297
with japanese food,where should it be,297
in tokyo,how many people would be in your party,297
for four please,ok let me look into some options for you,297
<SILENCE>,api_call japanese tokyo four cheap,297
may i have a table with cantonese food,i'm on it,298
<SILENCE>,where should it be,298
seoul please,how many people would be in your party,298
for two people please,which price range are looking for,298
in a cheap price range please,ok let me look into some options for you,298
<SILENCE>,api_call cantonese seoul two cheap,298
may i have a table for four in seoul in a expensive price range with vietnamese food,i'm on it,299
<SILENCE>,ok let me look into some options for you,299
<SILENCE>,api_call vietnamese seoul four expensive,299
i'd like to book a table,i'm on it,300
<SILENCE>,any preference on a type of cuisine,300
with vietnamese food,where should it be,300
beijing please,how many people would be in your party,300
we will be eight,which price range are looking for,300
i am looking for a cheap restaurant,ok let me look into some options for you,300
<SILENCE>,api_call vietnamese beijing eight cheap,300
can you book a table,i'm on it,301
<SILENCE>,any preference on a type of cuisine,301
with korean food,where should it be,301
in tokyo,how many people would be in your party,301
for six people please,which price range are looking for,301
in a moderate price range please,ok let me look into some options for you,301
<SILENCE>,api_call korean tokyo six moderate,301
may i have a table for four people,i'm on it,302
<SILENCE>,any preference on a type of cuisine,302
with korean cuisine,where should it be,302
in hanoi,which price range are looking for,302
i am looking for a moderate restaurant,ok let me look into some options for you,302
<SILENCE>,api_call korean hanoi four moderate,302
may i have a table,i'm on it,303
<SILENCE>,any preference on a type of cuisine,303
with cantonese cuisine,where should it be,303
beijing please,how many people would be in your party,303
we will be eight,which price range are looking for,303
in a expensive price range please,ok let me look into some options for you,303
<SILENCE>,api_call cantonese beijing eight expensive,303
may i have a table in a moderate price range for four,i'm on it,304
<SILENCE>,any preference on a type of cuisine,304
with korean food,where should it be,304
in beijing,ok let me look into some options for you,304
<SILENCE>,api_call korean beijing four moderate,304
may i have a table in tokyo for four people,i'm on it,305
<SILENCE>,any preference on a type of cuisine,305
with thai cuisine,which price range are looking for,305
i am looking for a moderate restaurant,ok let me look into some options for you,305
<SILENCE>,api_call thai tokyo four moderate,305
i'd like to book a table,i'm on it,306
<SILENCE>,any preference on a type of cuisine,306
i love thai food,where should it be,306
in beijing,how many people would be in your party,306
for six people please,which price range are looking for,306
i am looking for a expensive restaurant,ok let me look into some options for you,306
<SILENCE>,api_call thai beijing six expensive,306
may i have a table in seoul in a expensive price range with thai cuisine for four,i'm on it,307
<SILENCE>,ok let me look into some options for you,307
<SILENCE>,api_call thai seoul four expensive,307
i'd like to book a table with japanese cuisine,i'm on it,308
<SILENCE>,where should it be,308
tokyo please,how many people would be in your party,308
for eight people please,which price range are looking for,308
i am looking for a expensive restaurant,ok let me look into some options for you,308
<SILENCE>,api_call japanese tokyo eight expensive,308
may i have a table in hanoi,i'm on it,309
<SILENCE>,any preference on a type of cuisine,309
with korean cuisine,how many people would be in your party,309
for six people please,which price range are looking for,309
in a moderate price range please,ok let me look into some options for you,309
<SILENCE>,api_call korean hanoi six moderate,309
may i have a table for eight people in a cheap price range with korean cuisine,i'm on it,310
<SILENCE>,where should it be,310
in seoul,ok let me look into some options for you,310
<SILENCE>,api_call korean seoul eight cheap,310
can you book a table with cantonese cuisine for four,i'm on it,311
<SILENCE>,where should it be,311
tokyo please,which price range are looking for,311
in a expensive price range please,ok let me look into some options for you,311
<SILENCE>,api_call cantonese tokyo four expensive,311
can you book a table in a cheap price range for six people with thai cuisine,i'm on it,312
<SILENCE>,where should it be,312
beijing please,ok let me look into some options for you,312
<SILENCE>,api_call thai beijing six cheap,312
may i have a table,i'm on it,313
<SILENCE>,any preference on a type of cuisine,313
i love thai food,where should it be,313
beijing please,how many people would be in your party,313
for two please,which price range are looking for,313
i am looking for a cheap restaurant,ok let me look into some options for you,313
<SILENCE>,api_call thai beijing two cheap,313
can you book a table in bangkok in a cheap price range with korean cuisine for four people,i'm on it,314
<SILENCE>,ok let me look into some options for you,314
<SILENCE>,api_call korean bangkok four cheap,314
may i have a table,i'm on it,315
<SILENCE>,any preference on a type of cuisine,315
with korean cuisine,where should it be,315
in hanoi,how many people would be in your party,315
for six people please,which price range are looking for,315
i am looking for a moderate restaurant,ok let me look into some options for you,315
<SILENCE>,api_call korean hanoi six moderate,315
may i have a table with cantonese food in a expensive price range for eight people,i'm on it,316
<SILENCE>,where should it be,316
seoul please,ok let me look into some options for you,316
<SILENCE>,api_call cantonese seoul eight expensive,316
can you make a restaurant reservation for four in a moderate price range with japanese cuisine in seoul,i'm on it,317
<SILENCE>,ok let me look into some options for you,317
<SILENCE>,api_call japanese seoul four moderate,317
may i have a table in hanoi,i'm on it,318
<SILENCE>,any preference on a type of cuisine,318
i love vietnamese food,how many people would be in your party,318
for four please,which price range are looking for,318
i am looking for a cheap restaurant,ok let me look into some options for you,318
<SILENCE>,api_call vietnamese hanoi four cheap,318
can you make a restaurant reservation,i'm on it,319
<SILENCE>,any preference on a type of cuisine,319
i love thai food,where should it be,319
in tokyo,how many people would be in your party,319
we will be two,which price range are looking for,319
i am looking for a expensive restaurant,ok let me look into some options for you,319
<SILENCE>,api_call thai tokyo two expensive,319
may i have a table in tokyo in a moderate price range,i'm on it,320
<SILENCE>,any preference on a type of cuisine,320
with thai food,how many people would be in your party,320
for four people please,ok let me look into some options for you,320
<SILENCE>,api_call thai tokyo four moderate,320
can you make a restaurant reservation in a moderate price range in bangkok,i'm on it,321
<SILENCE>,any preference on a type of cuisine,321
i love vietnamese food,how many people would be in your party,321
we will be two,ok let me look into some options for you,321
<SILENCE>,api_call vietnamese bangkok two moderate,321
i'd like to book a table in a expensive price range with japanese cuisine for four people in bangkok,i'm on it,322
<SILENCE>,ok let me look into some options for you,322
<SILENCE>,api_call japanese bangkok four expensive,322
may i have a table,i'm on it,323
<SILENCE>,any preference on a type of cuisine,323
with korean cuisine,where should it be,323
beijing please,how many people would be in your party,323
for six people please,which price range are looking for,323
in a cheap price range please,ok let me look into some options for you,323
<SILENCE>,api_call korean beijing six cheap,323
may i have a table with korean food for six people in a cheap price range,i'm on it,324
<SILENCE>,where should it be,324
tokyo please,ok let me look into some options for you,324
<SILENCE>,api_call korean tokyo six cheap,324
i'd like to book a table in bangkok for two people with japanese food,i'm on it,325
<SILENCE>,which price range are looking for,325
i am looking for a cheap restaurant,ok let me look into some options for you,325
<SILENCE>,api_call japanese bangkok two cheap,325
may i have a table,i'm on it,326
<SILENCE>,any preference on a type of cuisine,326
i love cantonese food,where should it be,326
bangkok please,how many people would be in your party,326
for six please,which price range are looking for,326
i am looking for a moderate restaurant,ok let me look into some options for you,326
<SILENCE>,api_call cantonese bangkok six moderate,326
can you make a restaurant reservation with korean food in a moderate price range,i'm on it,327
<SILENCE>,where should it be,327
beijing please,how many people would be in your party,327
for two please,ok let me look into some options for you,327
<SILENCE>,api_call korean beijing two moderate,327
may i have a table with japanese cuisine in a moderate price range in seoul for four,i'm on it,328
<SILENCE>,ok let me look into some options for you,328
<SILENCE>,api_call japanese seoul four moderate,328
may i have a table,i'm on it,329
<SILENCE>,any preference on a type of cuisine,329
with korean cuisine,where should it be,329
in beijing,how many people would be in your party,329
for eight people please,which price range are looking for,329
in a expensive price range please,ok let me look into some options for you,329
<SILENCE>,api_call korean beijing eight expensive,329
i'd like to book a table,i'm on it,330
<SILENCE>,any preference on a type of cuisine,330
with japanese food,where should it be,330
in seoul,how many people would be in your party,330
for six please,which price range are looking for,330
in a expensive price range please,ok let me look into some options for you,330
<SILENCE>,api_call japanese seoul six expensive,330
i'd like to book a table,i'm on it,331
<SILENCE>,any preference on a type of cuisine,331
with cantonese cuisine,where should it be,331
tokyo please,how many people would be in your party,331
for four people please,which price range are looking for,331
in a moderate price range please,ok let me look into some options for you,331
<SILENCE>,api_call cantonese tokyo four moderate,331
i'd like to book a table for four in bangkok with japanese food in a cheap price range,i'm on it,332
<SILENCE>,ok let me look into some options for you,332
<SILENCE>,api_call japanese bangkok four cheap,332
can you book a table in a cheap price range in hanoi with korean food,i'm on it,333
<SILENCE>,how many people would be in your party,333
we will be four,ok let me look into some options for you,333
<SILENCE>,api_call korean hanoi four cheap,333
may i have a table in a moderate price range with vietnamese food for four people,i'm on it,334
<SILENCE>,where should it be,334
in beijing,ok let me look into some options for you,334
<SILENCE>,api_call vietnamese beijing four moderate,334
i'd like to book a table with korean food in a moderate price range in beijing for eight,i'm on it,335
<SILENCE>,ok let me look into some options for you,335
<SILENCE>,api_call korean beijing eight moderate,335
i'd like to book a table,i'm on it,336
<SILENCE>,any preference on a type of cuisine,336
i love cantonese food,where should it be,336
beijing please,how many people would be in your party,336
we will be eight,which price range are looking for,336
i am looking for a cheap restaurant,ok let me look into some options for you,336
<SILENCE>,api_call cantonese beijing eight cheap,336
may i have a table with thai food,i'm on it,337
<SILENCE>,where should it be,337
beijing please,how many people would be in your party,337
for four people please,which price range are looking for,337
in a expensive price range please,ok let me look into some options for you,337
<SILENCE>,api_call thai beijing four expensive,337
may i have a table in beijing with japanese food for four people,i'm on it,338
<SILENCE>,which price range are looking for,338
i am looking for a cheap restaurant,ok let me look into some options for you,338
<SILENCE>,api_call japanese beijing four cheap,338
can you book a table for four,i'm on it,339
<SILENCE>,any preference on a type of cuisine,339
i love cantonese food,where should it be,339
in tokyo,which price range are looking for,339
i am looking for a expensive restaurant,ok let me look into some options for you,339
<SILENCE>,api_call cantonese tokyo four expensive,339
can you make a restaurant reservation for four people,i'm on it,340
<SILENCE>,any preference on a type of cuisine,340
with thai cuisine,where should it be,340
tokyo please,which price range are looking for,340
i am looking for a expensive restaurant,ok let me look into some options for you,340
<SILENCE>,api_call thai tokyo four expensive,340
i'd like to book a table in seoul with korean food for six people in a expensive price range,i'm on it,341
<SILENCE>,ok let me look into some options for you,341
<SILENCE>,api_call korean seoul six expensive,341
may i have a table for six in bangkok with korean cuisine,i'm on it,342
<SILENCE>,which price range are looking for,342
in a moderate price range please,ok let me look into some options for you,342
<SILENCE>,api_call korean bangkok six moderate,342
may i have a table for four in a cheap price range with vietnamese food,i'm on it,343
<SILENCE>,where should it be,343
in tokyo,ok let me look into some options for you,343
<SILENCE>,api_call vietnamese tokyo four cheap,343
may i have a table,i'm on it,344
<SILENCE>,any preference on a type of cuisine,344
with cantonese cuisine,where should it be,344
bangkok please,how many people would be in your party,344
for two people please,which price range are looking for,344
in a moderate price range please,ok let me look into some options for you,344
<SILENCE>,api_call cantonese bangkok two moderate,344
can you make a restaurant reservation in a cheap price range with thai cuisine,i'm on it,345
<SILENCE>,where should it be,345
in seoul,how many people would be in your party,345
for four people please,ok let me look into some options for you,345
<SILENCE>,api_call thai seoul four cheap,345
i'd like to book a table for six people in beijing,i'm on it,346
<SILENCE>,any preference on a type of cuisine,346
with thai cuisine,which price range are looking for,346
in a moderate price range please,ok let me look into some options for you,346
<SILENCE>,api_call thai beijing six moderate,346
i'd like to book a table,i'm on it,347
<SILENCE>,any preference on a type of cuisine,347
i love vietnamese food,where should it be,347
in hanoi,how many people would be in your party,347
for six people please,which price range are looking for,347
in a cheap price range please,ok let me look into some options for you,347
<SILENCE>,api_call vietnamese hanoi six cheap,347
may i have a table for two people with vietnamese cuisine in hanoi,i'm on it,348
<SILENCE>,which price range are looking for,348
i am looking for a expensive restaurant,ok let me look into some options for you,348
<SILENCE>,api_call vietnamese hanoi two expensive,348
can you book a table for six in a expensive price range,i'm on it,349
<SILENCE>,any preference on a type of cuisine,349
with korean cuisine,where should it be,349
hanoi please,ok let me look into some options for you,349
<SILENCE>,api_call korean hanoi six expensive,349
i'd like to book a table in bangkok in a expensive price range for two people with thai cuisine,i'm on it,350
<SILENCE>,ok let me look into some options for you,350
<SILENCE>,api_call thai bangkok two expensive,350
can you make a restaurant reservation in a moderate price range,i'm on it,351
<SILENCE>,any preference on a type of cuisine,351
i love thai food,where should it be,351
seoul please,how many people would be in your party,351
we will be two,ok let me look into some options for you,351
<SILENCE>,api_call thai seoul two moderate,351
can you make a restaurant reservation,i'm on it,352
<SILENCE>,any preference on a type of cuisine,352
with vietnamese food,where should it be,352
in seoul,how many people would be in your party,352
for two people please,which price range are looking for,352
in a cheap price range please,ok let me look into some options for you,352
<SILENCE>,api_call vietnamese seoul two cheap,352
may i have a table,i'm on it,353
<SILENCE>,any preference on a type of cuisine,353
with cantonese cuisine,where should it be,353
in beijing,how many people would be in your party,353
for two please,which price range are looking for,353
in a cheap price range please,ok let me look into some options for you,353
<SILENCE>,api_call cantonese beijing two cheap,353
can you book a table with korean food in seoul in a moderate price range,i'm on it,354
<SILENCE>,how many people would be in your party,354
we will be six,ok let me look into some options for you,354
<SILENCE>,api_call korean seoul six moderate,354
i'd like to book a table,i'm on it,355
<SILENCE>,any preference on a type of cuisine,355
with korean food,where should it be,355
seoul please,how many people would be in your party,355
for six please,which price range are looking for,355
in a moderate price range please,ok let me look into some options for you,355
<SILENCE>,api_call korean seoul six moderate,355
may i have a table for four people with vietnamese food,i'm on it,356
<SILENCE>,where should it be,356
in tokyo,which price range are looking for,356
i am looking for a cheap restaurant,ok let me look into some options for you,356
<SILENCE>,api_call vietnamese tokyo four cheap,356
may i have a table in a expensive price range for two people in beijing,i'm on it,357
<SILENCE>,any preference on a type of cuisine,357
with thai cuisine,ok let me look into some options for you,357
<SILENCE>,api_call thai beijing two expensive,357
may i have a table in a expensive price range in beijing with korean cuisine,i'm on it,358
<SILENCE>,how many people would be in your party,358
we will be four,ok let me look into some options for you,358
<SILENCE>,api_call korean beijing four expensive,358
can you make a restaurant reservation,i'm on it,359
<SILENCE>,any preference on a type of cuisine,359
with cantonese food,where should it be,359
seoul please,how many people would be in your party,359
we will be four,which price range are looking for,359
in a cheap price range please,ok let me look into some options for you,359
<SILENCE>,api_call cantonese seoul four cheap,359
i'd like to book a table,i'm on it,360
<SILENCE>,any preference on a type of cuisine,360
i love korean food,where should it be,360
beijing please,how many people would be in your party,360
we will be two,which price range are looking for,360
i am looking for a moderate restaurant,ok let me look into some options for you,360
<SILENCE>,api_call korean beijing two moderate,360
i'd like to book a table in a moderate price range,i'm on it,361
<SILENCE>,any preference on a type of cuisine,361
with korean food,where should it be,361
in seoul,how many people would be in your party,361
we will be six,ok let me look into some options for you,361
<SILENCE>,api_call korean seoul six moderate,361
can you book a table in a expensive price range in beijing for eight people,i'm on it,362
<SILENCE>,any preference on a type of cuisine,362
i love japanese food,ok let me look into some options for you,362
<SILENCE>,api_call japanese beijing eight expensive,362
may i have a table with korean cuisine in a cheap price range for eight people in seoul,i'm on it,363
<SILENCE>,ok let me look into some options for you,363
<SILENCE>,api_call korean seoul eight cheap,363
can you make a restaurant reservation for six,i'm on it,364
<SILENCE>,any preference on a type of cuisine,364
with cantonese food,where should it be,364
in bangkok,which price range are looking for,364
i am looking for a expensive restaurant,ok let me look into some options for you,364
<SILENCE>,api_call cantonese bangkok six expensive,364
can you make a restaurant reservation,i'm on it,365
<SILENCE>,any preference on a type of cuisine,365
i love vietnamese food,where should it be,365
in beijing,how many people would be in your party,365
for eight people please,which price range are looking for,365
i am looking for a moderate restaurant,ok let me look into some options for you,365
<SILENCE>,api_call vietnamese beijing eight moderate,365
may i have a table with thai food in beijing in a moderate price range,i'm on it,366
<SILENCE>,how many people would be in your party,366
for four people please,ok let me look into some options for you,366
<SILENCE>,api_call thai beijing four moderate,366
can you make a restaurant reservation in a cheap price range for six,i'm on it,367
<SILENCE>,any preference on a type of cuisine,367
i love thai food,where should it be,367
hanoi please,ok let me look into some options for you,367
<SILENCE>,api_call thai hanoi six cheap,367
can you book a table,i'm on it,368
<SILENCE>,any preference on a type of cuisine,368
with vietnamese cuisine,where should it be,368
beijing please,how many people would be in your party,368
for two people please,which price range are looking for,368
in a moderate price range please,ok let me look into some options for you,368
<SILENCE>,api_call vietnamese beijing two moderate,368
can you make a restaurant reservation with japanese food,i'm on it,369
<SILENCE>,where should it be,369
tokyo please,how many people would be in your party,369
for two please,which price range are looking for,369
in a moderate price range please,ok let me look into some options for you,369
<SILENCE>,api_call japanese tokyo two moderate,369
can you book a table in bangkok for six people with vietnamese food in a cheap price range,i'm on it,370
<SILENCE>,ok let me look into some options for you,370
<SILENCE>,api_call vietnamese bangkok six cheap,370
can you book a table for two people,i'm on it,371
<SILENCE>,any preference on a type of cuisine,371
i love vietnamese food,where should it be,371
hanoi please,which price range are looking for,371
in a cheap price range please,ok let me look into some options for you,371
<SILENCE>,api_call vietnamese hanoi two cheap,371
can you make a restaurant reservation in a moderate price range in hanoi with thai cuisine,i'm on it,372
<SILENCE>,how many people would be in your party,372
for six people please,ok let me look into some options for you,372
<SILENCE>,api_call thai hanoi six moderate,372
i'd like to book a table for four people in a moderate price range in bangkok with korean food,i'm on it,373
<SILENCE>,ok let me look into some options for you,373
<SILENCE>,api_call korean bangkok four moderate,373
can you make a restaurant reservation in a expensive price range for six people,i'm on it,374
<SILENCE>,any preference on a type of cuisine,374
with korean food,where should it be,374
tokyo please,ok let me look into some options for you,374
<SILENCE>,api_call korean tokyo six expensive,374
can you make a restaurant reservation with cantonese food,i'm on it,375
<SILENCE>,where should it be,375
in seoul,how many people would be in your party,375
we will be eight,which price range are looking for,375
i am looking for a expensive restaurant,ok let me look into some options for you,375
<SILENCE>,api_call cantonese seoul eight expensive,375
i'd like to book a table for six people with vietnamese food in hanoi,i'm on it,376
<SILENCE>,which price range are looking for,376
in a expensive price range please,ok let me look into some options for you,376
<SILENCE>,api_call vietnamese hanoi six expensive,376
i'd like to book a table in hanoi,i'm on it,377
<SILENCE>,any preference on a type of cuisine,377
with cantonese food,how many people would be in your party,377
for four please,which price range are looking for,377
i am looking for a cheap restaurant,ok let me look into some options for you,377
<SILENCE>,api_call cantonese hanoi four cheap,377
may i have a table for eight,i'm on it,378
<SILENCE>,any preference on a type of cuisine,378
i love cantonese food,where should it be,378
beijing please,which price range are looking for,378
in a expensive price range please,ok let me look into some options for you,378
<SILENCE>,api_call cantonese beijing eight expensive,378
i'd like to book a table for six with korean cuisine in a moderate price range,i'm on it,379
<SILENCE>,where should it be,379
in beijing,ok let me look into some options for you,379
<SILENCE>,api_call korean beijing six moderate,379
can you make a restaurant reservation with thai cuisine in a cheap price range,i'm on it,380
<SILENCE>,where should it be,380
in bangkok,how many people would be in your party,380
for two please,ok let me look into some options for you,380
<SILENCE>,api_call thai bangkok two cheap,380
can you make a restaurant reservation in beijing with korean cuisine,i'm on it,381
<SILENCE>,how many people would be in your party,381
for four please,which price range are looking for,381
in a expensive price range please,ok let me look into some options for you,381
<SILENCE>,api_call korean beijing four expensive,381
i'd like to book a table for four with japanese food in bangkok,i'm on it,382
<SILENCE>,which price range are looking for,382
in a expensive price range please,ok let me look into some options for you,382
<SILENCE>,api_call japanese bangkok four expensive,382
i'd like to book a table in a cheap price range,i'm on it,383
<SILENCE>,any preference on a type of cuisine,383
