Call,Response,Count
can you make a restaurant reservation in a expensive price range with french food in rome for six people,i'm on it,160
<SILENCE>,ok let me look into some options for you,160
<SILENCE>,api_call french rome six expensive,160
can you book a table in a expensive price range for four,i'm on it,161
<SILENCE>,any preference on a type of cuisine,161
i love spanish food,where should it be,161
madrid please,ok let me look into some options for you,161
<SILENCE>,api_call spanish madrid four expensive,161
i'd like to book a table in bombay,i'm on it,162
<SILENCE>,any preference on a type of cuisine,162
with british food,how many people would be in your party,162
for eight please,which price range are looking for,162
in a cheap price range please,ok let me look into some options for you,162
<SILENCE>,api_call british bombay eight cheap,162
may i have a table in a expensive price range in madrid,i'm on it,163
<SILENCE>,any preference on a type of cuisine,163
with british cuisine,how many people would be in your party,163
for four please,ok let me look into some options for you,163
<SILENCE>,api_call british madrid four expensive,163
may i have a table,i'm on it,164
<SILENCE>,any preference on a type of cuisine,164
with french cuisine,where should it be,164
bombay please,how many people would be in your party,164
for two please,which price range are looking for,164
i am looking for a moderate restaurant,ok let me look into some options for you,164
<SILENCE>,api_call french bombay two moderate,164
may i have a table for eight people in a moderate price range with spanish cuisine,i'm on it,165
<SILENCE>,where should it be,165
madrid please,ok let me look into some options for you,165
<SILENCE>,api_call spanish madrid eight moderate,165
can you make a restaurant reservation,i'm on it,166
<SILENCE>,any preference on a type of cuisine,166
i love italian food,where should it be,166
in bombay,how many people would be in your party,166
for two please,which price range are looking for,166
in a expensive price range please,ok let me look into some options for you,166
<SILENCE>,api_call italian bombay two expensive,166
can you book a table for two with british food in a moderate price range,i'm on it,167
<SILENCE>,where should it be,167
in bombay,ok let me look into some options for you,167
<SILENCE>,api_call british bombay two moderate,167
i'd like to book a table,i'm on it,168
<SILENCE>,any preference on a type of cuisine,168
with spanish cuisine,where should it be,168
london please,how many people would be in your party,168
we will be eight,which price range are looking for,168
in a cheap price range please,ok let me look into some options for you,168
<SILENCE>,api_call spanish london eight cheap,168
can you book a table with italian cuisine for two people,i'm on it,169
<SILENCE>,where should it be,169
bombay please,which price range are looking for,169
i am looking for a moderate restaurant,ok let me look into some options for you,169
<SILENCE>,api_call italian bombay two moderate,169
may i have a table,i'm on it,170
<SILENCE>,any preference on a type of cuisine,170
with british cuisine,where should it be,170
london please,how many people would be in your party,170
we will be six,which price range are looking for,170
in a expensive price range please,ok let me look into some options for you,170
<SILENCE>,api_call british london six expensive,170
i'd like to book a table in madrid,i'm on it,171
<SILENCE>,any preference on a type of cuisine,171
with italian food,how many people would be in your party,171
for eight please,which price range are looking for,171
i am looking for a moderate restaurant,ok let me look into some options for you,171
<SILENCE>,api_call italian madrid eight moderate,171
i'd like to book a table in paris,i'm on it,172
<SILENCE>,any preference on a type of cuisine,172
with italian food,how many people would be in your party,172
for two people please,which price range are looking for,172
i am looking for a expensive restaurant,ok let me look into some options for you,172
<SILENCE>,api_call italian paris two expensive,172
can you book a table in london for eight people,i'm on it,173
<SILENCE>,any preference on a type of cuisine,173
with french food,which price range are looking for,173
in a cheap price range please,ok let me look into some options for you,173
<SILENCE>,api_call french london eight cheap,173
i'd like to book a table in madrid,i'm on it,174
<SILENCE>,any preference on a type of cuisine,174
i love italian food,how many people would be in your party,174
for four please,which price range are looking for,174
i am looking for a moderate restaurant,ok let me look into some options for you,174
<SILENCE>,api_call italian madrid four moderate,174
can you make a restaurant reservation for two people in a expensive price range with french cuisine in bombay,i'm on it,175
<SILENCE>,ok let me look into some options for you,175
<SILENCE>,api_call french bombay two expensive,175
may i have a table in a cheap price range for six people,i'm on it,176
<SILENCE>,any preference on a type of cuisine,176
with british cuisine,where should it be,176
in london,ok let me look into some options for you,176
<SILENCE>,api_call british london six cheap,176
can you book a table,i'm on it,177
<SILENCE>,any preference on a type of cuisine,177
with british food,where should it be,177
bombay please,how many people would be in your party,177
we will be two,which price range are looking for,177
in a expensive price range please,ok let me look into some options for you,177
<SILENCE>,api_call british bombay two expensive,177
can you book a table,i'm on it,178
<SILENCE>,any preference on a type of cuisine,178
with spanish food,where should it be,178
in paris,how many people would be in your party,178
for eight people please,which price range are looking for,178
i am looking for a expensive restaurant,ok let me look into some options for you,178
<SILENCE>,api_call spanish paris eight expensive,178
can you make a restaurant reservation with spanish cuisine,i'm on it,179
<SILENCE>,where should it be,179
in london,how many people would be in your party,179
for eight people please,which price range are looking for,179
i am looking for a expensive restaurant,ok let me look into some options for you,179
<SILENCE>,api_call spanish london eight expensive,179
i'd like to book a table in a cheap price range,i'm on it,180
<SILENCE>,any preference on a type of cuisine,180
with french food,where should it be,180
madrid please,how many people would be in your party,180
for six people please,ok let me look into some options for you,180
<SILENCE>,api_call french madrid six cheap,180
i'd like to book a table with spanish cuisine in london in a cheap price range,i'm on it,181
<SILENCE>,how many people would be in your party,181
we will be eight,ok let me look into some options for you,181
<SILENCE>,api_call spanish london eight cheap,181
may i have a table in a moderate price range in paris for eight people,i'm on it,182
<SILENCE>,any preference on a type of cuisine,182
with spanish cuisine,ok let me look into some options for you,182
<SILENCE>,api_call spanish paris eight moderate,182
may i have a table for eight people in bombay,i'm on it,183
<SILENCE>,any preference on a type of cuisine,183
i love french food,which price range are looking for,183
in a expensive price range please,ok let me look into some options for you,183
<SILENCE>,api_call french bombay eight expensive,183
i'd like to book a table with french food in a expensive price range,i'm on it,184
<SILENCE>,where should it be,184
in paris,how many people would be in your party,184
for four please,ok let me look into some options for you,184
<SILENCE>,api_call french paris four expensive,184
may i have a table for two people,i'm on it,185
<SILENCE>,any preference on a type of cuisine,185
i love indian food,where should it be,185
in bombay,which price range are looking for,185
i am looking for a moderate restaurant,ok let me look into some options for you,185
<SILENCE>,api_call indian bombay two moderate,185
can you make a restaurant reservation for four with french food in bombay,i'm on it,186
<SILENCE>,which price range are looking for,186
i am looking for a moderate restaurant,ok let me look into some options for you,186
<SILENCE>,api_call french bombay four moderate,186
i'd like to book a table,i'm on it,187
<SILENCE>,any preference on a type of cuisine,187
with spanish food,where should it be,187
in bombay,how many people would be in your party,187
for four please,which price range are looking for,187
in a cheap price range please,ok let me look into some options for you,187
<SILENCE>,api_call spanish bombay four cheap,187
i'd like to book a table,i'm on it,188
<SILENCE>,any preference on a type of cuisine,188
with british cuisine,where should it be,188
bombay please,how many people would be in your party,188
for four people please,which price range are looking for,188
i am looking for a cheap restaurant,ok let me look into some options for you,188
<SILENCE>,api_call british bombay four cheap,188
may i have a table,i'm on it,189
<SILENCE>,any preference on a type of cuisine,189
i love french food,where should it be,189
in paris,how many people would be in your party,189
for four please,which price range are looking for,189
i am looking for a expensive restaurant,ok let me look into some options for you,189
<SILENCE>,api_call french paris four expensive,189
can you make a restaurant reservation in rome for eight people with spanish cuisine,i'm on it,190
<SILENCE>,which price range are looking for,190
in a moderate price range please,ok let me look into some options for you,190
<SILENCE>,api_call spanish rome eight moderate,190
may i have a table,i'm on it,191
<SILENCE>,any preference on a type of cuisine,191
with spanish cuisine,where should it be,191
rome please,how many people would be in your party,191
for six people please,which price range are looking for,191
i am looking for a moderate restaurant,ok let me look into some options for you,191
<SILENCE>,api_call spanish rome six moderate,191
can you make a restaurant reservation for eight people,i'm on it,192
<SILENCE>,any preference on a type of cuisine,192
with french food,where should it be,192
in madrid,which price range are looking for,192
in a cheap price range please,ok let me look into some options for you,192
<SILENCE>,api_call french madrid eight cheap,192
can you make a restaurant reservation,i'm on it,193
<SILENCE>,any preference on a type of cuisine,193
with italian cuisine,where should it be,193
paris please,how many people would be in your party,193
for eight people please,which price range are looking for,193
in a cheap price range please,ok let me look into some options for you,193
<SILENCE>,api_call italian paris eight cheap,193
may i have a table for six in london with italian food in a expensive price range,i'm on it,194
<SILENCE>,ok let me look into some options for you,194
<SILENCE>,api_call italian london six expensive,194
i'd like to book a table,i'm on it,195
<SILENCE>,any preference on a type of cuisine,195
with indian cuisine,where should it be,195
in rome,how many people would be in your party,195
we will be two,which price range are looking for,195
in a cheap price range please,ok let me look into some options for you,195
<SILENCE>,api_call indian rome two cheap,195
may i have a table in london with spanish food,i'm on it,196
<SILENCE>,how many people would be in your party,196
for eight people please,which price range are looking for,196
in a expensive price range please,ok let me look into some options for you,196
<SILENCE>,api_call spanish london eight expensive,196
i'd like to book a table,i'm on it,197
<SILENCE>,any preference on a type of cuisine,197
i love indian food,where should it be,197
rome please,how many people would be in your party,197
for four people please,which price range are looking for,197
i am looking for a expensive restaurant,ok let me look into some options for you,197
<SILENCE>,api_call indian rome four expensive,197
can you make a restaurant reservation,i'm on it,198
<SILENCE>,any preference on a type of cuisine,198
with british food,where should it be,198
bombay please,how many people would be in your party,198
for eight people please,which price range are looking for,198
i am looking for a expensive restaurant,ok let me look into some options for you,198
<SILENCE>,api_call british bombay eight expensive,198
can you book a table with french food for four people,i'm on it,199
<SILENCE>,where should it be,199
london please,which price range are looking for,199
in a expensive price range please,ok let me look into some options for you,199
<SILENCE>,api_call french london four expensive,199
may i have a table in a expensive price range for six people in rome,i'm on it,200
<SILENCE>,any preference on a type of cuisine,200
with italian food,ok let me look into some options for you,200
<SILENCE>,api_call italian rome six expensive,200
may i have a table with spanish cuisine,i'm on it,201
<SILENCE>,where should it be,201
bombay please,how many people would be in your party,201
we will be two,which price range are looking for,201
in a cheap price range please,ok let me look into some options for you,201
<SILENCE>,api_call spanish bombay two cheap,201
can you make a restaurant reservation in a cheap price range,i'm on it,202
<SILENCE>,any preference on a type of cuisine,202
with spanish food,where should it be,202
madrid please,how many people would be in your party,202
we will be two,ok let me look into some options for you,202
<SILENCE>,api_call spanish madrid two cheap,202
may i have a table,i'm on it,203
<SILENCE>,any preference on a type of cuisine,203
with indian food,where should it be,203
madrid please,how many people would be in your party,203
we will be six,which price range are looking for,203
i am looking for a moderate restaurant,ok let me look into some options for you,203
<SILENCE>,api_call indian madrid six moderate,203
may i have a table in rome with french food,i'm on it,204
<SILENCE>,how many people would be in your party,204
for two please,which price range are looking for,204
in a cheap price range please,ok let me look into some options for you,204
<SILENCE>,api_call french rome two cheap,204
i'd like to book a table,i'm on it,205
<SILENCE>,any preference on a type of cuisine,205
with indian food,where should it be,205
london please,how many people would be in your party,205
for six people please,which price range are looking for,205
in a moderate price range please,ok let me look into some options for you,205
<SILENCE>,api_call indian london six moderate,205
may i have a table in a expensive price range with british cuisine,i'm on it,206
<SILENCE>,where should it be,206
in london,how many people would be in your party,206
for eight people please,ok let me look into some options for you,206
<SILENCE>,api_call british london eight expensive,206
may i have a table in rome in a cheap price range for two people with spanish cuisine,i'm on it,207
<SILENCE>,ok let me look into some options for you,207
<SILENCE>,api_call spanish rome two cheap,207
i'd like to book a table with british cuisine for two people in a expensive price range in bombay,i'm on it,208
<SILENCE>,ok let me look into some options for you,208
<SILENCE>,api_call british bombay two expensive,208
may i have a table,i'm on it,209
<SILENCE>,any preference on a type of cuisine,209
with spanish cuisine,where should it be,209
rome please,how many people would be in your party,209
for eight people please,which price range are looking for,209
in a cheap price range please,ok let me look into some options for you,209
<SILENCE>,api_call spanish rome eight cheap,209
can you make a restaurant reservation in a moderate price range with british cuisine,i'm on it,210
<SILENCE>,where should it be,210
in paris,how many people would be in your party,210
we will be two,ok let me look into some options for you,210
<SILENCE>,api_call british paris two moderate,210
may i have a table in london,i'm on it,211
<SILENCE>,any preference on a type of cuisine,211
with british food,how many people would be in your party,211
for eight people please,which price range are looking for,211
i am looking for a cheap restaurant,ok let me look into some options for you,211
<SILENCE>,api_call british london eight cheap,211
can you book a table,i'm on it,212
<SILENCE>,any preference on a type of cuisine,212
with spanish food,where should it be,212
in rome,how many people would be in your party,212
for two please,which price range are looking for,212
in a cheap price range please,ok let me look into some options for you,212
<SILENCE>,api_call spanish rome two cheap,212
can you book a table,i'm on it,213
<SILENCE>,any preference on a type of cuisine,213
with spanish food,where should it be,213
madrid please,how many people would be in your party,213
for eight people please,which price range are looking for,213
i am looking for a expensive restaurant,ok let me look into some options for you,213
<SILENCE>,api_call spanish madrid eight expensive,213
i'd like to book a table in rome,i'm on it,214
<SILENCE>,any preference on a type of cuisine,214
i love italian food,how many people would be in your party,214
for six please,which price range are looking for,214
i am looking for a moderate restaurant,ok let me look into some options for you,214
<SILENCE>,api_call italian rome six moderate,214
i'd like to book a table with british cuisine for two,i'm on it,215
<SILENCE>,where should it be,215
in madrid,which price range are looking for,215
in a expensive price range please,ok let me look into some options for you,215
<SILENCE>,api_call british madrid two expensive,215
may i have a table with french cuisine for six people in madrid in a moderate price range,i'm on it,216
<SILENCE>,ok let me look into some options for you,216
<SILENCE>,api_call french madrid six moderate,216
can you make a restaurant reservation in a cheap price range in madrid for eight,i'm on it,217
<SILENCE>,any preference on a type of cuisine,217
with indian food,ok let me look into some options for you,217
<SILENCE>,api_call indian madrid eight cheap,217
may i have a table in london with british food in a cheap price range,i'm on it,218
<SILENCE>,how many people would be in your party,218
we will be eight,ok let me look into some options for you,218
<SILENCE>,api_call british london eight cheap,218
i'd like to book a table in rome,i'm on it,219
<SILENCE>,any preference on a type of cuisine,219
i love spanish food,how many people would be in your party,219
for six people please,which price range are looking for,219
in a expensive price range please,ok let me look into some options for you,219
<SILENCE>,api_call spanish rome six expensive,219
may i have a table in a expensive price range with italian cuisine in madrid,i'm on it,220
<SILENCE>,how many people would be in your party,220
we will be eight,ok let me look into some options for you,220
<SILENCE>,api_call italian madrid eight expensive,220
can you make a restaurant reservation in a cheap price range with italian cuisine for two,i'm on it,221
<SILENCE>,where should it be,221
in rome,ok let me look into some options for you,221
<SILENCE>,api_call italian rome two cheap,221
can you book a table in a cheap price range,i'm on it,222
<SILENCE>,any preference on a type of cuisine,222
with french cuisine,where should it be,222
in rome,how many people would be in your party,222
for six please,ok let me look into some options for you,222
<SILENCE>,api_call french rome six cheap,222
may i have a table with italian cuisine in rome in a expensive price range,i'm on it,223
<SILENCE>,how many people would be in your party,223
for six please,ok let me look into some options for you,223
<SILENCE>,api_call italian rome six expensive,223
can you book a table,i'm on it,224
<SILENCE>,any preference on a type of cuisine,224
with italian cuisine,where should it be,224
bombay please,how many people would be in your party,224
for two please,which price range are looking for,224
i am looking for a moderate restaurant,ok let me look into some options for you,224
<SILENCE>,api_call italian bombay two moderate,224
i'd like to book a table in a moderate price range with spanish cuisine in paris,i'm on it,225
<SILENCE>,how many people would be in your party,225
for four people please,ok let me look into some options for you,225
<SILENCE>,api_call spanish paris four moderate,225
can you make a restaurant reservation with british food in bombay for eight people in a moderate price range,i'm on it,226
<SILENCE>,ok let me look into some options for you,226
<SILENCE>,api_call british bombay eight moderate,226
can you make a restaurant reservation in madrid in a moderate price range for six,i'm on it,227
<SILENCE>,any preference on a type of cuisine,227
with british cuisine,ok let me look into some options for you,227
<SILENCE>,api_call british madrid six moderate,227
can you make a restaurant reservation with spanish food in a expensive price range in madrid,i'm on it,228
<SILENCE>,how many people would be in your party,228
we will be eight,ok let me look into some options for you,228
<SILENCE>,api_call spanish madrid eight expensive,228
i'd like to book a table,i'm on it,229
<SILENCE>,any preference on a type of cuisine,229
with spanish cuisine,where should it be,229
in paris,how many people would be in your party,229
for six please,which price range are looking for,229
in a moderate price range please,ok let me look into some options for you,229
<SILENCE>,api_call spanish paris six moderate,229
can you book a table with indian cuisine in a expensive price range,i'm on it,230
<SILENCE>,where should it be,230
in rome,how many people would be in your party,230
for four people please,ok let me look into some options for you,230
<SILENCE>,api_call indian rome four expensive,230
may i have a table,i'm on it,231
<SILENCE>,any preference on a type of cuisine,231
i love british food,where should it be,231
rome please,how many people would be in your party,231
for four please,which price range are looking for,231
in a cheap price range please,ok let me look into some options for you,231
<SILENCE>,api_call british rome four cheap,231
i'd like to book a table,i'm on it,232
<SILENCE>,any preference on a type of cuisine,232
with italian cuisine,where should it be,232
in bombay,how many people would be in your party,232
we will be eight,which price range are looking for,232
i am looking for a expensive restaurant,ok let me look into some options for you,232
<SILENCE>,api_call italian bombay eight expensive,232
can you make a restaurant reservation,i'm on it,233
<SILENCE>,any preference on a type of cuisine,233
i love spanish food,where should it be,233
rome please,how many people would be in your party,233
we will be six,which price range are looking for,233
in a moderate price range please,ok let me look into some options for you,233
<SILENCE>,api_call spanish rome six moderate,233
may i have a table for six people with indian cuisine in a expensive price range,i'm on it,234
<SILENCE>,where should it be,234
in bombay,ok let me look into some options for you,234
<SILENCE>,api_call indian bombay six expensive,234
i'd like to book a table,i'm on it,235
<SILENCE>,any preference on a type of cuisine,235
with british cuisine,where should it be,235
london please,how many people would be in your party,235
we will be four,which price range are looking for,235
in a expensive price range please,ok let me look into some options for you,235
<SILENCE>,api_call british london four expensive,235
can you make a restaurant reservation in a expensive price range for six with french cuisine,i'm on it,236
<SILENCE>,where should it be,236
in paris,ok let me look into some options for you,236
<SILENCE>,api_call french paris six expensive,236
can you book a table with british cuisine for six people in a moderate price range in london,i'm on it,237
<SILENCE>,ok let me look into some options for you,237
<SILENCE>,api_call british london six moderate,237
can you make a restaurant reservation with british food in london for six,i'm on it,238
<SILENCE>,which price range are looking for,238
in a cheap price range please,ok let me look into some options for you,238
<SILENCE>,api_call british london six cheap,238
may i have a table for two in a expensive price range in bombay with british cuisine,i'm on it,239
<SILENCE>,ok let me look into some options for you,239
<SILENCE>,api_call british bombay two expensive,239
can you book a table in bombay,i'm on it,240
<SILENCE>,any preference on a type of cuisine,240
with spanish food,how many people would be in your party,240
for four people please,which price range are looking for,240
in a cheap price range please,ok let me look into some options for you,240
<SILENCE>,api_call spanish bombay four cheap,240
may i have a table in a moderate price range in rome,i'm on it,241
<SILENCE>,any preference on a type of cuisine,241
with spanish cuisine,how many people would be in your party,241
for six please,ok let me look into some options for you,241
<SILENCE>,api_call spanish rome six moderate,241
can you make a restaurant reservation in a expensive price range,i'm on it,242
<SILENCE>,any preference on a type of cuisine,242
with british cuisine,where should it be,242
madrid please,how many people would be in your party,242
for four people please,ok let me look into some options for you,242
<SILENCE>,api_call british madrid four expensive,242
can you book a table,i'm on it,243
<SILENCE>,any preference on a type of cuisine,243
with indian food,where should it be,243
in rome,how many people would be in your party,243
for four people please,which price range are looking for,243
in a moderate price range please,ok let me look into some options for you,243
<SILENCE>,api_call indian rome four moderate,243
may i have a table for two people in a moderate price range with italian food,i'm on it,244
<SILENCE>,where should it be,244
madrid please,ok let me look into some options for you,244
<SILENCE>,api_call italian madrid two moderate,244
can you book a table for two people with italian food in a moderate price range,i'm on it,245
<SILENCE>,where should it be,245
madrid please,ok let me look into some options for you,245
<SILENCE>,api_call italian madrid two moderate,245
can you book a table,i'm on it,246
<SILENCE>,any preference on a type of cuisine,246
i love french food,where should it be,246
bombay please,how many people would be in your party,246
for two please,which price range are looking for,246
in a expensive price range please,ok let me look into some options for you,246
<SILENCE>,api_call french bombay two expensive,246
may i have a table in a expensive price range in bombay with spanish cuisine for four,i'm on it,247
<SILENCE>,ok let me look into some options for you,247
<SILENCE>,api_call spanish bombay four expensive,247
i'd like to book a table in paris with spanish food,i'm on it,248
<SILENCE>,how many people would be in your party,248
we will be six,which price range are looking for,248
in a moderate price range please,ok let me look into some options for you,248
<SILENCE>,api_call spanish paris six moderate,248
i'd like to book a table for two,i'm on it,249
<SILENCE>,any preference on a type of cuisine,249
with spanish food,where should it be,249
in madrid,which price range are looking for,249
i am looking for a cheap restaurant,ok let me look into some options for you,249
<SILENCE>,api_call spanish madrid two cheap,249
can you make a restaurant reservation for two,i'm on it,250
<SILENCE>,any preference on a type of cuisine,250
i love spanish food,where should it be,250
rome please,which price range are looking for,250
i am looking for a cheap restaurant,ok let me look into some options for you,250
<SILENCE>,api_call spanish rome two cheap,250
may i have a table,i'm on it,251
<SILENCE>,any preference on a type of cuisine,251
i love french food,where should it be,251
rome please,how many people would be in your party,251
for eight people please,which price range are looking for,251
in a cheap price range please,ok let me look into some options for you,251
<SILENCE>,api_call french rome eight cheap,251
can you book a table in london with italian cuisine in a expensive price range for six people,i'm on it,252
<SILENCE>,ok let me look into some options for you,252
<SILENCE>,api_call italian london six expensive,252
i'd like to book a table in a expensive price range,i'm on it,253
<SILENCE>,any preference on a type of cuisine,253
with spanish cuisine,where should it be,253
in madrid,how many people would be in your party,253
for eight people please,ok let me look into some options for you,253
<SILENCE>,api_call spanish madrid eight expensive,253
can you make a restaurant reservation,i'm on it,254
<SILENCE>,any preference on a type of cuisine,254
with british cuisine,where should it be,254
in rome,how many people would be in your party,254
we will be two,which price range are looking for,254
i am looking for a cheap restaurant,ok let me look into some options for you,254
<SILENCE>,api_call british rome two cheap,254
i'd like to book a table with italian food for eight in a expensive price range,i'm on it,255
<SILENCE>,where should it be,255
bombay please,ok let me look into some options for you,255
<SILENCE>,api_call italian bombay eight expensive,255
can you make a restaurant reservation in a moderate price range in rome for four,i'm on it,256
<SILENCE>,any preference on a type of cuisine,256
with italian cuisine,ok let me look into some options for you,256
<SILENCE>,api_call italian rome four moderate,256
can you book a table,i'm on it,257
<SILENCE>,any preference on a type of cuisine,257
with spanish cuisine,where should it be,257
in madrid,how many people would be in your party,257
for eight please,which price range are looking for,257
in a moderate price range please,ok let me look into some options for you,257
<SILENCE>,api_call spanish madrid eight moderate,257
may i have a table in a expensive price range with indian cuisine for eight people in bombay,i'm on it,258
<SILENCE>,ok let me look into some options for you,258
<SILENCE>,api_call indian bombay eight expensive,258
i'd like to book a table with french food in a expensive price range in bombay for two people,i'm on it,259
<SILENCE>,ok let me look into some options for you,259
<SILENCE>,api_call french bombay two expensive,259
can you make a restaurant reservation in rome in a cheap price range for two people,i'm on it,260
<SILENCE>,any preference on a type of cuisine,260
with spanish food,ok let me look into some options for you,260
<SILENCE>,api_call spanish rome two cheap,260
can you make a restaurant reservation with spanish cuisine for two people,i'm on it,261
<SILENCE>,where should it be,261
in rome,which price range are looking for,261
in a moderate price range please,ok let me look into some options for you,261
<SILENCE>,api_call spanish rome two moderate,261
i'd like to book a table,i'm on it,262
<SILENCE>,any preference on a type of cuisine,262
with french cuisine,where should it be,262
in rome,how many people would be in your party,262
we will be six,which price range are looking for,262
i am looking for a cheap restaurant,ok let me look into some options for you,262
<SILENCE>,api_call french rome six cheap,262
can you make a restaurant reservation,i'm on it,263
<SILENCE>,any preference on a type of cuisine,263
with spanish cuisine,where should it be,263
bombay please,how many people would be in your party,263
we will be two,which price range are looking for,263
i am looking for a moderate restaurant,ok let me look into some options for you,263
<SILENCE>,api_call spanish bombay two moderate,263
may i have a table with french food in bombay for eight people in a expensive price range,i'm on it,264
<SILENCE>,ok let me look into some options for you,264
<SILENCE>,api_call french bombay eight expensive,264
may i have a table for four in a cheap price range with french cuisine in bombay,i'm on it,265
<SILENCE>,ok let me look into some options for you,265
<SILENCE>,api_call french bombay four cheap,265
can you make a restaurant reservation with french cuisine,i'm on it,266
<SILENCE>,where should it be,266
in madrid,how many people would be in your party,266
for four people please,which price range are looking for,266
i am looking for a expensive restaurant,ok let me look into some options for you,266
<SILENCE>,api_call french madrid four expensive,266
i'd like to book a table,i'm on it,267
<SILENCE>,any preference on a type of cuisine,267
with spanish cuisine,where should it be,267
london please,how many people would be in your party,267
we will be eight,which price range are looking for,267
in a expensive price range please,ok let me look into some options for you,267
<SILENCE>,api_call spanish london eight expensive,267
may i have a table,i'm on it,268
<SILENCE>,any preference on a type of cuisine,268
i love french food,where should it be,268
madrid please,how many people would be in your party,268
for two please,which price range are looking for,268
i am looking for a moderate restaurant,ok let me look into some options for you,268
<SILENCE>,api_call french madrid two moderate,268
i'd like to book a table for two in a expensive price range with french food in london,i'm on it,269
<SILENCE>,ok let me look into some options for you,269
<SILENCE>,api_call french london two expensive,269
can you make a restaurant reservation in a expensive price range with british cuisine for four people,i'm on it,270
<SILENCE>,where should it be,270
in london,ok let me look into some options for you,270
<SILENCE>,api_call british london four expensive,270
can you make a restaurant reservation with italian food in paris,i'm on it,271
<SILENCE>,how many people would be in your party,271
for two people please,which price range are looking for,271
i am looking for a cheap restaurant,ok let me look into some options for you,271
<SILENCE>,api_call italian paris two cheap,271
may i have a table in madrid for six,i'm on it,272
<SILENCE>,any preference on a type of cuisine,272
with british cuisine,which price range are looking for,272
i am looking for a moderate restaurant,ok let me look into some options for you,272
<SILENCE>,api_call british madrid six moderate,272
can you make a restaurant reservation for eight,i'm on it,273
<SILENCE>,any preference on a type of cuisine,273
with british food,where should it be,273
in london,which price range are looking for,273
in a expensive price range please,ok let me look into some options for you,273
<SILENCE>,api_call british london eight expensive,273
can you make a restaurant reservation with french food for eight,i'm on it,274
<SILENCE>,where should it be,274
in paris,which price range are looking for,274
in a expensive price range please,ok let me look into some options for you,274
<SILENCE>,api_call french paris eight expensive,274
can you book a table for eight in bombay with british cuisine in a moderate price range,i'm on it,275
<SILENCE>,ok let me look into some options for you,275
<SILENCE>,api_call british bombay eight moderate,275
can you book a table for two people in a expensive price range in bombay,i'm on it,276
<SILENCE>,any preference on a type of cuisine,276
with spanish cuisine,ok let me look into some options for you,276
<SILENCE>,api_call spanish bombay two expensive,276
i'd like to book a table in bombay with french food,i'm on it,277
<SILENCE>,how many people would be in your party,277
for two please,which price range are looking for,277
i am looking for a moderate restaurant,ok let me look into some options for you,277
<SILENCE>,api_call french bombay two moderate,277
can you make a restaurant reservation for six people in a moderate price range with british food in rome,i'm on it,278
<SILENCE>,ok let me look into some options for you,278
<SILENCE>,api_call british rome six moderate,278
can you book a table,i'm on it,279
<SILENCE>,any preference on a type of cuisine,279
i love british food,where should it be,279
in bombay,how many people would be in your party,279
we will be eight,which price range are looking for,279
i am looking for a moderate restaurant,ok let me look into some options for you,279
<SILENCE>,api_call british bombay eight moderate,279
can you book a table in a expensive price range with french food in madrid,i'm on it,280
<SILENCE>,how many people would be in your party,280
we will be four,ok let me look into some options for you,280
<SILENCE>,api_call french madrid four expensive,280
can you book a table in rome with british food for two,i'm on it,281
<SILENCE>,which price range are looking for,281
i am looking for a expensive restaurant,ok let me look into some options for you,281
<SILENCE>,api_call british rome two expensive,281
can you book a table with british cuisine for two people,i'm on it,282
<SILENCE>,where should it be,282
madrid please,which price range are looking for,282
i am looking for a expensive restaurant,ok let me look into some options for you,282
<SILENCE>,api_call british madrid two expensive,282
i'd like to book a table for eight people in paris in a cheap price range with british cuisine,i'm on it,283
<SILENCE>,ok let me look into some options for you,283
<SILENCE>,api_call british paris eight cheap,283
i'd like to book a table with spanish cuisine for four in a cheap price range in bombay,i'm on it,284
<SILENCE>,ok let me look into some options for you,284
<SILENCE>,api_call spanish bombay four cheap,284
can you make a restaurant reservation in a cheap price range in paris for two people with italian cuisine,i'm on it,285
<SILENCE>,ok let me look into some options for you,285
<SILENCE>,api_call italian paris two cheap,285
can you make a restaurant reservation for eight,i'm on it,286
<SILENCE>,any preference on a type of cuisine,286
with italian cuisine,where should it be,286
paris please,which price range are looking for,286
in a cheap price range please,ok let me look into some options for you,286
<SILENCE>,api_call italian paris eight cheap,286
i'd like to book a table for eight in paris,i'm on it,287
<SILENCE>,any preference on a type of cuisine,287
with spanish food,which price range are looking for,287
in a moderate price range please,ok let me look into some options for you,287
<SILENCE>,api_call spanish paris eight moderate,287
i'd like to book a table,i'm on it,288
<SILENCE>,any preference on a type of cuisine,288
with british food,where should it be,288
paris please,how many people would be in your party,288
for six please,which price range are looking for,288
i am looking for a cheap restaurant,ok let me look into some options for you,288
<SILENCE>,api_call british paris six cheap,288
can you make a restaurant reservation with italian cuisine,i'm on it,289
<SILENCE>,where should it be,289
bombay please,how many people would be in your party,289
we will be two,which price range are looking for,289
i am looking for a expensive restaurant,ok let me look into some options for you,289
<SILENCE>,api_call italian bombay two expensive,289
can you make a restaurant reservation with indian food in paris in a moderate price range for eight,i'm on it,290
<SILENCE>,ok let me look into some options for you,290
<SILENCE>,api_call indian paris eight moderate,290
can you book a table in a moderate price range with indian cuisine,i'm on it,291
<SILENCE>,where should it be,291
paris please,how many people would be in your party,291
for six people please,ok let me look into some options for you,291
<SILENCE>,api_call indian paris six moderate,291
