Call,Response,Count
<SILENCE>,api_call french london eight cheap,163
thanks,you're welcome,163
can you book a table for two in london with indian food in a moderate price range,i'm on it,164
<SILENCE>,ok let me look into some options for you,164
<SILENCE>,api_call indian london two moderate,164
actually i would prefer in bombay,sure is there anything else to update,164
actually i would prefer in a expensive price range,sure is there anything else to update,164
actually i would prefer for eight,sure is there anything else to update,164
instead could it be with italian cuisine,sure is there anything else to update,164
no,ok let me look into some options for you,164
 <SILENCE>,api_call italian bombay eight expensive,164
 thanks,you're welcome,164
can you make a restaurant reservation for four in rome with spanish food in a moderate price range,i'm on it,165
<SILENCE>,ok let me look into some options for you,165
<SILENCE>,api_call spanish rome four moderate,165
instead could it be with indian cuisine,sure is there anything else to update,165
no,ok let me look into some options for you,165
<SILENCE>,api_call indian rome four moderate,165
you rock,you're welcome,165
can you book a table in rome in a moderate price range with indian food for eight people,i'm on it,166
<SILENCE>,ok let me look into some options for you,166
<SILENCE>,api_call indian rome eight moderate,166
instead could it be in madrid,sure is there anything else to update,166
instead could it be in a expensive price range,sure is there anything else to update,166
no,ok let me look into some options for you,166
<SILENCE>,api_call indian madrid eight expensive,166
thanks,you're welcome,166
may i have a table in paris for four with french cuisine in a moderate price range,i'm on it,167
<SILENCE>,ok let me look into some options for you,167
<SILENCE>,api_call french paris four moderate,167
actually i would prefer in a expensive price range,sure is there anything else to update,167
actually i would prefer in bombay,sure is there anything else to update,167
instead could it be with italian food,sure is there anything else to update,167
no,ok let me look into some options for you,167
<SILENCE>,api_call italian bombay four expensive,167
 thanks,you're welcome,167
can you book a table with spanish food for six in a cheap price range in london,i'm on it,168
<SILENCE>,ok let me look into some options for you,168
<SILENCE>,api_call spanish london six cheap,168
actually i would prefer in paris,sure is there anything else to update,168
instead could it be with british cuisine,sure is there anything else to update,168
actually i would prefer in a moderate price range,sure is there anything else to update,168
no,ok let me look into some options for you,168
<SILENCE>,api_call british paris six moderate,168
 thank you,you're welcome,168
can you make a restaurant reservation with indian cuisine for two people in a moderate price range in bombay,i'm on it,169
<SILENCE>,ok let me look into some options for you,169
<SILENCE>,api_call indian bombay two moderate,169
instead could it be in a expensive price range,sure is there anything else to update,169
instead could it be for four,sure is there anything else to update,169
no,ok let me look into some options for you,169
<SILENCE>,api_call indian bombay four expensive,169
thank you,you're welcome,169
may i have a table in a moderate price range for six in bombay with indian food,i'm on it,170
<SILENCE>,ok let me look into some options for you,170
<SILENCE>,api_call indian bombay six moderate,170
actually i would prefer in rome,sure is there anything else to update,170
instead could it be with italian cuisine,sure is there anything else to update,170
actually i would prefer in a expensive price range,sure is there anything else to update,170
actually i would prefer for eight,sure is there anything else to update,170
no,ok let me look into some options for you,170
 <SILENCE>,api_call italian rome eight expensive,170
 thank you,you're welcome,170
can you book a table in rome for eight with indian cuisine in a expensive price range,i'm on it,171
<SILENCE>,ok let me look into some options for you,171
<SILENCE>,api_call indian rome eight expensive,171
actually i would prefer for two people,sure is there anything else to update,171
instead could it be in a moderate price range,sure is there anything else to update,171
no,ok let me look into some options for you,171
<SILENCE>,api_call indian rome two moderate,171
thank you,you're welcome,171
can you make a restaurant reservation with british cuisine in rome in a expensive price range for eight,i'm on it,172
<SILENCE>,ok let me look into some options for you,172
<SILENCE>,api_call british rome eight expensive,172
instead could it be for six people,sure is there anything else to update,172
actually i would prefer in madrid,sure is there anything else to update,172
no,ok let me look into some options for you,172
<SILENCE>,api_call british madrid six expensive,172
thanks,you're welcome,172
can you book a table in paris for four people in a expensive price range with british food,i'm on it,173
<SILENCE>,ok let me look into some options for you,173
<SILENCE>,api_call british paris four expensive,173
actually i would prefer with spanish food,sure is there anything else to update,173
actually i would prefer in a cheap price range,sure is there anything else to update,173
actually i would prefer in london,sure is there anything else to update,173
actually i would prefer for six,sure is there anything else to update,173
no,ok let me look into some options for you,173
 <SILENCE>,api_call spanish london six cheap,173
 thank you,you're welcome,173
can you make a restaurant reservation for four with spanish food in paris in a moderate price range,i'm on it,174
<SILENCE>,ok let me look into some options for you,174
<SILENCE>,api_call spanish paris four moderate,174
actually i would prefer in bombay,sure is there anything else to update,174
actually i would prefer in a expensive price range,sure is there anything else to update,174
instead could it be with italian cuisine,sure is there anything else to update,174
actually i would prefer for six people,sure is there anything else to update,174
no,ok let me look into some options for you,174
 <SILENCE>,api_call italian bombay six expensive,174
 thank you,you're welcome,174
can you make a restaurant reservation in a moderate price range with spanish cuisine for eight people in london,i'm on it,175
<SILENCE>,ok let me look into some options for you,175
<SILENCE>,api_call spanish london eight moderate,175
actually i would prefer in a cheap price range,sure is there anything else to update,175
actually i would prefer with italian cuisine,sure is there anything else to update,175
instead could it be for two,sure is there anything else to update,175
instead could it be in madrid,sure is there anything else to update,175
no,ok let me look into some options for you,175
 <SILENCE>,api_call italian madrid two cheap,175
 thanks,you're welcome,175
may i have a table with british food in rome in a cheap price range for two people,i'm on it,176
<SILENCE>,ok let me look into some options for you,176
<SILENCE>,api_call british rome two cheap,176
actually i would prefer in a expensive price range,sure is there anything else to update,176
actually i would prefer with indian food,sure is there anything else to update,176
no,ok let me look into some options for you,176
<SILENCE>,api_call indian rome two expensive,176
thank you,you're welcome,176
can you book a table with indian food for eight people in rome in a expensive price range,i'm on it,177
<SILENCE>,ok let me look into some options for you,177
<SILENCE>,api_call indian rome eight expensive,177
instead could it be in a cheap price range,sure is there anything else to update,177
instead could it be with british food,sure is there anything else to update,177
no,ok let me look into some options for you,177
<SILENCE>,api_call british rome eight cheap,177
you rock,you're welcome,177
may i have a table for eight with french food in rome in a moderate price range,i'm on it,178
<SILENCE>,ok let me look into some options for you,178
<SILENCE>,api_call french rome eight moderate,178
instead could it be with british cuisine,sure is there anything else to update,178
instead could it be in bombay,sure is there anything else to update,178
instead could it be for six people,sure is there anything else to update,178
no,ok let me look into some options for you,178
<SILENCE>,api_call british bombay six moderate,178
 thanks,you're welcome,178
can you make a restaurant reservation in london for eight in a cheap price range with indian food,i'm on it,179
<SILENCE>,ok let me look into some options for you,179
<SILENCE>,api_call indian london eight cheap,179
instead could it be with french food,sure is there anything else to update,179
no,ok let me look into some options for you,179
<SILENCE>,api_call french london eight cheap,179
thank you,you're welcome,179
can you make a restaurant reservation with italian cuisine in a moderate price range for eight people in madrid,i'm on it,180
<SILENCE>,ok let me look into some options for you,180
<SILENCE>,api_call italian madrid eight moderate,180
instead could it be with indian food,sure is there anything else to update,180
no,ok let me look into some options for you,180
<SILENCE>,api_call indian madrid eight moderate,180
thank you,you're welcome,180
can you make a restaurant reservation with spanish food in a expensive price range in bombay for two,i'm on it,181
<SILENCE>,ok let me look into some options for you,181
<SILENCE>,api_call spanish bombay two expensive,181
actually i would prefer in london,sure is there anything else to update,181
no,ok let me look into some options for you,181
<SILENCE>,api_call spanish london two expensive,181
thanks,you're welcome,181
i'd like to book a table with french food for six in madrid in a expensive price range,i'm on it,182
<SILENCE>,ok let me look into some options for you,182
<SILENCE>,api_call french madrid six expensive,182
actually i would prefer with indian food,sure is there anything else to update,182
actually i would prefer in london,sure is there anything else to update,182
actually i would prefer in a cheap price range,sure is there anything else to update,182
actually i would prefer for two,sure is there anything else to update,182
no,ok let me look into some options for you,182
 <SILENCE>,api_call indian london two cheap,182
 you rock,you're welcome,182
can you make a restaurant reservation with spanish food for six people in london in a cheap price range,i'm on it,183
<SILENCE>,ok let me look into some options for you,183
<SILENCE>,api_call spanish london six cheap,183
actually i would prefer in bombay,sure is there anything else to update,183
instead could it be with french cuisine,sure is there anything else to update,183
no,ok let me look into some options for you,183
<SILENCE>,api_call french bombay six cheap,183
you rock,you're welcome,183
can you book a table with indian cuisine in a moderate price range for eight in rome,i'm on it,184
<SILENCE>,ok let me look into some options for you,184
<SILENCE>,api_call indian rome eight moderate,184
instead could it be for four people,sure is there anything else to update,184
actually i would prefer in a cheap price range,sure is there anything else to update,184
no,ok let me look into some options for you,184
<SILENCE>,api_call indian rome four cheap,184
thanks,you're welcome,184
may i have a table in rome with spanish food in a cheap price range for eight,i'm on it,185
<SILENCE>,ok let me look into some options for you,185
<SILENCE>,api_call spanish rome eight cheap,185
instead could it be with british food,sure is there anything else to update,185
instead could it be in a expensive price range,sure is there anything else to update,185
no,ok let me look into some options for you,185
<SILENCE>,api_call british rome eight expensive,185
thanks,you're welcome,185
i'd like to book a table with indian cuisine for six in london in a moderate price range,i'm on it,186
<SILENCE>,ok let me look into some options for you,186
<SILENCE>,api_call indian london six moderate,186
actually i would prefer in a expensive price range,sure is there anything else to update,186
no,ok let me look into some options for you,186
<SILENCE>,api_call indian london six expensive,186
thank you,you're welcome,186
can you make a restaurant reservation for eight people with spanish food in rome in a expensive price range,i'm on it,187
<SILENCE>,ok let me look into some options for you,187
<SILENCE>,api_call spanish rome eight expensive,187
actually i would prefer in a moderate price range,sure is there anything else to update,187
no,ok let me look into some options for you,187
<SILENCE>,api_call spanish rome eight moderate,187
you rock,you're welcome,187
may i have a table with french food in madrid for six in a cheap price range,i'm on it,188
<SILENCE>,ok let me look into some options for you,188
<SILENCE>,api_call french madrid six cheap,188
instead could it be for two,sure is there anything else to update,188
instead could it be with italian cuisine,sure is there anything else to update,188
no,ok let me look into some options for you,188
<SILENCE>,api_call italian madrid two cheap,188
thank you,you're welcome,188
may i have a table with italian cuisine for eight in london in a cheap price range,i'm on it,189
<SILENCE>,ok let me look into some options for you,189
<SILENCE>,api_call italian london eight cheap,189
instead could it be in a expensive price range,sure is there anything else to update,189
actually i would prefer with british food,sure is there anything else to update,189
no,ok let me look into some options for you,189
<SILENCE>,api_call british london eight expensive,189
thanks,you're welcome,189
may i have a table with spanish cuisine in bombay in a moderate price range for four people,i'm on it,190
<SILENCE>,ok let me look into some options for you,190
<SILENCE>,api_call spanish bombay four moderate,190
instead could it be for eight people,sure is there anything else to update,190
no,ok let me look into some options for you,190
<SILENCE>,api_call spanish bombay eight moderate,190
thank you,you're welcome,190
i'd like to book a table for four people in a expensive price range in bombay with spanish food,i'm on it,191
<SILENCE>,ok let me look into some options for you,191
<SILENCE>,api_call spanish bombay four expensive,191
instead could it be for two,sure is there anything else to update,191
actually i would prefer with indian food,sure is there anything else to update,191
actually i would prefer in paris,sure is there anything else to update,191
no,ok let me look into some options for you,191
<SILENCE>,api_call indian paris two expensive,191
 you rock,you're welcome,191
may i have a table in paris for eight with british food in a expensive price range,i'm on it,192
<SILENCE>,ok let me look into some options for you,192
<SILENCE>,api_call british paris eight expensive,192
actually i would prefer in a moderate price range,sure is there anything else to update,192
actually i would prefer with spanish food,sure is there anything else to update,192
actually i would prefer for two people,sure is there anything else to update,192
actually i would prefer in bombay,sure is there anything else to update,192
no,ok let me look into some options for you,192
 <SILENCE>,api_call spanish bombay two moderate,192
 thank you,you're welcome,192
can you book a table for four people in a moderate price range in madrid with indian food,i'm on it,193
<SILENCE>,ok let me look into some options for you,193
<SILENCE>,api_call indian madrid four moderate,193
instead could it be with french food,sure is there anything else to update,193
no,ok let me look into some options for you,193
<SILENCE>,api_call french madrid four moderate,193
you rock,you're welcome,193
i'd like to book a table in a expensive price range for six in madrid with french cuisine,i'm on it,194
<SILENCE>,ok let me look into some options for you,194
<SILENCE>,api_call french madrid six expensive,194
instead could it be in bombay,sure is there anything else to update,194
actually i would prefer for two people,sure is there anything else to update,194
instead could it be in a cheap price range,sure is there anything else to update,194
actually i would prefer with indian food,sure is there anything else to update,194
no,ok let me look into some options for you,194
 <SILENCE>,api_call indian bombay two cheap,194
 thanks,you're welcome,194
may i have a table for six in paris in a cheap price range with italian cuisine,i'm on it,195
<SILENCE>,ok let me look into some options for you,195
<SILENCE>,api_call italian paris six cheap,195
instead could it be in rome,sure is there anything else to update,195
instead could it be in a moderate price range,sure is there anything else to update,195
no,ok let me look into some options for you,195
<SILENCE>,api_call italian rome six moderate,195
thank you,you're welcome,195
i'd like to book a table for two in paris in a cheap price range with italian cuisine,i'm on it,196
<SILENCE>,ok let me look into some options for you,196
<SILENCE>,api_call italian paris two cheap,196
instead could it be with spanish food,sure is there anything else to update,196
actually i would prefer for four people,sure is there anything else to update,196
no,ok let me look into some options for you,196
<SILENCE>,api_call spanish paris four cheap,196
you rock,you're welcome,196
can you make a restaurant reservation in paris in a cheap price range for eight people with indian food,i'm on it,197
<SILENCE>,ok let me look into some options for you,197
<SILENCE>,api_call indian paris eight cheap,197
actually i would prefer in a expensive price range,sure is there anything else to update,197
no,ok let me look into some options for you,197
<SILENCE>,api_call indian paris eight expensive,197
you rock,you're welcome,197
can you book a table for two people with british food in madrid in a cheap price range,i'm on it,198
<SILENCE>,ok let me look into some options for you,198
<SILENCE>,api_call british madrid two cheap,198
actually i would prefer with spanish food,sure is there anything else to update,198
instead could it be in a expensive price range,sure is there anything else to update,198
no,ok let me look into some options for you,198
<SILENCE>,api_call spanish madrid two expensive,198
thanks,you're welcome,198
can you book a table in rome with spanish food for two in a expensive price range,i'm on it,199
<SILENCE>,ok let me look into some options for you,199
<SILENCE>,api_call spanish rome two expensive,199
instead could it be in a cheap price range,sure is there anything else to update,199
instead could it be for four,sure is there anything else to update,199
no,ok let me look into some options for you,199
<SILENCE>,api_call spanish rome four cheap,199
you rock,you're welcome,199
may i have a table for eight in madrid in a moderate price range with spanish food,i'm on it,200
<SILENCE>,ok let me look into some options for you,200
<SILENCE>,api_call spanish madrid eight moderate,200
instead could it be for six,sure is there anything else to update,200
instead could it be in rome,sure is there anything else to update,200
actually i would prefer with italian cuisine,sure is there anything else to update,200
no,ok let me look into some options for you,200
<SILENCE>,api_call italian rome six moderate,200
 you rock,you're welcome,200
can you make a restaurant reservation in a moderate price range for eight people with british food in rome,i'm on it,201
<SILENCE>,ok let me look into some options for you,201
<SILENCE>,api_call british rome eight moderate,201
instead could it be in london,sure is there anything else to update,201
actually i would prefer in a expensive price range,sure is there anything else to update,201
instead could it be with spanish food,sure is there anything else to update,201
no,ok let me look into some options for you,201
<SILENCE>,api_call spanish london eight expensive,201
 you rock,you're welcome,201
i'd like to book a table in a expensive price range with indian cuisine in paris for eight people,i'm on it,202
<SILENCE>,ok let me look into some options for you,202
<SILENCE>,api_call indian paris eight expensive,202
instead could it be for six,sure is there anything else to update,202
instead could it be in a cheap price range,sure is there anything else to update,202
no,ok let me look into some options for you,202
<SILENCE>,api_call indian paris six cheap,202
thank you,you're welcome,202
can you book a table in a cheap price range with spanish cuisine for six in london,i'm on it,203
<SILENCE>,ok let me look into some options for you,203
<SILENCE>,api_call spanish london six cheap,203
instead could it be with indian cuisine,sure is there anything else to update,203
no,ok let me look into some options for you,203
<SILENCE>,api_call indian london six cheap,203
thanks,you're welcome,203
i'd like to book a table in a moderate price range with spanish cuisine for two people in paris,i'm on it,204
<SILENCE>,ok let me look into some options for you,204
<SILENCE>,api_call spanish paris two moderate,204
actually i would prefer in bombay,sure is there anything else to update,204
instead could it be with indian cuisine,sure is there anything else to update,204
instead could it be in a cheap price range,sure is there anything else to update,204
actually i would prefer for four people,sure is there anything else to update,204
no,ok let me look into some options for you,204
 <SILENCE>,api_call indian bombay four cheap,204
 thanks,you're welcome,204
may i have a table for six people in a cheap price range with spanish cuisine in rome,i'm on it,205
<SILENCE>,ok let me look into some options for you,205
<SILENCE>,api_call spanish rome six cheap,205
actually i would prefer for four,sure is there anything else to update,205
instead could it be in london,sure is there anything else to update,205
actually i would prefer in a expensive price range,sure is there anything else to update,205
no,ok let me look into some options for you,205
<SILENCE>,api_call spanish london four expensive,205
 you rock,you're welcome,205
can you book a table for four people in paris in a expensive price range with british food,i'm on it,206
<SILENCE>,ok let me look into some options for you,206
<SILENCE>,api_call british paris four expensive,206
instead could it be with italian cuisine,sure is there anything else to update,206
instead could it be for six,sure is there anything else to update,206
instead could it be in a cheap price range,sure is there anything else to update,206
no,ok let me look into some options for you,206
<SILENCE>,api_call italian paris six cheap,206
 thank you,you're welcome,206
can you book a table with indian food for two in a expensive price range in madrid,i'm on it,207
<SILENCE>,ok let me look into some options for you,207
<SILENCE>,api_call indian madrid two expensive,207
instead could it be in a moderate price range,sure is there anything else to update,207
instead could it be for eight people,sure is there anything else to update,207
actually i would prefer with french food,sure is there anything else to update,207
no,ok let me look into some options for you,207
<SILENCE>,api_call french madrid eight moderate,207
 thank you,you're welcome,207
may i have a table in madrid in a cheap price range with indian cuisine for four,i'm on it,208
<SILENCE>,ok let me look into some options for you,208
<SILENCE>,api_call indian madrid four cheap,208
actually i would prefer in a moderate price range,sure is there anything else to update,208
actually i would prefer in paris,sure is there anything else to update,208
actually i would prefer for eight,sure is there anything else to update,208
no,ok let me look into some options for you,208
<SILENCE>,api_call indian paris eight moderate,208
 you rock,you're welcome,208
can you make a restaurant reservation in bombay in a moderate price range for six people with indian food,i'm on it,209
<SILENCE>,ok let me look into some options for you,209
<SILENCE>,api_call indian bombay six moderate,209
actually i would prefer for eight people,sure is there anything else to update,209
instead could it be with french cuisine,sure is there anything else to update,209
instead could it be in a expensive price range,sure is there anything else to update,209
no,ok let me look into some options for you,209
<SILENCE>,api_call french bombay eight expensive,209
 thank you,you're welcome,209
may i have a table in a moderate price range for eight people with italian food in rome,i'm on it,210
<SILENCE>,ok let me look into some options for you,210
<SILENCE>,api_call italian rome eight moderate,210
actually i would prefer for two,sure is there anything else to update,210
instead could it be in a cheap price range,sure is there anything else to update,210
instead could it be in paris,sure is there anything else to update,210
actually i would prefer with british cuisine,sure is there anything else to update,210
no,ok let me look into some options for you,210
 <SILENCE>,api_call british paris two cheap,210
 you rock,you're welcome,210
i'd like to book a table in london with indian cuisine for four in a moderate price range,i'm on it,211
<SILENCE>,ok let me look into some options for you,211
<SILENCE>,api_call indian london four moderate,211
actually i would prefer for eight,sure is there anything else to update,211
no,ok let me look into some options for you,211
<SILENCE>,api_call indian london eight moderate,211
thank you,you're welcome,211
can you book a table with french food in paris in a expensive price range for four,i'm on it,212
<SILENCE>,ok let me look into some options for you,212
<SILENCE>,api_call french paris four expensive,212
instead could it be with italian food,sure is there anything else to update,212
instead could it be in rome,sure is there anything else to update,212
instead could it be for two,sure is there anything else to update,212
instead could it be in a moderate price range,sure is there anything else to update,212
no,ok let me look into some options for you,212
 <SILENCE>,api_call italian rome two moderate,212
 you rock,you're welcome,212
can you make a restaurant reservation with indian food in madrid for four people in a moderate price range,i'm on it,213
<SILENCE>,ok let me look into some options for you,213
<SILENCE>,api_call indian madrid four moderate,213
instead could it be with french food,sure is there anything else to update,213
actually i would prefer in a expensive price range,sure is there anything else to update,213
instead could it be for eight people,sure is there anything else to update,213
no,ok let me look into some options for you,213
<SILENCE>,api_call french madrid eight expensive,213
 thanks,you're welcome,213
may i have a table in a expensive price range with italian cuisine for two in london,i'm on it,214
<SILENCE>,ok let me look into some options for you,214
<SILENCE>,api_call italian london two expensive,214
instead could it be in paris,sure is there anything else to update,214
actually i would prefer for four,sure is there anything else to update,214
actually i would prefer in a cheap price range,sure is there anything else to update,214
actually i would prefer with spanish food,sure is there anything else to update,214
no,ok let me look into some options for you,214
 <SILENCE>,api_call spanish paris four cheap,214
 thanks,you're welcome,214
can you make a restaurant reservation with british cuisine in madrid for four people in a moderate price range,i'm on it,215
<SILENCE>,ok let me look into some options for you,215
<SILENCE>,api_call british madrid four moderate,215
instead could it be in paris,sure is there anything else to update,215
no,ok let me look into some options for you,215
<SILENCE>,api_call british paris four moderate,215
thank you,you're welcome,215
can you book a table in a expensive price range in madrid with spanish food for four people,i'm on it,216
<SILENCE>,ok let me look into some options for you,216
<SILENCE>,api_call spanish madrid four expensive,216
instead could it be in london,sure is there anything else to update,216
no,ok let me look into some options for you,216
<SILENCE>,api_call spanish london four expensive,216
thank you,you're welcome,216
i'd like to book a table with indian food in a moderate price range for two in london,i'm on it,217
<SILENCE>,ok let me look into some options for you,217
<SILENCE>,api_call indian london two moderate,217
instead could it be for six people,sure is there anything else to update,217
actually i would prefer in paris,sure is there anything else to update,217
actually i would prefer in a expensive price range,sure is there anything else to update,217
no,ok let me look into some options for you,217
<SILENCE>,api_call indian paris six expensive,217
 thank you,you're welcome,217
may i have a table in paris in a moderate price range with french cuisine for four people,i'm on it,218
<SILENCE>,ok let me look into some options for you,218
<SILENCE>,api_call french paris four moderate,218
actually i would prefer in rome,sure is there anything else to update,218
no,ok let me look into some options for you,218
<SILENCE>,api_call french rome four moderate,218
thank you,you're welcome,218
can you make a restaurant reservation in a expensive price range with british cuisine for eight in rome,i'm on it,219
<SILENCE>,ok let me look into some options for you,219
<SILENCE>,api_call british rome eight expensive,219
instead could it be in a cheap price range,sure is there anything else to update,219
instead could it be in london,sure is there anything else to update,219
actually i would prefer with italian cuisine,sure is there anything else to update,219
no,ok let me look into some options for you,219
<SILENCE>,api_call italian london eight cheap,219
 thank you,you're welcome,219
i'd like to book a table with british food in london for six in a cheap price range,i'm on it,220
<SILENCE>,ok let me look into some options for you,220
<SILENCE>,api_call british london six cheap,220
instead could it be for two people,sure is there anything else to update,220
actually i would prefer in a moderate price range,sure is there anything else to update,220
actually i would prefer with indian cuisine,sure is there anything else to update,220
no,ok let me look into some options for you,220
<SILENCE>,api_call indian london two moderate,220
 thanks,you're welcome,220
can you book a table in a expensive price range for two with british cuisine in london,i'm on it,221
<SILENCE>,ok let me look into some options for you,221
<SILENCE>,api_call british london two expensive,221
actually i would prefer in rome,sure is there anything else to update,221
instead could it be for eight people,sure is there anything else to update,221
actually i would prefer in a cheap price range,sure is there anything else to update,221
no,ok let me look into some options for you,221
<SILENCE>,api_call british rome eight cheap,221
 you rock,you're welcome,221
i'd like to book a table with french food in paris for two in a moderate price range,i'm on it,222
<SILENCE>,ok let me look into some options for you,222
<SILENCE>,api_call french paris two moderate,222
actually i would prefer for four people,sure is there anything else to update,222
instead could it be in bombay,sure is there anything else to update,222
instead could it be in a expensive price range,sure is there anything else to update,222
no,ok let me look into some options for you,222
<SILENCE>,api_call french bombay four expensive,222
 thanks,you're welcome,222
can you make a restaurant reservation in rome for two in a expensive price range with spanish cuisine,i'm on it,223
<SILENCE>,ok let me look into some options for you,223
<SILENCE>,api_call spanish rome two expensive,223
instead could it be for four people,sure is there anything else to update,223
no,ok let me look into some options for you,223
<SILENCE>,api_call spanish rome four expensive,223
thanks,you're welcome,223
may i have a table in a cheap price range in london with spanish cuisine for four,i'm on it,224
<SILENCE>,ok let me look into some options for you,224
<SILENCE>,api_call spanish london four cheap,224
instead could it be with italian food,sure is there anything else to update,224
instead could it be in rome,sure is there anything else to update,224
instead could it be for six,sure is there anything else to update,224
instead could it be in a expensive price range,sure is there anything else to update,224
no,ok let me look into some options for you,224
 <SILENCE>,api_call italian rome six expensive,224
 thank you,you're welcome,224
can you make a restaurant reservation in madrid for six in a expensive price range with british food,i'm on it,225
<SILENCE>,ok let me look into some options for you,225
<SILENCE>,api_call british madrid six expensive,225
actually i would prefer in a moderate price range,sure is there anything else to update,225
no,ok let me look into some options for you,225
<SILENCE>,api_call british madrid six moderate,225
you rock,you're welcome,225
may i have a table in rome with indian cuisine for eight people in a moderate price range,i'm on it,226
<SILENCE>,ok let me look into some options for you,226
<SILENCE>,api_call indian rome eight moderate,226
actually i would prefer in a expensive price range,sure is there anything else to update,226
actually i would prefer with italian cuisine,sure is there anything else to update,226
no,ok let me look into some options for you,226
<SILENCE>,api_call italian rome eight expensive,226
thanks,you're welcome,226
can you make a restaurant reservation with indian food in a expensive price range for four in rome,i'm on it,227
<SILENCE>,ok let me look into some options for you,227
<SILENCE>,api_call indian rome four expensive,227
instead could it be in a cheap price range,sure is there anything else to update,227
no,ok let me look into some options for you,227
<SILENCE>,api_call indian rome four cheap,227
thanks,you're welcome,227
may i have a table in london with indian cuisine in a moderate price range for two people,i'm on it,228
<SILENCE>,ok let me look into some options for you,228
<SILENCE>,api_call indian london two moderate,228
instead could it be in a expensive price range,sure is there anything else to update,228
instead could it be with british food,sure is there anything else to update,228
instead could it be in paris,sure is there anything else to update,228
no,ok let me look into some options for you,228
<SILENCE>,api_call british paris two expensive,228
 you rock,you're welcome,228
can you book a table for two people with spanish cuisine in bombay in a cheap price range,i'm on it,229
<SILENCE>,ok let me look into some options for you,229
<SILENCE>,api_call spanish bombay two cheap,229
actually i would prefer with french food,sure is there anything else to update,229
actually i would prefer in london,sure is there anything else to update,229
instead could it be in a expensive price range,sure is there anything else to update,229
instead could it be for four people,sure is there anything else to update,229
no,ok let me look into some options for you,229
 <SILENCE>,api_call french london four expensive,229
 thank you,you're welcome,229
i'd like to book a table in rome with spanish food in a expensive price range for two,i'm on it,230
<SILENCE>,ok let me look into some options for you,230
<SILENCE>,api_call spanish rome two expensive,230
instead could it be with french cuisine,sure is there anything else to update,230
instead could it be for six people,sure is there anything else to update,230
instead could it be in london,sure is there anything else to update,230
actually i would prefer in a cheap price range,sure is there anything else to update,230
no,ok let me look into some options for you,230
 <SILENCE>,api_call french london six cheap,230
 thanks,you're welcome,230
may i have a table for eight in a moderate price range with british cuisine in london,i'm on it,231
<SILENCE>,ok let me look into some options for you,231
<SILENCE>,api_call british london eight moderate,231
actually i would prefer with indian cuisine,sure is there anything else to update,231
actually i would prefer for four,sure is there anything else to update,231
no,ok let me look into some options for you,231
<SILENCE>,api_call indian london four moderate,231
thank you,you're welcome,231
may i have a table in a cheap price range in bombay for six with french food,i'm on it,232
<SILENCE>,ok let me look into some options for you,232
<SILENCE>,api_call french bombay six cheap,232
instead could it be in a moderate price range,sure is there anything else to update,232
instead could it be in paris,sure is there anything else to update,232
no,ok let me look into some options for you,232
<SILENCE>,api_call french paris six moderate,232
you rock,you're welcome,232
i'd like to book a table in london for eight people with british cuisine in a cheap price range,i'm on it,233
<SILENCE>,ok let me look into some options for you,233
<SILENCE>,api_call british london eight cheap,233
instead could it be with indian food,sure is there anything else to update,233
instead could it be in a expensive price range,sure is there anything else to update,233
no,ok let me look into some options for you,233
<SILENCE>,api_call indian london eight expensive,233
thank you,you're welcome,233
can you make a restaurant reservation in a moderate price range for four in rome with french cuisine,i'm on it,234
<SILENCE>,ok let me look into some options for you,234
<SILENCE>,api_call french rome four moderate,234
instead could it be with british cuisine,sure is there anything else to update,234
instead could it be for six,sure is there anything else to update,234
instead could it be in a cheap price range,sure is there anything else to update,234
actually i would prefer in bombay,sure is there anything else to update,234
no,ok let me look into some options for you,234
 <SILENCE>,api_call british bombay six cheap,234
 you rock,you're welcome,234
i'd like to book a table in a cheap price range in madrid with indian food for eight,i'm on it,235
<SILENCE>,ok let me look into some options for you,235
<SILENCE>,api_call indian madrid eight cheap,235
actually i would prefer in london,sure is there anything else to update,235
instead could it be for six people,sure is there anything else to update,235
instead could it be with french food,sure is there anything else to update,235
no,ok let me look into some options for you,235
<SILENCE>,api_call french london six cheap,235
 thank you,you're welcome,235
i'd like to book a table in rome in a cheap price range for six people with italian food,i'm on it,236
<SILENCE>,ok let me look into some options for you,236
<SILENCE>,api_call italian rome six cheap,236
actually i would prefer with spanish cuisine,sure is there anything else to update,236
actually i would prefer in a moderate price range,sure is there anything else to update,236
actually i would prefer in madrid,sure is there anything else to update,236
instead could it be for eight people,sure is there anything else to update,236
no,ok let me look into some options for you,236
 <SILENCE>,api_call spanish madrid eight moderate,236
 you rock,you're welcome,236
can you make a restaurant reservation in london for four with spanish food in a cheap price range,i'm on it,237
<SILENCE>,ok let me look into some options for you,237
<SILENCE>,api_call spanish london four cheap,237
actually i would prefer in a moderate price range,sure is there anything else to update,237
actually i would prefer with indian food,sure is there anything else to update,237
instead could it be for six people,sure is there anything else to update,237
no,ok let me look into some options for you,237
<SILENCE>,api_call indian london six moderate,237
 you rock,you're welcome,237
can you book a table in rome with british cuisine in a moderate price range for eight,i'm on it,238
<SILENCE>,ok let me look into some options for you,238
<SILENCE>,api_call british rome eight moderate,238
instead could it be in a cheap price range,sure is there anything else to update,238
instead could it be with spanish cuisine,sure is there anything else to update,238
instead could it be for four,sure is there anything else to update,238
