Call,Response,KB,Count
 let's do it,great let me do the reservation,<KB> resto_beijing_expensive_korean_3stars resto_beijing_expensive_korean_4stars ,115
 hi,hello what can i help you with today,,116
 can you book a table for two people with korean cuisine in a moderate price range,i'm on it,<KB> resto_seoul_moderate_korean_1stars resto_seoul_moderate_korean_3stars ,116
 <SILENCE>,where should it be,<KB> resto_seoul_moderate_korean_1stars resto_seoul_moderate_korean_3stars ,116
 seoul please,ok let me look into some options for you,<KB> resto_seoul_moderate_korean_1stars resto_seoul_moderate_korean_3stars ,116
 <SILENCE>,what do you think of this option: resto_seoul_moderate_korean_7stars,<KB> resto_seoul_moderate_korean_1stars resto_seoul_moderate_korean_3stars ,116
 that looks great,great let me do the reservation,<KB> resto_seoul_moderate_korean_1stars resto_seoul_moderate_korean_3stars ,116
 hello,hello what can i help you with today,,117
 can you book a table with thai food,i'm on it,<KB> resto_seoul_expensive_thai_2stars resto_seoul_expensive_thai_3stars ,117
 <SILENCE>,where should it be,<KB> resto_seoul_expensive_thai_2stars resto_seoul_expensive_thai_3stars ,117
 in seoul,how many people would be in your party,<KB> resto_seoul_expensive_thai_2stars resto_seoul_expensive_thai_3stars ,117
 for six please,which price range are looking for,<KB> resto_seoul_expensive_thai_2stars resto_seoul_expensive_thai_3stars ,117
 i am looking for a expensive restaurant,ok let me look into some options for you,<KB> resto_seoul_expensive_thai_2stars resto_seoul_expensive_thai_3stars ,117
 <SILENCE>,what do you think of this option: resto_seoul_expensive_thai_6stars,<KB> resto_seoul_expensive_thai_2stars resto_seoul_expensive_thai_3stars ,117
 no i don't like that,sure let me find an other option for you,<KB> resto_seoul_expensive_thai_2stars resto_seoul_expensive_thai_3stars ,117
 <SILENCE>,what do you think of this option: resto_seoul_expensive_thai_5stars,<KB> resto_seoul_expensive_thai_2stars resto_seoul_expensive_thai_3stars ,117
 that looks great,great let me do the reservation,<KB> resto_seoul_expensive_thai_2stars resto_seoul_expensive_thai_3stars ,117
 hello,hello what can i help you with today,,118
 can you make a restaurant reservation with japanese cuisine in a moderate price range for eight in bangkok,i'm on it,<KB> resto_bangkok_moderate_japanese_6stars resto_bangkok_moderate_japanese_7stars ,118
 <SILENCE>,ok let me look into some options for you,<KB> resto_bangkok_moderate_japanese_6stars resto_bangkok_moderate_japanese_7stars ,118
 <SILENCE>,what do you think of this option: resto_bangkok_moderate_japanese_7stars,<KB> resto_bangkok_moderate_japanese_6stars resto_bangkok_moderate_japanese_7stars ,118
 that looks great,great let me do the reservation,<KB> resto_bangkok_moderate_japanese_6stars resto_bangkok_moderate_japanese_7stars ,118
 hello,hello what can i help you with today,,119
 may i have a table in seoul,i'm on it,<KB> resto_seoul_expensive_cantonese_1stars resto_seoul_expensive_cantonese_8stars ,119
 <SILENCE>,any preference on a type of cuisine,<KB> resto_seoul_expensive_cantonese_1stars resto_seoul_expensive_cantonese_8stars ,119
 with cantonese food,how many people would be in your party,<KB> resto_seoul_expensive_cantonese_1stars resto_seoul_expensive_cantonese_8stars ,119
 for six people please,which price range are looking for,<KB> resto_seoul_expensive_cantonese_1stars resto_seoul_expensive_cantonese_8stars ,119
 in a expensive price range please,ok let me look into some options for you,<KB> resto_seoul_expensive_cantonese_1stars resto_seoul_expensive_cantonese_8stars ,119
 <SILENCE>,what do you think of this option: resto_seoul_expensive_cantonese_8stars,<KB> resto_seoul_expensive_cantonese_1stars resto_seoul_expensive_cantonese_8stars ,119
 that looks great,great let me do the reservation,<KB> resto_seoul_expensive_cantonese_1stars resto_seoul_expensive_cantonese_8stars ,119
 good morning,hello what can i help you with today,,120
 can you make a restaurant reservation in beijing,i'm on it,<KB> resto_beijing_moderate_japanese_1stars resto_beijing_moderate_japanese_3stars ,120
 <SILENCE>,any preference on a type of cuisine,<KB> resto_beijing_moderate_japanese_1stars resto_beijing_moderate_japanese_3stars ,120
 with japanese food,how many people would be in your party,<KB> resto_beijing_moderate_japanese_1stars resto_beijing_moderate_japanese_3stars ,120
 for six please,which price range are looking for,<KB> resto_beijing_moderate_japanese_1stars resto_beijing_moderate_japanese_3stars ,120
 i am looking for a moderate restaurant,ok let me look into some options for you,<KB> resto_beijing_moderate_japanese_1stars resto_beijing_moderate_japanese_3stars ,120
 <SILENCE>,what do you think of this option: resto_beijing_moderate_japanese_3stars,<KB> resto_beijing_moderate_japanese_1stars resto_beijing_moderate_japanese_3stars ,120
 no this does not work for me,sure let me find an other option for you,<KB> resto_beijing_moderate_japanese_1stars resto_beijing_moderate_japanese_3stars ,120
 <SILENCE>,what do you think of this option: resto_beijing_moderate_japanese_2stars,<KB> resto_beijing_moderate_japanese_1stars resto_beijing_moderate_japanese_3stars ,120
 that looks great,great let me do the reservation,<KB> resto_beijing_moderate_japanese_1stars resto_beijing_moderate_japanese_3stars ,120
 good morning,hello what can i help you with today,,121
 can you book a table with thai food in bangkok in a cheap price range,i'm on it,<KB> resto_bangkok_cheap_thai_6stars resto_bangkok_cheap_thai_8stars ,121
 <SILENCE>,how many people would be in your party,<KB> resto_bangkok_cheap_thai_6stars resto_bangkok_cheap_thai_8stars ,121
 for two people please,ok let me look into some options for you,<KB> resto_bangkok_cheap_thai_6stars resto_bangkok_cheap_thai_8stars ,121
 <SILENCE>,what do you think of this option: resto_bangkok_cheap_thai_8stars,<KB> resto_bangkok_cheap_thai_6stars resto_bangkok_cheap_thai_8stars ,121
 no i don't like that,sure let me find an other option for you,<KB> resto_bangkok_cheap_thai_6stars resto_bangkok_cheap_thai_8stars ,121
 <SILENCE>,what do you think of this option: resto_bangkok_cheap_thai_6stars,<KB> resto_bangkok_cheap_thai_6stars resto_bangkok_cheap_thai_8stars ,121
 no this does not work for me,sure let me find an other option for you,<KB> resto_bangkok_cheap_thai_6stars resto_bangkok_cheap_thai_8stars ,121
 <SILENCE>,what do you think of this option: resto_bangkok_cheap_thai_5stars,<KB> resto_bangkok_cheap_thai_6stars resto_bangkok_cheap_thai_8stars ,121
 that looks great,great let me do the reservation,<KB> resto_bangkok_cheap_thai_6stars resto_bangkok_cheap_thai_8stars ,121
 hello,hello what can i help you with today,,122
 can you book a table,i'm on it,<KB> resto_beijing_cheap_thai_2stars resto_beijing_cheap_thai_5stars ,122
 <SILENCE>,any preference on a type of cuisine,<KB> resto_beijing_cheap_thai_2stars resto_beijing_cheap_thai_5stars ,122
 i love thai food,where should it be,<KB> resto_beijing_cheap_thai_2stars resto_beijing_cheap_thai_5stars ,122
 beijing please,how many people would be in your party,<KB> resto_beijing_cheap_thai_2stars resto_beijing_cheap_thai_5stars ,122
 for six people please,which price range are looking for,<KB> resto_beijing_cheap_thai_2stars resto_beijing_cheap_thai_5stars ,122
 in a cheap price range please,ok let me look into some options for you,<KB> resto_beijing_cheap_thai_2stars resto_beijing_cheap_thai_5stars ,122
 <SILENCE>,what do you think of this option: resto_beijing_cheap_thai_8stars,<KB> resto_beijing_cheap_thai_2stars resto_beijing_cheap_thai_5stars ,122
 i love that,great let me do the reservation,<KB> resto_beijing_cheap_thai_2stars resto_beijing_cheap_thai_5stars ,122
 good morning,hello what can i help you with today,,123
 can you make a restaurant reservation with thai food for eight people in seoul,i'm on it,<KB> resto_seoul_moderate_thai_6stars resto_seoul_moderate_thai_8stars ,123
 <SILENCE>,which price range are looking for,<KB> resto_seoul_moderate_thai_6stars resto_seoul_moderate_thai_8stars ,123
 i am looking for a moderate restaurant,ok let me look into some options for you,<KB> resto_seoul_moderate_thai_6stars resto_seoul_moderate_thai_8stars ,123
 <SILENCE>,what do you think of this option: resto_seoul_moderate_thai_8stars,<KB> resto_seoul_moderate_thai_6stars resto_seoul_moderate_thai_8stars ,123
 no i don't like that,sure let me find an other option for you,<KB> resto_seoul_moderate_thai_6stars resto_seoul_moderate_thai_8stars ,123
 <SILENCE>,what do you think of this option: resto_seoul_moderate_thai_6stars,<KB> resto_seoul_moderate_thai_6stars resto_seoul_moderate_thai_8stars ,123
 no i don't like that,sure let me find an other option for you,<KB> resto_seoul_moderate_thai_6stars resto_seoul_moderate_thai_8stars ,123
 <SILENCE>,what do you think of this option: resto_seoul_moderate_thai_2stars,<KB> resto_seoul_moderate_thai_6stars resto_seoul_moderate_thai_8stars ,123
 i love that,great let me do the reservation,<KB> resto_seoul_moderate_thai_6stars resto_seoul_moderate_thai_8stars ,123
 good morning,hello what can i help you with today,,124
 can you make a restaurant reservation with cantonese food,i'm on it,<KB> resto_seoul_expensive_cantonese_2stars resto_seoul_expensive_cantonese_6stars ,124
 <SILENCE>,where should it be,<KB> resto_seoul_expensive_cantonese_2stars resto_seoul_expensive_cantonese_6stars ,124
 in seoul,how many people would be in your party,<KB> resto_seoul_expensive_cantonese_2stars resto_seoul_expensive_cantonese_6stars ,124
 we will be eight,which price range are looking for,<KB> resto_seoul_expensive_cantonese_2stars resto_seoul_expensive_cantonese_6stars ,124
 i am looking for a expensive restaurant,ok let me look into some options for you,<KB> resto_seoul_expensive_cantonese_2stars resto_seoul_expensive_cantonese_6stars ,124
 <SILENCE>,what do you think of this option: resto_seoul_expensive_cantonese_7stars,<KB> resto_seoul_expensive_cantonese_2stars resto_seoul_expensive_cantonese_6stars ,124
 do you have something else,sure let me find an other option for you,<KB> resto_seoul_expensive_cantonese_2stars resto_seoul_expensive_cantonese_6stars ,124
 <SILENCE>,what do you think of this option: resto_seoul_expensive_cantonese_6stars,<KB> resto_seoul_expensive_cantonese_2stars resto_seoul_expensive_cantonese_6stars ,124
 no this does not work for me,sure let me find an other option for you,<KB> resto_seoul_expensive_cantonese_2stars resto_seoul_expensive_cantonese_6stars ,124
 <SILENCE>,what do you think of this option: resto_seoul_expensive_cantonese_2stars,<KB> resto_seoul_expensive_cantonese_2stars resto_seoul_expensive_cantonese_6stars ,124
 i love that,great let me do the reservation,<KB> resto_seoul_expensive_cantonese_2stars resto_seoul_expensive_cantonese_6stars ,124
 hello,hello what can i help you with today,,125
 can you book a table in seoul in a moderate price range for two with korean food,i'm on it,<KB> resto_seoul_moderate_korean_4stars resto_seoul_moderate_korean_7stars ,125
 <SILENCE>,ok let me look into some options for you,<KB> resto_seoul_moderate_korean_4stars resto_seoul_moderate_korean_7stars ,125
 <SILENCE>,what do you think of this option: resto_seoul_moderate_korean_7stars,<KB> resto_seoul_moderate_korean_4stars resto_seoul_moderate_korean_7stars ,125
 that looks great,great let me do the reservation,<KB> resto_seoul_moderate_korean_4stars resto_seoul_moderate_korean_7stars ,125
 good morning,hello what can i help you with today,,126
 may i have a table with cantonese cuisine in a cheap price range in beijing,i'm on it,<KB> resto_beijing_cheap_cantonese_2stars resto_beijing_cheap_cantonese_3stars ,126
 <SILENCE>,how many people would be in your party,<KB> resto_beijing_cheap_cantonese_2stars resto_beijing_cheap_cantonese_3stars ,126
 for four people please,ok let me look into some options for you,<KB> resto_beijing_cheap_cantonese_2stars resto_beijing_cheap_cantonese_3stars ,126
 <SILENCE>,what do you think of this option: resto_beijing_cheap_cantonese_8stars,<KB> resto_beijing_cheap_cantonese_2stars resto_beijing_cheap_cantonese_3stars ,126
 no this does not work for me,sure let me find an other option for you,<KB> resto_beijing_cheap_cantonese_2stars resto_beijing_cheap_cantonese_3stars ,126
 <SILENCE>,what do you think of this option: resto_beijing_cheap_cantonese_3stars,<KB> resto_beijing_cheap_cantonese_2stars resto_beijing_cheap_cantonese_3stars ,126
 no i don't like that,sure let me find an other option for you,<KB> resto_beijing_cheap_cantonese_2stars resto_beijing_cheap_cantonese_3stars ,126
 <SILENCE>,what do you think of this option: resto_beijing_cheap_cantonese_2stars,<KB> resto_beijing_cheap_cantonese_2stars resto_beijing_cheap_cantonese_3stars ,126
 let's do it,great let me do the reservation,<KB> resto_beijing_cheap_cantonese_2stars resto_beijing_cheap_cantonese_3stars ,126
 hello,hello what can i help you with today,,127
 i'd like to book a table in a moderate price range with thai food,i'm on it,<KB> resto_beijing_moderate_thai_5stars resto_beijing_moderate_thai_6stars ,127
 <SILENCE>,where should it be,<KB> resto_beijing_moderate_thai_5stars resto_beijing_moderate_thai_6stars ,127
 in beijing,how many people would be in your party,<KB> resto_beijing_moderate_thai_5stars resto_beijing_moderate_thai_6stars ,127
 we will be two,ok let me look into some options for you,<KB> resto_beijing_moderate_thai_5stars resto_beijing_moderate_thai_6stars ,127
 <SILENCE>,what do you think of this option: resto_beijing_moderate_thai_6stars,<KB> resto_beijing_moderate_thai_5stars resto_beijing_moderate_thai_6stars ,127
 no i don't like that,sure let me find an other option for you,<KB> resto_beijing_moderate_thai_5stars resto_beijing_moderate_thai_6stars ,127
 <SILENCE>,what do you think of this option: resto_beijing_moderate_thai_5stars,<KB> resto_beijing_moderate_thai_5stars resto_beijing_moderate_thai_6stars ,127
 do you have something else,sure let me find an other option for you,<KB> resto_beijing_moderate_thai_5stars resto_beijing_moderate_thai_6stars ,127
 <SILENCE>,what do you think of this option: resto_beijing_moderate_thai_3stars,<KB> resto_beijing_moderate_thai_5stars resto_beijing_moderate_thai_6stars ,127
 it's perfect,great let me do the reservation,<KB> resto_beijing_moderate_thai_5stars resto_beijing_moderate_thai_6stars ,127
 hello,hello what can i help you with today,,128
 can you book a table in seoul with japanese food,i'm on it,<KB> resto_seoul_cheap_japanese_1stars resto_seoul_cheap_japanese_7stars ,128
 <SILENCE>,how many people would be in your party,<KB> resto_seoul_cheap_japanese_1stars resto_seoul_cheap_japanese_7stars ,128
 we will be six,which price range are looking for,<KB> resto_seoul_cheap_japanese_1stars resto_seoul_cheap_japanese_7stars ,128
 i am looking for a cheap restaurant,ok let me look into some options for you,<KB> resto_seoul_cheap_japanese_1stars resto_seoul_cheap_japanese_7stars ,128
 <SILENCE>,what do you think of this option: resto_seoul_cheap_japanese_7stars,<KB> resto_seoul_cheap_japanese_1stars resto_seoul_cheap_japanese_7stars ,128
 do you have something else,sure let me find an other option for you,<KB> resto_seoul_cheap_japanese_1stars resto_seoul_cheap_japanese_7stars ,128
 <SILENCE>,what do you think of this option: resto_seoul_cheap_japanese_3stars,<KB> resto_seoul_cheap_japanese_1stars resto_seoul_cheap_japanese_7stars ,128
 no i don't like that,sure let me find an other option for you,<KB> resto_seoul_cheap_japanese_1stars resto_seoul_cheap_japanese_7stars ,128
 <SILENCE>,what do you think of this option: resto_seoul_cheap_japanese_2stars,<KB> resto_seoul_cheap_japanese_1stars resto_seoul_cheap_japanese_7stars ,128
 no i don't like that,sure let me find an other option for you,<KB> resto_seoul_cheap_japanese_1stars resto_seoul_cheap_japanese_7stars ,128
 <SILENCE>,what do you think of this option: resto_seoul_cheap_japanese_1stars,<KB> resto_seoul_cheap_japanese_1stars resto_seoul_cheap_japanese_7stars ,128
 that looks great,great let me do the reservation,<KB> resto_seoul_cheap_japanese_1stars resto_seoul_cheap_japanese_7stars ,128
 good morning,hello what can i help you with today,,129
 i'd like to book a table,i'm on it,<KB> resto_tokyo_expensive_korean_3stars resto_tokyo_expensive_korean_7stars ,129
 <SILENCE>,any preference on a type of cuisine,<KB> resto_tokyo_expensive_korean_3stars resto_tokyo_expensive_korean_7stars ,129
 i love korean food,where should it be,<KB> resto_tokyo_expensive_korean_3stars resto_tokyo_expensive_korean_7stars ,129
 in tokyo,how many people would be in your party,<KB> resto_tokyo_expensive_korean_3stars resto_tokyo_expensive_korean_7stars ,129
 for four please,which price range are looking for,<KB> resto_tokyo_expensive_korean_3stars resto_tokyo_expensive_korean_7stars ,129
 in a expensive price range please,ok let me look into some options for you,<KB> resto_tokyo_expensive_korean_3stars resto_tokyo_expensive_korean_7stars ,129
 <SILENCE>,what do you think of this option: resto_tokyo_expensive_korean_7stars,<KB> resto_tokyo_expensive_korean_3stars resto_tokyo_expensive_korean_7stars ,129
 i love that,great let me do the reservation,<KB> resto_tokyo_expensive_korean_3stars resto_tokyo_expensive_korean_7stars ,129
 good morning,hello what can i help you with today,,130
 may i have a table in hanoi with vietnamese food for six people in a moderate price range,i'm on it,<KB> resto_hanoi_moderate_vietnamese_4stars resto_hanoi_moderate_vietnamese_7stars ,130
 <SILENCE>,ok let me look into some options for you,<KB> resto_hanoi_moderate_vietnamese_4stars resto_hanoi_moderate_vietnamese_7stars ,130
 <SILENCE>,what do you think of this option: resto_hanoi_moderate_vietnamese_7stars,<KB> resto_hanoi_moderate_vietnamese_4stars resto_hanoi_moderate_vietnamese_7stars ,130
 no i don't like that,sure let me find an other option for you,<KB> resto_hanoi_moderate_vietnamese_4stars resto_hanoi_moderate_vietnamese_7stars ,130
 <SILENCE>,what do you think of this option: resto_hanoi_moderate_vietnamese_4stars,<KB> resto_hanoi_moderate_vietnamese_4stars resto_hanoi_moderate_vietnamese_7stars ,130
 do you have something else,sure let me find an other option for you,<KB> resto_hanoi_moderate_vietnamese_4stars resto_hanoi_moderate_vietnamese_7stars ,130
 <SILENCE>,what do you think of this option: resto_hanoi_moderate_vietnamese_3stars,<KB> resto_hanoi_moderate_vietnamese_4stars resto_hanoi_moderate_vietnamese_7stars ,130
 it's perfect,great let me do the reservation,<KB> resto_hanoi_moderate_vietnamese_4stars resto_hanoi_moderate_vietnamese_7stars ,130
 hello,hello what can i help you with today,,131
 can you make a restaurant reservation with vietnamese food in a moderate price range in bangkok for six,i'm on it,<KB> resto_bangkok_moderate_vietnamese_1stars resto_bangkok_moderate_vietnamese_8stars ,131
 <SILENCE>,ok let me look into some options for you,<KB> resto_bangkok_moderate_vietnamese_1stars resto_bangkok_moderate_vietnamese_8stars ,131
 <SILENCE>,what do you think of this option: resto_bangkok_moderate_vietnamese_8stars,<KB> resto_bangkok_moderate_vietnamese_1stars resto_bangkok_moderate_vietnamese_8stars ,131
 that looks great,great let me do the reservation,<KB> resto_bangkok_moderate_vietnamese_1stars resto_bangkok_moderate_vietnamese_8stars ,131
 hello,hello what can i help you with today,,132
 i'd like to book a table in seoul in a expensive price range with korean food,i'm on it,<KB> resto_seoul_expensive_korean_4stars resto_seoul_expensive_korean_7stars ,132
 <SILENCE>,how many people would be in your party,<KB> resto_seoul_expensive_korean_4stars resto_seoul_expensive_korean_7stars ,132
 for four people please,ok let me look into some options for you,<KB> resto_seoul_expensive_korean_4stars resto_seoul_expensive_korean_7stars ,132
 <SILENCE>,what do you think of this option: resto_seoul_expensive_korean_7stars,<KB> resto_seoul_expensive_korean_4stars resto_seoul_expensive_korean_7stars ,132
 do you have something else,sure let me find an other option for you,<KB> resto_seoul_expensive_korean_4stars resto_seoul_expensive_korean_7stars ,132
 <SILENCE>,what do you think of this option: resto_seoul_expensive_korean_4stars,<KB> resto_seoul_expensive_korean_4stars resto_seoul_expensive_korean_7stars ,132
 no i don't like that,sure let me find an other option for you,<KB> resto_seoul_expensive_korean_4stars resto_seoul_expensive_korean_7stars ,132
 <SILENCE>,what do you think of this option: resto_seoul_expensive_korean_2stars,<KB> resto_seoul_expensive_korean_4stars resto_seoul_expensive_korean_7stars ,132
 i love that,great let me do the reservation,<KB> resto_seoul_expensive_korean_4stars resto_seoul_expensive_korean_7stars ,132
 hi,hello what can i help you with today,,133
 can you book a table in a moderate price range in beijing,i'm on it,<KB> resto_beijing_moderate_vietnamese_6stars resto_beijing_moderate_vietnamese_7stars ,133
 <SILENCE>,any preference on a type of cuisine,<KB> resto_beijing_moderate_vietnamese_6stars resto_beijing_moderate_vietnamese_7stars ,133
 with vietnamese cuisine,how many people would be in your party,<KB> resto_beijing_moderate_vietnamese_6stars resto_beijing_moderate_vietnamese_7stars ,133
 for six please,ok let me look into some options for you,<KB> resto_beijing_moderate_vietnamese_6stars resto_beijing_moderate_vietnamese_7stars ,133
 <SILENCE>,what do you think of this option: resto_beijing_moderate_vietnamese_7stars,<KB> resto_beijing_moderate_vietnamese_6stars resto_beijing_moderate_vietnamese_7stars ,133
 no this does not work for me,sure let me find an other option for you,<KB> resto_beijing_moderate_vietnamese_6stars resto_beijing_moderate_vietnamese_7stars ,133
 <SILENCE>,what do you think of this option: resto_beijing_moderate_vietnamese_6stars,<KB> resto_beijing_moderate_vietnamese_6stars resto_beijing_moderate_vietnamese_7stars ,133
 no this does not work for me,sure let me find an other option for you,<KB> resto_beijing_moderate_vietnamese_6stars resto_beijing_moderate_vietnamese_7stars ,133
 <SILENCE>,what do you think of this option: resto_beijing_moderate_vietnamese_5stars,<KB> resto_beijing_moderate_vietnamese_6stars resto_beijing_moderate_vietnamese_7stars ,133
 no i don't like that,sure let me find an other option for you,<KB> resto_beijing_moderate_vietnamese_6stars resto_beijing_moderate_vietnamese_7stars ,133
 <SILENCE>,what do you think of this option: resto_beijing_moderate_vietnamese_2stars,<KB> resto_beijing_moderate_vietnamese_6stars resto_beijing_moderate_vietnamese_7stars ,133
 that looks great,great let me do the reservation,<KB> resto_beijing_moderate_vietnamese_6stars resto_beijing_moderate_vietnamese_7stars ,133
 hello,hello what can i help you with today,,134
 can you book a table in a expensive price range with korean food for two in beijing,i'm on it,<KB> resto_beijing_expensive_korean_3stars resto_beijing_expensive_korean_4stars ,134
 <SILENCE>,ok let me look into some options for you,<KB> resto_beijing_expensive_korean_3stars resto_beijing_expensive_korean_4stars ,134
 <SILENCE>,what do you think of this option: resto_beijing_expensive_korean_4stars,<KB> resto_beijing_expensive_korean_3stars resto_beijing_expensive_korean_4stars ,134
 no this does not work for me,sure let me find an other option for you,<KB> resto_beijing_expensive_korean_3stars resto_beijing_expensive_korean_4stars ,134
 <SILENCE>,what do you think of this option: resto_beijing_expensive_korean_3stars,<KB> resto_beijing_expensive_korean_3stars resto_beijing_expensive_korean_4stars ,134
 do you have something else,sure let me find an other option for you,<KB> resto_beijing_expensive_korean_3stars resto_beijing_expensive_korean_4stars ,134
 <SILENCE>,what do you think of this option: resto_beijing_expensive_korean_1stars,<KB> resto_beijing_expensive_korean_3stars resto_beijing_expensive_korean_4stars ,134
 that looks great,great let me do the reservation,<KB> resto_beijing_expensive_korean_3stars resto_beijing_expensive_korean_4stars ,134
 good morning,hello what can i help you with today,,135
 i'd like to book a table in a cheap price range for six people,i'm on it,<KB> resto_hanoi_cheap_cantonese_1stars resto_hanoi_cheap_cantonese_7stars ,135
 <SILENCE>,any preference on a type of cuisine,<KB> resto_hanoi_cheap_cantonese_1stars resto_hanoi_cheap_cantonese_7stars ,135
 with cantonese cuisine,where should it be,<KB> resto_hanoi_cheap_cantonese_1stars resto_hanoi_cheap_cantonese_7stars ,135
 in hanoi,ok let me look into some options for you,<KB> resto_hanoi_cheap_cantonese_1stars resto_hanoi_cheap_cantonese_7stars ,135
 <SILENCE>,what do you think of this option: resto_hanoi_cheap_cantonese_7stars,<KB> resto_hanoi_cheap_cantonese_1stars resto_hanoi_cheap_cantonese_7stars ,135
 no i don't like that,sure let me find an other option for you,<KB> resto_hanoi_cheap_cantonese_1stars resto_hanoi_cheap_cantonese_7stars ,135
 <SILENCE>,what do you think of this option: resto_hanoi_cheap_cantonese_6stars,<KB> resto_hanoi_cheap_cantonese_1stars resto_hanoi_cheap_cantonese_7stars ,135
 do you have something else,sure let me find an other option for you,<KB> resto_hanoi_cheap_cantonese_1stars resto_hanoi_cheap_cantonese_7stars ,135
 <SILENCE>,what do you think of this option: resto_hanoi_cheap_cantonese_1stars,<KB> resto_hanoi_cheap_cantonese_1stars resto_hanoi_cheap_cantonese_7stars ,135
 i love that,great let me do the reservation,<KB> resto_hanoi_cheap_cantonese_1stars resto_hanoi_cheap_cantonese_7stars ,135
 hi,hello what can i help you with today,,136
 may i have a table,i'm on it,<KB> resto_tokyo_expensive_vietnamese_4stars resto_tokyo_expensive_vietnamese_6stars ,136
 <SILENCE>,any preference on a type of cuisine,<KB> resto_tokyo_expensive_vietnamese_4stars resto_tokyo_expensive_vietnamese_6stars ,136
 i love vietnamese food,where should it be,<KB> resto_tokyo_expensive_vietnamese_4stars resto_tokyo_expensive_vietnamese_6stars ,136
 in tokyo,how many people would be in your party,<KB> resto_tokyo_expensive_vietnamese_4stars resto_tokyo_expensive_vietnamese_6stars ,136
 we will be six,which price range are looking for,<KB> resto_tokyo_expensive_vietnamese_4stars resto_tokyo_expensive_vietnamese_6stars ,136
 in a expensive price range please,ok let me look into some options for you,<KB> resto_tokyo_expensive_vietnamese_4stars resto_tokyo_expensive_vietnamese_6stars ,136
 <SILENCE>,what do you think of this option: resto_tokyo_expensive_vietnamese_6stars,<KB> resto_tokyo_expensive_vietnamese_4stars resto_tokyo_expensive_vietnamese_6stars ,136
 do you have something else,sure let me find an other option for you,<KB> resto_tokyo_expensive_vietnamese_4stars resto_tokyo_expensive_vietnamese_6stars ,136
 <SILENCE>,what do you think of this option: resto_tokyo_expensive_vietnamese_4stars,<KB> resto_tokyo_expensive_vietnamese_4stars resto_tokyo_expensive_vietnamese_6stars ,136
 do you have something else,sure let me find an other option for you,<KB> resto_tokyo_expensive_vietnamese_4stars resto_tokyo_expensive_vietnamese_6stars ,136
 <SILENCE>,what do you think of this option: resto_tokyo_expensive_vietnamese_3stars,<KB> resto_tokyo_expensive_vietnamese_4stars resto_tokyo_expensive_vietnamese_6stars ,136
 it's perfect,great let me do the reservation,<KB> resto_tokyo_expensive_vietnamese_4stars resto_tokyo_expensive_vietnamese_6stars ,136
 hello,hello what can i help you with today,,137
 may i have a table in a cheap price range with vietnamese cuisine in bangkok for eight people,i'm on it,<KB> resto_bangkok_cheap_vietnamese_1stars resto_bangkok_cheap_vietnamese_6stars ,137
 <SILENCE>,ok let me look into some options for you,<KB> resto_bangkok_cheap_vietnamese_1stars resto_bangkok_cheap_vietnamese_6stars ,137
 <SILENCE>,what do you think of this option: resto_bangkok_cheap_vietnamese_7stars,<KB> resto_bangkok_cheap_vietnamese_1stars resto_bangkok_cheap_vietnamese_6stars ,137
 it's perfect,great let me do the reservation,<KB> resto_bangkok_cheap_vietnamese_1stars resto_bangkok_cheap_vietnamese_6stars ,137
 hi,hello what can i help you with today,,138
 may i have a table in hanoi,i'm on it,<KB> resto_hanoi_expensive_vietnamese_4stars resto_hanoi_expensive_vietnamese_5stars ,138
 <SILENCE>,any preference on a type of cuisine,<KB> resto_hanoi_expensive_vietnamese_4stars resto_hanoi_expensive_vietnamese_5stars ,138
 with vietnamese food,how many people would be in your party,<KB> resto_hanoi_expensive_vietnamese_4stars resto_hanoi_expensive_vietnamese_5stars ,138
 for eight people please,which price range are looking for,<KB> resto_hanoi_expensive_vietnamese_4stars resto_hanoi_expensive_vietnamese_5stars ,138
 i am looking for a expensive restaurant,ok let me look into some options for you,<KB> resto_hanoi_expensive_vietnamese_4stars resto_hanoi_expensive_vietnamese_5stars ,138
 <SILENCE>,what do you think of this option: resto_hanoi_expensive_vietnamese_6stars,<KB> resto_hanoi_expensive_vietnamese_4stars resto_hanoi_expensive_vietnamese_5stars ,138
 it's perfect,great let me do the reservation,<KB> resto_hanoi_expensive_vietnamese_4stars resto_hanoi_expensive_vietnamese_5stars ,138
 hi,hello what can i help you with today,,139
 may i have a table,i'm on it,<KB> resto_bangkok_moderate_cantonese_3stars resto_bangkok_moderate_cantonese_8stars ,139
 <SILENCE>,any preference on a type of cuisine,<KB> resto_bangkok_moderate_cantonese_3stars resto_bangkok_moderate_cantonese_8stars ,139
 with cantonese food,where should it be,<KB> resto_bangkok_moderate_cantonese_3stars resto_bangkok_moderate_cantonese_8stars ,139
 bangkok please,how many people would be in your party,<KB> resto_bangkok_moderate_cantonese_3stars resto_bangkok_moderate_cantonese_8stars ,139
 for two please,which price range are looking for,<KB> resto_bangkok_moderate_cantonese_3stars resto_bangkok_moderate_cantonese_8stars ,139
 i am looking for a moderate restaurant,ok let me look into some options for you,<KB> resto_bangkok_moderate_cantonese_3stars resto_bangkok_moderate_cantonese_8stars ,139
 <SILENCE>,what do you think of this option: resto_bangkok_moderate_cantonese_8stars,<KB> resto_bangkok_moderate_cantonese_3stars resto_bangkok_moderate_cantonese_8stars ,139
