Call,Response,KB,Count
 <SILENCE>,what do you think of this option: resto_bombay_moderate_italian_4stars,<KB> resto_bombay_moderate_italian_6stars resto_bombay_moderate_italian_7stars ,289
 do you have something else,sure let me find an other option for you,<KB> resto_bombay_moderate_italian_6stars resto_bombay_moderate_italian_7stars ,289
 <SILENCE>,what do you think of this option: resto_bombay_moderate_italian_2stars,<KB> resto_bombay_moderate_italian_6stars resto_bombay_moderate_italian_7stars ,289
 let's do it,great let me do the reservation,<KB> resto_bombay_moderate_italian_6stars resto_bombay_moderate_italian_7stars ,289
 hello,hello what can i help you with today,,290
 may i have a table in a moderate price range with spanish food in bombay for two,i'm on it,<KB> resto_bombay_moderate_spanish_6stars resto_bombay_moderate_spanish_8stars ,290
 <SILENCE>,ok let me look into some options for you,<KB> resto_bombay_moderate_spanish_6stars resto_bombay_moderate_spanish_8stars ,290
 <SILENCE>,what do you think of this option: resto_bombay_moderate_spanish_8stars,<KB> resto_bombay_moderate_spanish_6stars resto_bombay_moderate_spanish_8stars ,290
 no this does not work for me,sure let me find an other option for you,<KB> resto_bombay_moderate_spanish_6stars resto_bombay_moderate_spanish_8stars ,290
 <SILENCE>,what do you think of this option: resto_bombay_moderate_spanish_6stars,<KB> resto_bombay_moderate_spanish_6stars resto_bombay_moderate_spanish_8stars ,290
 do you have something else,sure let me find an other option for you,<KB> resto_bombay_moderate_spanish_6stars resto_bombay_moderate_spanish_8stars ,290
 <SILENCE>,what do you think of this option: resto_bombay_moderate_spanish_1stars,<KB> resto_bombay_moderate_spanish_6stars resto_bombay_moderate_spanish_8stars ,290
 i love that,great let me do the reservation,<KB> resto_bombay_moderate_spanish_6stars resto_bombay_moderate_spanish_8stars ,290
 hello,hello what can i help you with today,,291
 can you book a table in paris,i'm on it,<KB> resto_paris_cheap_indian_3stars resto_paris_cheap_indian_6stars ,291
 <SILENCE>,any preference on a type of cuisine,<KB> resto_paris_cheap_indian_3stars resto_paris_cheap_indian_6stars ,291
 i love indian food,how many people would be in your party,<KB> resto_paris_cheap_indian_3stars resto_paris_cheap_indian_6stars ,291
 we will be four,which price range are looking for,<KB> resto_paris_cheap_indian_3stars resto_paris_cheap_indian_6stars ,291
 in a cheap price range please,ok let me look into some options for you,<KB> resto_paris_cheap_indian_3stars resto_paris_cheap_indian_6stars ,291
 <SILENCE>,what do you think of this option: resto_paris_cheap_indian_7stars,<KB> resto_paris_cheap_indian_3stars resto_paris_cheap_indian_6stars ,291
 do you have something else,sure let me find an other option for you,<KB> resto_paris_cheap_indian_3stars resto_paris_cheap_indian_6stars ,291
 <SILENCE>,what do you think of this option: resto_paris_cheap_indian_6stars,<KB> resto_paris_cheap_indian_3stars resto_paris_cheap_indian_6stars ,291
 it's perfect,great let me do the reservation,<KB> resto_paris_cheap_indian_3stars resto_paris_cheap_indian_6stars ,291
 good morning,hello what can i help you with today,,292
 can you make a restaurant reservation in rome for two people in a expensive price range,i'm on it,<KB> resto_rome_expensive_indian_1stars resto_rome_expensive_indian_8stars ,292
 <SILENCE>,any preference on a type of cuisine,<KB> resto_rome_expensive_indian_1stars resto_rome_expensive_indian_8stars ,292
 i love indian food,ok let me look into some options for you,<KB> resto_rome_expensive_indian_1stars resto_rome_expensive_indian_8stars ,292
 <SILENCE>,what do you think of this option: resto_rome_expensive_indian_8stars,<KB> resto_rome_expensive_indian_1stars resto_rome_expensive_indian_8stars ,292
 no this does not work for me,sure let me find an other option for you,<KB> resto_rome_expensive_indian_1stars resto_rome_expensive_indian_8stars ,292
 <SILENCE>,what do you think of this option: resto_rome_expensive_indian_6stars,<KB> resto_rome_expensive_indian_1stars resto_rome_expensive_indian_8stars ,292
 no i don't like that,sure let me find an other option for you,<KB> resto_rome_expensive_indian_1stars resto_rome_expensive_indian_8stars ,292
 <SILENCE>,what do you think of this option: resto_rome_expensive_indian_2stars,<KB> resto_rome_expensive_indian_1stars resto_rome_expensive_indian_8stars ,292
 no this does not work for me,sure let me find an other option for you,<KB> resto_rome_expensive_indian_1stars resto_rome_expensive_indian_8stars ,292
 <SILENCE>,what do you think of this option: resto_rome_expensive_indian_1stars,<KB> resto_rome_expensive_indian_1stars resto_rome_expensive_indian_8stars ,292
 that looks great,great let me do the reservation,<KB> resto_rome_expensive_indian_1stars resto_rome_expensive_indian_8stars ,292
 hi,hello what can i help you with today,,293
 i'd like to book a table with spanish cuisine in a expensive price range,i'm on it,<KB> resto_madrid_expensive_spanish_1stars resto_madrid_expensive_spanish_6stars ,293
 <SILENCE>,where should it be,<KB> resto_madrid_expensive_spanish_1stars resto_madrid_expensive_spanish_6stars ,293
 in madrid,how many people would be in your party,<KB> resto_madrid_expensive_spanish_1stars resto_madrid_expensive_spanish_6stars ,293
 we will be four,ok let me look into some options for you,<KB> resto_madrid_expensive_spanish_1stars resto_madrid_expensive_spanish_6stars ,293
 <SILENCE>,what do you think of this option: resto_madrid_expensive_spanish_6stars,<KB> resto_madrid_expensive_spanish_1stars resto_madrid_expensive_spanish_6stars ,293
 no this does not work for me,sure let me find an other option for you,<KB> resto_madrid_expensive_spanish_1stars resto_madrid_expensive_spanish_6stars ,293
 <SILENCE>,what do you think of this option: resto_madrid_expensive_spanish_5stars,<KB> resto_madrid_expensive_spanish_1stars resto_madrid_expensive_spanish_6stars ,293
 do you have something else,sure let me find an other option for you,<KB> resto_madrid_expensive_spanish_1stars resto_madrid_expensive_spanish_6stars ,293
 <SILENCE>,what do you think of this option: resto_madrid_expensive_spanish_1stars,<KB> resto_madrid_expensive_spanish_1stars resto_madrid_expensive_spanish_6stars ,293
 it's perfect,great let me do the reservation,<KB> resto_madrid_expensive_spanish_1stars resto_madrid_expensive_spanish_6stars ,293
 hello,hello what can i help you with today,,294
 can you make a restaurant reservation with indian cuisine in madrid,i'm on it,<KB> resto_madrid_cheap_indian_1stars resto_madrid_cheap_indian_6stars ,294
 <SILENCE>,how many people would be in your party,<KB> resto_madrid_cheap_indian_1stars resto_madrid_cheap_indian_6stars ,294
 for four please,which price range are looking for,<KB> resto_madrid_cheap_indian_1stars resto_madrid_cheap_indian_6stars ,294
 in a cheap price range please,ok let me look into some options for you,<KB> resto_madrid_cheap_indian_1stars resto_madrid_cheap_indian_6stars ,294
 <SILENCE>,what do you think of this option: resto_madrid_cheap_indian_6stars,<KB> resto_madrid_cheap_indian_1stars resto_madrid_cheap_indian_6stars ,294
 no this does not work for me,sure let me find an other option for you,<KB> resto_madrid_cheap_indian_1stars resto_madrid_cheap_indian_6stars ,294
 <SILENCE>,what do you think of this option: resto_madrid_cheap_indian_5stars,<KB> resto_madrid_cheap_indian_1stars resto_madrid_cheap_indian_6stars ,294
 no i don't like that,sure let me find an other option for you,<KB> resto_madrid_cheap_indian_1stars resto_madrid_cheap_indian_6stars ,294
 <SILENCE>,what do you think of this option: resto_madrid_cheap_indian_1stars,<KB> resto_madrid_cheap_indian_1stars resto_madrid_cheap_indian_6stars ,294
 that looks great,great let me do the reservation,<KB> resto_madrid_cheap_indian_1stars resto_madrid_cheap_indian_6stars ,294
 hi,hello what can i help you with today,,295
 may i have a table for six with italian food,i'm on it,<KB> resto_rome_moderate_italian_4stars resto_rome_moderate_italian_7stars ,295
 <SILENCE>,where should it be,<KB> resto_rome_moderate_italian_4stars resto_rome_moderate_italian_7stars ,295
 in rome,which price range are looking for,<KB> resto_rome_moderate_italian_4stars resto_rome_moderate_italian_7stars ,295
 i am looking for a moderate restaurant,ok let me look into some options for you,<KB> resto_rome_moderate_italian_4stars resto_rome_moderate_italian_7stars ,295
 <SILENCE>,what do you think of this option: resto_rome_moderate_italian_7stars,<KB> resto_rome_moderate_italian_4stars resto_rome_moderate_italian_7stars ,295
 do you have something else,sure let me find an other option for you,<KB> resto_rome_moderate_italian_4stars resto_rome_moderate_italian_7stars ,295
 <SILENCE>,what do you think of this option: resto_rome_moderate_italian_5stars,<KB> resto_rome_moderate_italian_4stars resto_rome_moderate_italian_7stars ,295
 no this does not work for me,sure let me find an other option for you,<KB> resto_rome_moderate_italian_4stars resto_rome_moderate_italian_7stars ,295
 <SILENCE>,what do you think of this option: resto_rome_moderate_italian_4stars,<KB> resto_rome_moderate_italian_4stars resto_rome_moderate_italian_7stars ,295
 it's perfect,great let me do the reservation,<KB> resto_rome_moderate_italian_4stars resto_rome_moderate_italian_7stars ,295
 good morning,hello what can i help you with today,,296
 can you book a table for four in paris with italian cuisine,i'm on it,<KB> resto_paris_expensive_italian_2stars resto_paris_expensive_italian_5stars ,296
 <SILENCE>,which price range are looking for,<KB> resto_paris_expensive_italian_2stars resto_paris_expensive_italian_5stars ,296
 in a expensive price range please,ok let me look into some options for you,<KB> resto_paris_expensive_italian_2stars resto_paris_expensive_italian_5stars ,296
 <SILENCE>,what do you think of this option: resto_paris_expensive_italian_8stars,<KB> resto_paris_expensive_italian_2stars resto_paris_expensive_italian_5stars ,296
 no this does not work for me,sure let me find an other option for you,<KB> resto_paris_expensive_italian_2stars resto_paris_expensive_italian_5stars ,296
 <SILENCE>,what do you think of this option: resto_paris_expensive_italian_6stars,<KB> resto_paris_expensive_italian_2stars resto_paris_expensive_italian_5stars ,296
 do you have something else,sure let me find an other option for you,<KB> resto_paris_expensive_italian_2stars resto_paris_expensive_italian_5stars ,296
 <SILENCE>,what do you think of this option: resto_paris_expensive_italian_5stars,<KB> resto_paris_expensive_italian_2stars resto_paris_expensive_italian_5stars ,296
 do you have something else,sure let me find an other option for you,<KB> resto_paris_expensive_italian_2stars resto_paris_expensive_italian_5stars ,296
 <SILENCE>,what do you think of this option: resto_paris_expensive_italian_2stars,<KB> resto_paris_expensive_italian_2stars resto_paris_expensive_italian_5stars ,296
 i love that,great let me do the reservation,<KB> resto_paris_expensive_italian_2stars resto_paris_expensive_italian_5stars ,296
 good morning,hello what can i help you with today,,297
 may i have a table for six with british food in bombay,i'm on it,<KB> resto_bombay_expensive_british_5stars resto_bombay_expensive_british_8stars ,297
 <SILENCE>,which price range are looking for,<KB> resto_bombay_expensive_british_5stars resto_bombay_expensive_british_8stars ,297
 in a expensive price range please,ok let me look into some options for you,<KB> resto_bombay_expensive_british_5stars resto_bombay_expensive_british_8stars ,297
 <SILENCE>,what do you think of this option: resto_bombay_expensive_british_8stars,<KB> resto_bombay_expensive_british_5stars resto_bombay_expensive_british_8stars ,297
 it's perfect,great let me do the reservation,<KB> resto_bombay_expensive_british_5stars resto_bombay_expensive_british_8stars ,297
 good morning,hello what can i help you with today,,298
 may i have a table with british cuisine in london for two people in a moderate price range,i'm on it,<KB> resto_london_moderate_british_2stars resto_london_moderate_british_5stars ,298
 <SILENCE>,ok let me look into some options for you,<KB> resto_london_moderate_british_2stars resto_london_moderate_british_5stars ,298
 <SILENCE>,what do you think of this option: resto_london_moderate_british_5stars,<KB> resto_london_moderate_british_2stars resto_london_moderate_british_5stars ,298
 no this does not work for me,sure let me find an other option for you,<KB> resto_london_moderate_british_2stars resto_london_moderate_british_5stars ,298
 <SILENCE>,what do you think of this option: resto_london_moderate_british_3stars,<KB> resto_london_moderate_british_2stars resto_london_moderate_british_5stars ,298
 that looks great,great let me do the reservation,<KB> resto_london_moderate_british_2stars resto_london_moderate_british_5stars ,298
 good morning,hello what can i help you with today,,299
 can you book a table with italian food in a expensive price range,i'm on it,<KB> resto_paris_expensive_italian_1stars resto_paris_expensive_italian_4stars ,299
 <SILENCE>,where should it be,<KB> resto_paris_expensive_italian_1stars resto_paris_expensive_italian_4stars ,299
 in paris,how many people would be in your party,<KB> resto_paris_expensive_italian_1stars resto_paris_expensive_italian_4stars ,299
 for six people please,ok let me look into some options for you,<KB> resto_paris_expensive_italian_1stars resto_paris_expensive_italian_4stars ,299
 <SILENCE>,what do you think of this option: resto_paris_expensive_italian_7stars,<KB> resto_paris_expensive_italian_1stars resto_paris_expensive_italian_4stars ,299
 no this does not work for me,sure let me find an other option for you,<KB> resto_paris_expensive_italian_1stars resto_paris_expensive_italian_4stars ,299
 <SILENCE>,what do you think of this option: resto_paris_expensive_italian_4stars,<KB> resto_paris_expensive_italian_1stars resto_paris_expensive_italian_4stars ,299
 let's do it,great let me do the reservation,<KB> resto_paris_expensive_italian_1stars resto_paris_expensive_italian_4stars ,299
 hi,hello what can i help you with today,,300
 may i have a table,i'm on it,<KB> resto_london_expensive_italian_3stars resto_london_expensive_italian_6stars ,300
 <SILENCE>,any preference on a type of cuisine,<KB> resto_london_expensive_italian_3stars resto_london_expensive_italian_6stars ,300
 with italian cuisine,where should it be,<KB> resto_london_expensive_italian_3stars resto_london_expensive_italian_6stars ,300
 in london,how many people would be in your party,<KB> resto_london_expensive_italian_3stars resto_london_expensive_italian_6stars ,300
 for four people please,which price range are looking for,<KB> resto_london_expensive_italian_3stars resto_london_expensive_italian_6stars ,300
 i am looking for a expensive restaurant,ok let me look into some options for you,<KB> resto_london_expensive_italian_3stars resto_london_expensive_italian_6stars ,300
 <SILENCE>,what do you think of this option: resto_london_expensive_italian_7stars,<KB> resto_london_expensive_italian_3stars resto_london_expensive_italian_6stars ,300
 no this does not work for me,sure let me find an other option for you,<KB> resto_london_expensive_italian_3stars resto_london_expensive_italian_6stars ,300
 <SILENCE>,what do you think of this option: resto_london_expensive_italian_6stars,<KB> resto_london_expensive_italian_3stars resto_london_expensive_italian_6stars ,300
 no this does not work for me,sure let me find an other option for you,<KB> resto_london_expensive_italian_3stars resto_london_expensive_italian_6stars ,300
 <SILENCE>,what do you think of this option: resto_london_expensive_italian_3stars,<KB> resto_london_expensive_italian_3stars resto_london_expensive_italian_6stars ,300
 it's perfect,great let me do the reservation,<KB> resto_london_expensive_italian_3stars resto_london_expensive_italian_6stars ,300
 hi,hello what can i help you with today,,301
 can you book a table with british food for four in london,i'm on it,<KB> resto_london_expensive_british_1stars resto_london_expensive_british_7stars ,301
 <SILENCE>,which price range are looking for,<KB> resto_london_expensive_british_1stars resto_london_expensive_british_7stars ,301
 in a expensive price range please,ok let me look into some options for you,<KB> resto_london_expensive_british_1stars resto_london_expensive_british_7stars ,301
 <SILENCE>,what do you think of this option: resto_london_expensive_british_8stars,<KB> resto_london_expensive_british_1stars resto_london_expensive_british_7stars ,301
 do you have something else,sure let me find an other option for you,<KB> resto_london_expensive_british_1stars resto_london_expensive_british_7stars ,301
 <SILENCE>,what do you think of this option: resto_london_expensive_british_7stars,<KB> resto_london_expensive_british_1stars resto_london_expensive_british_7stars ,301
 no this does not work for me,sure let me find an other option for you,<KB> resto_london_expensive_british_1stars resto_london_expensive_british_7stars ,301
 <SILENCE>,what do you think of this option: resto_london_expensive_british_1stars,<KB> resto_london_expensive_british_1stars resto_london_expensive_british_7stars ,301
 i love that,great let me do the reservation,<KB> resto_london_expensive_british_1stars resto_london_expensive_british_7stars ,301
 hi,hello what can i help you with today,,302
 i'd like to book a table,i'm on it,<KB> resto_paris_expensive_indian_4stars resto_paris_expensive_indian_7stars ,302
 <SILENCE>,any preference on a type of cuisine,<KB> resto_paris_expensive_indian_4stars resto_paris_expensive_indian_7stars ,302
 i love indian food,where should it be,<KB> resto_paris_expensive_indian_4stars resto_paris_expensive_indian_7stars ,302
 in paris,how many people would be in your party,<KB> resto_paris_expensive_indian_4stars resto_paris_expensive_indian_7stars ,302
 we will be six,which price range are looking for,<KB> resto_paris_expensive_indian_4stars resto_paris_expensive_indian_7stars ,302
 i am looking for a expensive restaurant,ok let me look into some options for you,<KB> resto_paris_expensive_indian_4stars resto_paris_expensive_indian_7stars ,302
 <SILENCE>,what do you think of this option: resto_paris_expensive_indian_7stars,<KB> resto_paris_expensive_indian_4stars resto_paris_expensive_indian_7stars ,302
 do you have something else,sure let me find an other option for you,<KB> resto_paris_expensive_indian_4stars resto_paris_expensive_indian_7stars ,302
 <SILENCE>,what do you think of this option: resto_paris_expensive_indian_4stars,<KB> resto_paris_expensive_indian_4stars resto_paris_expensive_indian_7stars ,302
 no i don't like that,sure let me find an other option for you,<KB> resto_paris_expensive_indian_4stars resto_paris_expensive_indian_7stars ,302
 <SILENCE>,what do you think of this option: resto_paris_expensive_indian_3stars,<KB> resto_paris_expensive_indian_4stars resto_paris_expensive_indian_7stars ,302
 no i don't like that,sure let me find an other option for you,<KB> resto_paris_expensive_indian_4stars resto_paris_expensive_indian_7stars ,302
 <SILENCE>,what do you think of this option: resto_paris_expensive_indian_2stars,<KB> resto_paris_expensive_indian_4stars resto_paris_expensive_indian_7stars ,302
 do you have something else,sure let me find an other option for you,<KB> resto_paris_expensive_indian_4stars resto_paris_expensive_indian_7stars ,302
 <SILENCE>,what do you think of this option: resto_paris_expensive_indian_1stars,<KB> resto_paris_expensive_indian_4stars resto_paris_expensive_indian_7stars ,302
 let's do it,great let me do the reservation,<KB> resto_paris_expensive_indian_4stars resto_paris_expensive_indian_7stars ,302
 hi,hello what can i help you with today,,303
 i'd like to book a table in a expensive price range with french cuisine,i'm on it,<KB> resto_madrid_expensive_french_3stars resto_madrid_expensive_french_7stars ,303
 <SILENCE>,where should it be,<KB> resto_madrid_expensive_french_3stars resto_madrid_expensive_french_7stars ,303
 in madrid,how many people would be in your party,<KB> resto_madrid_expensive_french_3stars resto_madrid_expensive_french_7stars ,303
 for six please,ok let me look into some options for you,<KB> resto_madrid_expensive_french_3stars resto_madrid_expensive_french_7stars ,303
 <SILENCE>,what do you think of this option: resto_madrid_expensive_french_7stars,<KB> resto_madrid_expensive_french_3stars resto_madrid_expensive_french_7stars ,303
 no i don't like that,sure let me find an other option for you,<KB> resto_madrid_expensive_french_3stars resto_madrid_expensive_french_7stars ,303
 <SILENCE>,what do you think of this option: resto_madrid_expensive_french_3stars,<KB> resto_madrid_expensive_french_3stars resto_madrid_expensive_french_7stars ,303
 no i don't like that,sure let me find an other option for you,<KB> resto_madrid_expensive_french_3stars resto_madrid_expensive_french_7stars ,303
 <SILENCE>,what do you think of this option: resto_madrid_expensive_french_1stars,<KB> resto_madrid_expensive_french_3stars resto_madrid_expensive_french_7stars ,303
 let's do it,great let me do the reservation,<KB> resto_madrid_expensive_french_3stars resto_madrid_expensive_french_7stars ,303
 hi,hello what can i help you with today,,304
 i'd like to book a table for four in a cheap price range,i'm on it,<KB> resto_bombay_cheap_indian_3stars resto_bombay_cheap_indian_5stars ,304
 <SILENCE>,any preference on a type of cuisine,<KB> resto_bombay_cheap_indian_3stars resto_bombay_cheap_indian_5stars ,304
 i love indian food,where should it be,<KB> resto_bombay_cheap_indian_3stars resto_bombay_cheap_indian_5stars ,304
 in bombay,ok let me look into some options for you,<KB> resto_bombay_cheap_indian_3stars resto_bombay_cheap_indian_5stars ,304
 <SILENCE>,what do you think of this option: resto_bombay_cheap_indian_8stars,<KB> resto_bombay_cheap_indian_3stars resto_bombay_cheap_indian_5stars ,304
 no i don't like that,sure let me find an other option for you,<KB> resto_bombay_cheap_indian_3stars resto_bombay_cheap_indian_5stars ,304
 <SILENCE>,what do you think of this option: resto_bombay_cheap_indian_5stars,<KB> resto_bombay_cheap_indian_3stars resto_bombay_cheap_indian_5stars ,304
 no i don't like that,sure let me find an other option for you,<KB> resto_bombay_cheap_indian_3stars resto_bombay_cheap_indian_5stars ,304
 <SILENCE>,what do you think of this option: resto_bombay_cheap_indian_3stars,<KB> resto_bombay_cheap_indian_3stars resto_bombay_cheap_indian_5stars ,304
 it's perfect,great let me do the reservation,<KB> resto_bombay_cheap_indian_3stars resto_bombay_cheap_indian_5stars ,304
 hi,hello what can i help you with today,,305
 i'd like to book a table in a expensive price range,i'm on it,<KB> resto_madrid_expensive_spanish_5stars resto_madrid_expensive_spanish_6stars ,305
 <SILENCE>,any preference on a type of cuisine,<KB> resto_madrid_expensive_spanish_5stars resto_madrid_expensive_spanish_6stars ,305
 with spanish food,where should it be,<KB> resto_madrid_expensive_spanish_5stars resto_madrid_expensive_spanish_6stars ,305
 madrid please,how many people would be in your party,<KB> resto_madrid_expensive_spanish_5stars resto_madrid_expensive_spanish_6stars ,305
 we will be four,ok let me look into some options for you,<KB> resto_madrid_expensive_spanish_5stars resto_madrid_expensive_spanish_6stars ,305
 <SILENCE>,what do you think of this option: resto_madrid_expensive_spanish_6stars,<KB> resto_madrid_expensive_spanish_5stars resto_madrid_expensive_spanish_6stars ,305
 do you have something else,sure let me find an other option for you,<KB> resto_madrid_expensive_spanish_5stars resto_madrid_expensive_spanish_6stars ,305
 <SILENCE>,what do you think of this option: resto_madrid_expensive_spanish_5stars,<KB> resto_madrid_expensive_spanish_5stars resto_madrid_expensive_spanish_6stars ,305
 that looks great,great let me do the reservation,<KB> resto_madrid_expensive_spanish_5stars resto_madrid_expensive_spanish_6stars ,305
 hi,hello what can i help you with today,,306
 can you book a table for six,i'm on it,<KB> resto_madrid_moderate_indian_2stars resto_madrid_moderate_indian_5stars ,306
 <SILENCE>,any preference on a type of cuisine,<KB> resto_madrid_moderate_indian_2stars resto_madrid_moderate_indian_5stars ,306
 i love indian food,where should it be,<KB> resto_madrid_moderate_indian_2stars resto_madrid_moderate_indian_5stars ,306
 madrid please,which price range are looking for,<KB> resto_madrid_moderate_indian_2stars resto_madrid_moderate_indian_5stars ,306
 i am looking for a moderate restaurant,ok let me look into some options for you,<KB> resto_madrid_moderate_indian_2stars resto_madrid_moderate_indian_5stars ,306
 <SILENCE>,what do you think of this option: resto_madrid_moderate_indian_7stars,<KB> resto_madrid_moderate_indian_2stars resto_madrid_moderate_indian_5stars ,306
 do you have something else,sure let me find an other option for you,<KB> resto_madrid_moderate_indian_2stars resto_madrid_moderate_indian_5stars ,306
 <SILENCE>,what do you think of this option: resto_madrid_moderate_indian_5stars,<KB> resto_madrid_moderate_indian_2stars resto_madrid_moderate_indian_5stars ,306
 that looks great,great let me do the reservation,<KB> resto_madrid_moderate_indian_2stars resto_madrid_moderate_indian_5stars ,306
 hello,hello what can i help you with today,,307
 can you book a table with indian cuisine for two in rome in a expensive price range,i'm on it,<KB> resto_rome_expensive_indian_2stars resto_rome_expensive_indian_8stars ,307
 <SILENCE>,ok let me look into some options for you,<KB> resto_rome_expensive_indian_2stars resto_rome_expensive_indian_8stars ,307
 <SILENCE>,what do you think of this option: resto_rome_expensive_indian_8stars,<KB> resto_rome_expensive_indian_2stars resto_rome_expensive_indian_8stars ,307
 no i don't like that,sure let me find an other option for you,<KB> resto_rome_expensive_indian_2stars resto_rome_expensive_indian_8stars ,307
 <SILENCE>,what do you think of this option: resto_rome_expensive_indian_6stars,<KB> resto_rome_expensive_indian_2stars resto_rome_expensive_indian_8stars ,307
 no this does not work for me,sure let me find an other option for you,<KB> resto_rome_expensive_indian_2stars resto_rome_expensive_indian_8stars ,307
 <SILENCE>,what do you think of this option: resto_rome_expensive_indian_2stars,<KB> resto_rome_expensive_indian_2stars resto_rome_expensive_indian_8stars ,307
 do you have something else,sure let me find an other option for you,<KB> resto_rome_expensive_indian_2stars resto_rome_expensive_indian_8stars ,307
 <SILENCE>,what do you think of this option: resto_rome_expensive_indian_1stars,<KB> resto_rome_expensive_indian_2stars resto_rome_expensive_indian_8stars ,307
 i love that,great let me do the reservation,<KB> resto_rome_expensive_indian_2stars resto_rome_expensive_indian_8stars ,307
 good morning,hello what can i help you with today,,308
 can you make a restaurant reservation in rome,i'm on it,<KB> resto_rome_moderate_french_6stars resto_rome_moderate_french_7stars ,308
 <SILENCE>,any preference on a type of cuisine,<KB> resto_rome_moderate_french_6stars resto_rome_moderate_french_7stars ,308
 with french food,how many people would be in your party,<KB> resto_rome_moderate_french_6stars resto_rome_moderate_french_7stars ,308
 we will be four,which price range are looking for,<KB> resto_rome_moderate_french_6stars resto_rome_moderate_french_7stars ,308
 in a moderate price range please,ok let me look into some options for you,<KB> resto_rome_moderate_french_6stars resto_rome_moderate_french_7stars ,308
 <SILENCE>,what do you think of this option: resto_rome_moderate_french_7stars,<KB> resto_rome_moderate_french_6stars resto_rome_moderate_french_7stars ,308
 no i don't like that,sure let me find an other option for you,<KB> resto_rome_moderate_french_6stars resto_rome_moderate_french_7stars ,308
 <SILENCE>,what do you think of this option: resto_rome_moderate_french_6stars,<KB> resto_rome_moderate_french_6stars resto_rome_moderate_french_7stars ,308
 no i don't like that,sure let me find an other option for you,<KB> resto_rome_moderate_french_6stars resto_rome_moderate_french_7stars ,308
 <SILENCE>,what do you think of this option: resto_rome_moderate_french_3stars,<KB> resto_rome_moderate_french_6stars resto_rome_moderate_french_7stars ,308
 do you have something else,sure let me find an other option for you,<KB> resto_rome_moderate_french_6stars resto_rome_moderate_french_7stars ,308
 <SILENCE>,what do you think of this option: resto_rome_moderate_french_2stars,<KB> resto_rome_moderate_french_6stars resto_rome_moderate_french_7stars ,308
 that looks great,great let me do the reservation,<KB> resto_rome_moderate_french_6stars resto_rome_moderate_french_7stars ,308
 hello,hello what can i help you with today,,309
 may i have a table with spanish food in a cheap price range for two,i'm on it,<KB> resto_madrid_cheap_spanish_1stars resto_madrid_cheap_spanish_6stars ,309
 <SILENCE>,where should it be,<KB> resto_madrid_cheap_spanish_1stars resto_madrid_cheap_spanish_6stars ,309
 madrid please,ok let me look into some options for you,<KB> resto_madrid_cheap_spanish_1stars resto_madrid_cheap_spanish_6stars ,309
 <SILENCE>,what do you think of this option: resto_madrid_cheap_spanish_8stars,<KB> resto_madrid_cheap_spanish_1stars resto_madrid_cheap_spanish_6stars ,309
 that looks great,great let me do the reservation,<KB> resto_madrid_cheap_spanish_1stars resto_madrid_cheap_spanish_6stars ,309
 hello,hello what can i help you with today,,310
 may i have a table,i'm on it,<KB> resto_paris_moderate_spanish_3stars resto_paris_moderate_spanish_8stars ,310
 <SILENCE>,any preference on a type of cuisine,<KB> resto_paris_moderate_spanish_3stars resto_paris_moderate_spanish_8stars ,310
 with spanish cuisine,where should it be,<KB> resto_paris_moderate_spanish_3stars resto_paris_moderate_spanish_8stars ,310
 in paris,how many people would be in your party,<KB> resto_paris_moderate_spanish_3stars resto_paris_moderate_spanish_8stars ,310
 for two please,which price range are looking for,<KB> resto_paris_moderate_spanish_3stars resto_paris_moderate_spanish_8stars ,310
 in a moderate price range please,ok let me look into some options for you,<KB> resto_paris_moderate_spanish_3stars resto_paris_moderate_spanish_8stars ,310
 <SILENCE>,what do you think of this option: resto_paris_moderate_spanish_8stars,<KB> resto_paris_moderate_spanish_3stars resto_paris_moderate_spanish_8stars ,310
 do you have something else,sure let me find an other option for you,<KB> resto_paris_moderate_spanish_3stars resto_paris_moderate_spanish_8stars ,310
 <SILENCE>,what do you think of this option: resto_paris_moderate_spanish_5stars,<KB> resto_paris_moderate_spanish_3stars resto_paris_moderate_spanish_8stars ,310
 no i don't like that,sure let me find an other option for you,<KB> resto_paris_moderate_spanish_3stars resto_paris_moderate_spanish_8stars ,310
 <SILENCE>,what do you think of this option: resto_paris_moderate_spanish_4stars,<KB> resto_paris_moderate_spanish_3stars resto_paris_moderate_spanish_8stars ,310
 let's do it,great let me do the reservation,<KB> resto_paris_moderate_spanish_3stars resto_paris_moderate_spanish_8stars ,310
 hello,hello what can i help you with today,,311
 i'd like to book a table for four people,i'm on it,<KB> resto_bombay_expensive_spanish_1stars resto_bombay_expensive_spanish_5stars ,311
 <SILENCE>,any preference on a type of cuisine,<KB> resto_bombay_expensive_spanish_1stars resto_bombay_expensive_spanish_5stars ,311
 with spanish food,where should it be,<KB> resto_bombay_expensive_spanish_1stars resto_bombay_expensive_spanish_5stars ,311
 in bombay,which price range are looking for,<KB> resto_bombay_expensive_spanish_1stars resto_bombay_expensive_spanish_5stars ,311
 in a expensive price range please,ok let me look into some options for you,<KB> resto_bombay_expensive_spanish_1stars resto_bombay_expensive_spanish_5stars ,311
 <SILENCE>,what do you think of this option: resto_bombay_expensive_spanish_8stars,<KB> resto_bombay_expensive_spanish_1stars resto_bombay_expensive_spanish_5stars ,311
