Call,Response,Count
<SILENCE>,api_call japanese seoul six cheap,197
instead could it be for eight,sure is there anything else to update,197
no,ok let me look into some options for you,197
<SILENCE>,api_call japanese seoul eight cheap,197
thanks,you're welcome,197
can you make a restaurant reservation for two people in a expensive price range in seoul with korean food,i'm on it,198
<SILENCE>,ok let me look into some options for you,198
<SILENCE>,api_call korean seoul two expensive,198
actually i would prefer in beijing,sure is there anything else to update,198
instead could it be in a moderate price range,sure is there anything else to update,198
instead could it be for six,sure is there anything else to update,198
no,ok let me look into some options for you,198
<SILENCE>,api_call korean beijing six moderate,198
 thank you,you're welcome,198
can you make a restaurant reservation in a cheap price range with vietnamese cuisine in seoul for four,i'm on it,199
<SILENCE>,ok let me look into some options for you,199
<SILENCE>,api_call vietnamese seoul four cheap,199
instead could it be in tokyo,sure is there anything else to update,199
no,ok let me look into some options for you,199
<SILENCE>,api_call vietnamese tokyo four cheap,199
you rock,you're welcome,199
may i have a table in beijing with korean cuisine in a moderate price range for six,i'm on it,200
<SILENCE>,ok let me look into some options for you,200
<SILENCE>,api_call korean beijing six moderate,200
instead could it be for eight,sure is there anything else to update,200
no,ok let me look into some options for you,200
<SILENCE>,api_call korean beijing eight moderate,200
thanks,you're welcome,200
can you book a table with korean food for two in seoul in a cheap price range,i'm on it,201
<SILENCE>,ok let me look into some options for you,201
<SILENCE>,api_call korean seoul two cheap,201
instead could it be in a moderate price range,sure is there anything else to update,201
no,ok let me look into some options for you,201
<SILENCE>,api_call korean seoul two moderate,201
thanks,you're welcome,201
i'd like to book a table in a expensive price range in beijing with korean food for six,i'm on it,202
<SILENCE>,ok let me look into some options for you,202
<SILENCE>,api_call korean beijing six expensive,202
instead could it be for four people,sure is there anything else to update,202
no,ok let me look into some options for you,202
<SILENCE>,api_call korean beijing four expensive,202
you rock,you're welcome,202
can you make a restaurant reservation in a cheap price range with korean cuisine for four people in hanoi,i'm on it,203
<SILENCE>,ok let me look into some options for you,203
<SILENCE>,api_call korean hanoi four cheap,203
actually i would prefer in a expensive price range,sure is there anything else to update,203
no,ok let me look into some options for you,203
<SILENCE>,api_call korean hanoi four expensive,203
you rock,you're welcome,203
can you make a restaurant reservation with thai food in bangkok for six in a expensive price range,i'm on it,204
<SILENCE>,ok let me look into some options for you,204
<SILENCE>,api_call thai bangkok six expensive,204
actually i would prefer for two people,sure is there anything else to update,204
instead could it be with japanese food,sure is there anything else to update,204
instead could it be in hanoi,sure is there anything else to update,204
instead could it be in a cheap price range,sure is there anything else to update,204
no,ok let me look into some options for you,204
 <SILENCE>,api_call japanese hanoi two cheap,204
 thank you,you're welcome,204
can you make a restaurant reservation with korean food for six in beijing in a expensive price range,i'm on it,205
<SILENCE>,ok let me look into some options for you,205
<SILENCE>,api_call korean beijing six expensive,205
actually i would prefer in bangkok,sure is there anything else to update,205
no,ok let me look into some options for you,205
<SILENCE>,api_call korean bangkok six expensive,205
thank you,you're welcome,205
may i have a table for six in seoul in a expensive price range with korean food,i'm on it,206
<SILENCE>,ok let me look into some options for you,206
<SILENCE>,api_call korean seoul six expensive,206
instead could it be in a cheap price range,sure is there anything else to update,206
instead could it be with thai cuisine,sure is there anything else to update,206
no,ok let me look into some options for you,206
<SILENCE>,api_call thai seoul six cheap,206
thank you,you're welcome,206
can you make a restaurant reservation in hanoi with cantonese cuisine for four in a moderate price range,i'm on it,207
<SILENCE>,ok let me look into some options for you,207
<SILENCE>,api_call cantonese hanoi four moderate,207
instead could it be for two,sure is there anything else to update,207
actually i would prefer in bangkok,sure is there anything else to update,207
no,ok let me look into some options for you,207
<SILENCE>,api_call cantonese bangkok two moderate,207
thanks,you're welcome,207
i'd like to book a table for two people with vietnamese cuisine in seoul in a cheap price range,i'm on it,208
<SILENCE>,ok let me look into some options for you,208
<SILENCE>,api_call vietnamese seoul two cheap,208
actually i would prefer in a moderate price range,sure is there anything else to update,208
actually i would prefer with cantonese cuisine,sure is there anything else to update,208
instead could it be in bangkok,sure is there anything else to update,208
instead could it be for six people,sure is there anything else to update,208
no,ok let me look into some options for you,208
 <SILENCE>,api_call cantonese bangkok six moderate,208
 thanks,you're welcome,208
i'd like to book a table for four people in a moderate price range with japanese cuisine in hanoi,i'm on it,209
<SILENCE>,ok let me look into some options for you,209
<SILENCE>,api_call japanese hanoi four moderate,209
instead could it be in tokyo,sure is there anything else to update,209
actually i would prefer with cantonese cuisine,sure is there anything else to update,209
no,ok let me look into some options for you,209
<SILENCE>,api_call cantonese tokyo four moderate,209
thanks,you're welcome,209
may i have a table with japanese food in tokyo in a moderate price range for eight,i'm on it,210
<SILENCE>,ok let me look into some options for you,210
<SILENCE>,api_call japanese tokyo eight moderate,210
actually i would prefer in bangkok,sure is there anything else to update,210
instead could it be in a cheap price range,sure is there anything else to update,210
actually i would prefer with vietnamese cuisine,sure is there anything else to update,210
instead could it be for two people,sure is there anything else to update,210
no,ok let me look into some options for you,210
 <SILENCE>,api_call vietnamese bangkok two cheap,210
 thanks,you're welcome,210
can you book a table in a expensive price range for eight with cantonese cuisine in bangkok,i'm on it,211
<SILENCE>,ok let me look into some options for you,211
<SILENCE>,api_call cantonese bangkok eight expensive,211
instead could it be in a moderate price range,sure is there anything else to update,211
instead could it be in seoul,sure is there anything else to update,211
no,ok let me look into some options for you,211
<SILENCE>,api_call cantonese seoul eight moderate,211
thanks,you're welcome,211
can you book a table in a moderate price range in bangkok with vietnamese cuisine for two,i'm on it,212
<SILENCE>,ok let me look into some options for you,212
<SILENCE>,api_call vietnamese bangkok two moderate,212
instead could it be with japanese cuisine,sure is there anything else to update,212
instead could it be in a cheap price range,sure is there anything else to update,212
no,ok let me look into some options for you,212
<SILENCE>,api_call japanese bangkok two cheap,212
thank you,you're welcome,212
can you book a table in a cheap price range in seoul for eight with vietnamese food,i'm on it,213
<SILENCE>,ok let me look into some options for you,213
<SILENCE>,api_call vietnamese seoul eight cheap,213
actually i would prefer with cantonese food,sure is there anything else to update,213
no,ok let me look into some options for you,213
<SILENCE>,api_call cantonese seoul eight cheap,213
you rock,you're welcome,213
i'd like to book a table in a expensive price range with cantonese food for two in tokyo,i'm on it,214
<SILENCE>,ok let me look into some options for you,214
<SILENCE>,api_call cantonese tokyo two expensive,214
instead could it be with vietnamese food,sure is there anything else to update,214
actually i would prefer for six people,sure is there anything else to update,214
no,ok let me look into some options for you,214
<SILENCE>,api_call vietnamese tokyo six expensive,214
thank you,you're welcome,214
may i have a table for two in a moderate price range in seoul with japanese cuisine,i'm on it,215
<SILENCE>,ok let me look into some options for you,215
<SILENCE>,api_call japanese seoul two moderate,215
instead could it be with vietnamese cuisine,sure is there anything else to update,215
no,ok let me look into some options for you,215
<SILENCE>,api_call vietnamese seoul two moderate,215
you rock,you're welcome,215
can you book a table with japanese food in a expensive price range for four in seoul,i'm on it,216
<SILENCE>,ok let me look into some options for you,216
<SILENCE>,api_call japanese seoul four expensive,216
instead could it be in tokyo,sure is there anything else to update,216
instead could it be with thai cuisine,sure is there anything else to update,216
no,ok let me look into some options for you,216
<SILENCE>,api_call thai tokyo four expensive,216
thanks,you're welcome,216
can you book a table with cantonese food in bangkok for eight in a moderate price range,i'm on it,217
<SILENCE>,ok let me look into some options for you,217
<SILENCE>,api_call cantonese bangkok eight moderate,217
actually i would prefer for four people,sure is there anything else to update,217
instead could it be with japanese cuisine,sure is there anything else to update,217
actually i would prefer in a cheap price range,sure is there anything else to update,217
actually i would prefer in hanoi,sure is there anything else to update,217
no,ok let me look into some options for you,217
 <SILENCE>,api_call japanese hanoi four cheap,217
 thanks,you're welcome,217
can you make a restaurant reservation with japanese cuisine for six in a cheap price range in seoul,i'm on it,218
<SILENCE>,ok let me look into some options for you,218
<SILENCE>,api_call japanese seoul six cheap,218
actually i would prefer for eight people,sure is there anything else to update,218
instead could it be in a expensive price range,sure is there anything else to update,218
actually i would prefer with vietnamese cuisine,sure is there anything else to update,218
actually i would prefer in tokyo,sure is there anything else to update,218
no,ok let me look into some options for you,218
 <SILENCE>,api_call vietnamese tokyo eight expensive,218
 thank you,you're welcome,218
may i have a table for four with vietnamese food in a cheap price range in tokyo,i'm on it,219
<SILENCE>,ok let me look into some options for you,219
<SILENCE>,api_call vietnamese tokyo four cheap,219
instead could it be for six people,sure is there anything else to update,219
no,ok let me look into some options for you,219
<SILENCE>,api_call vietnamese tokyo six cheap,219
thank you,you're welcome,219
i'd like to book a table in a moderate price range for six people with korean cuisine in seoul,i'm on it,220
<SILENCE>,ok let me look into some options for you,220
<SILENCE>,api_call korean seoul six moderate,220
actually i would prefer for two,sure is there anything else to update,220
actually i would prefer in bangkok,sure is there anything else to update,220
actually i would prefer with cantonese food,sure is there anything else to update,220
no,ok let me look into some options for you,220
<SILENCE>,api_call cantonese bangkok two moderate,220
 thanks,you're welcome,220
may i have a table in tokyo in a expensive price range for two with cantonese food,i'm on it,221
<SILENCE>,ok let me look into some options for you,221
<SILENCE>,api_call cantonese tokyo two expensive,221
actually i would prefer with thai cuisine,sure is there anything else to update,221
actually i would prefer for six people,sure is there anything else to update,221
no,ok let me look into some options for you,221
<SILENCE>,api_call thai tokyo six expensive,221
thank you,you're welcome,221
can you book a table with thai food in a cheap price range for two in hanoi,i'm on it,222
<SILENCE>,ok let me look into some options for you,222
<SILENCE>,api_call thai hanoi two cheap,222
actually i would prefer in a expensive price range,sure is there anything else to update,222
actually i would prefer in seoul,sure is there anything else to update,222
actually i would prefer for four,sure is there anything else to update,222
actually i would prefer with korean cuisine,sure is there anything else to update,222
no,ok let me look into some options for you,222
 <SILENCE>,api_call korean seoul four expensive,222
 you rock,you're welcome,222
can you book a table in a cheap price range for six people with cantonese cuisine in seoul,i'm on it,223
<SILENCE>,ok let me look into some options for you,223
<SILENCE>,api_call cantonese seoul six cheap,223
actually i would prefer with thai food,sure is there anything else to update,223
actually i would prefer in a expensive price range,sure is there anything else to update,223
instead could it be in beijing,sure is there anything else to update,223
no,ok let me look into some options for you,223
<SILENCE>,api_call thai beijing six expensive,223
 thanks,you're welcome,223
can you book a table in bangkok with korean food for four in a expensive price range,i'm on it,224
<SILENCE>,ok let me look into some options for you,224
<SILENCE>,api_call korean bangkok four expensive,224
actually i would prefer in a cheap price range,sure is there anything else to update,224
instead could it be in hanoi,sure is there anything else to update,224
actually i would prefer with japanese cuisine,sure is there anything else to update,224
no,ok let me look into some options for you,224
<SILENCE>,api_call japanese hanoi four cheap,224
 you rock,you're welcome,224
may i have a table with japanese cuisine in a moderate price range in tokyo for eight people,i'm on it,225
<SILENCE>,ok let me look into some options for you,225
<SILENCE>,api_call japanese tokyo eight moderate,225
instead could it be for two,sure is there anything else to update,225
instead could it be in a expensive price range,sure is there anything else to update,225
no,ok let me look into some options for you,225
<SILENCE>,api_call japanese tokyo two expensive,225
thank you,you're welcome,225
can you book a table in a moderate price range with japanese cuisine for four people in seoul,i'm on it,226
<SILENCE>,ok let me look into some options for you,226
<SILENCE>,api_call japanese seoul four moderate,226
instead could it be for eight,sure is there anything else to update,226
actually i would prefer with korean food,sure is there anything else to update,226
actually i would prefer in a cheap price range,sure is there anything else to update,226
actually i would prefer in tokyo,sure is there anything else to update,226
no,ok let me look into some options for you,226
 <SILENCE>,api_call korean tokyo eight cheap,226
 thanks,you're welcome,226
can you make a restaurant reservation in seoul in a moderate price range with korean food for six,i'm on it,227
<SILENCE>,ok let me look into some options for you,227
<SILENCE>,api_call korean seoul six moderate,227
actually i would prefer with japanese cuisine,sure is there anything else to update,227
instead could it be in beijing,sure is there anything else to update,227
actually i would prefer in a cheap price range,sure is there anything else to update,227
actually i would prefer for two,sure is there anything else to update,227
no,ok let me look into some options for you,227
 <SILENCE>,api_call japanese beijing two cheap,227
 thank you,you're welcome,227
i'd like to book a table with cantonese food in a moderate price range in seoul for four people,i'm on it,228
<SILENCE>,ok let me look into some options for you,228
<SILENCE>,api_call cantonese seoul four moderate,228
instead could it be with japanese food,sure is there anything else to update,228
no,ok let me look into some options for you,228
<SILENCE>,api_call japanese seoul four moderate,228
thanks,you're welcome,228
can you make a restaurant reservation for six people in a cheap price range in seoul with japanese food,i'm on it,229
<SILENCE>,ok let me look into some options for you,229
<SILENCE>,api_call japanese seoul six cheap,229
instead could it be with thai cuisine,sure is there anything else to update,229
actually i would prefer in a expensive price range,sure is there anything else to update,229
actually i would prefer for four people,sure is there anything else to update,229
no,ok let me look into some options for you,229
<SILENCE>,api_call thai seoul four expensive,229
 thank you,you're welcome,229
can you make a restaurant reservation with vietnamese food in hanoi for four people in a expensive price range,i'm on it,230
<SILENCE>,ok let me look into some options for you,230
<SILENCE>,api_call vietnamese hanoi four expensive,230
actually i would prefer in a moderate price range,sure is there anything else to update,230
instead could it be in bangkok,sure is there anything else to update,230
instead could it be with korean food,sure is there anything else to update,230
actually i would prefer for two,sure is there anything else to update,230
no,ok let me look into some options for you,230
 <SILENCE>,api_call korean bangkok two moderate,230
 thanks,you're welcome,230
can you make a restaurant reservation with cantonese food in bangkok for six in a cheap price range,i'm on it,231
<SILENCE>,ok let me look into some options for you,231
<SILENCE>,api_call cantonese bangkok six cheap,231
actually i would prefer for eight,sure is there anything else to update,231
instead could it be in a moderate price range,sure is there anything else to update,231
actually i would prefer with korean food,sure is there anything else to update,231
actually i would prefer in tokyo,sure is there anything else to update,231
no,ok let me look into some options for you,231
 <SILENCE>,api_call korean tokyo eight moderate,231
 thank you,you're welcome,231
can you book a table in hanoi with korean food for four people in a moderate price range,i'm on it,232
<SILENCE>,ok let me look into some options for you,232
<SILENCE>,api_call korean hanoi four moderate,232
actually i would prefer in a cheap price range,sure is there anything else to update,232
instead could it be for eight people,sure is there anything else to update,232
actually i would prefer with cantonese food,sure is there anything else to update,232
no,ok let me look into some options for you,232
<SILENCE>,api_call cantonese hanoi eight cheap,232
 you rock,you're welcome,232
can you book a table for eight in a expensive price range in tokyo with korean food,i'm on it,233
<SILENCE>,ok let me look into some options for you,233
<SILENCE>,api_call korean tokyo eight expensive,233
actually i would prefer with thai food,sure is there anything else to update,233
actually i would prefer in a moderate price range,sure is there anything else to update,233
instead could it be in beijing,sure is there anything else to update,233
no,ok let me look into some options for you,233
<SILENCE>,api_call thai beijing eight moderate,233
 you rock,you're welcome,233
can you make a restaurant reservation in a expensive price range with cantonese food in seoul for six,i'm on it,234
<SILENCE>,ok let me look into some options for you,234
<SILENCE>,api_call cantonese seoul six expensive,234
actually i would prefer in a moderate price range,sure is there anything else to update,234
actually i would prefer in bangkok,sure is there anything else to update,234
no,ok let me look into some options for you,234
<SILENCE>,api_call cantonese bangkok six moderate,234
you rock,you're welcome,234
can you book a table with cantonese food in seoul in a cheap price range for six people,i'm on it,235
<SILENCE>,ok let me look into some options for you,235
<SILENCE>,api_call cantonese seoul six cheap,235
actually i would prefer in a expensive price range,sure is there anything else to update,235
no,ok let me look into some options for you,235
<SILENCE>,api_call cantonese seoul six expensive,235
you rock,you're welcome,235
can you make a restaurant reservation in hanoi in a moderate price range for two with korean cuisine,i'm on it,236
<SILENCE>,ok let me look into some options for you,236
<SILENCE>,api_call korean hanoi two moderate,236
instead could it be with japanese cuisine,sure is there anything else to update,236
actually i would prefer in a cheap price range,sure is there anything else to update,236
no,ok let me look into some options for you,236
<SILENCE>,api_call japanese hanoi two cheap,236
you rock,you're welcome,236
may i have a table in a moderate price range for two people with thai cuisine in hanoi,i'm on it,237
<SILENCE>,ok let me look into some options for you,237
<SILENCE>,api_call thai hanoi two moderate,237
instead could it be in beijing,sure is there anything else to update,237
no,ok let me look into some options for you,237
<SILENCE>,api_call thai beijing two moderate,237
thank you,you're welcome,237
i'd like to book a table for eight people in tokyo with thai cuisine in a moderate price range,i'm on it,238
<SILENCE>,ok let me look into some options for you,238
<SILENCE>,api_call thai tokyo eight moderate,238
actually i would prefer for four,sure is there anything else to update,238
actually i would prefer in a cheap price range,sure is there anything else to update,238
instead could it be with japanese cuisine,sure is there anything else to update,238
instead could it be in bangkok,sure is there anything else to update,238
no,ok let me look into some options for you,238
 <SILENCE>,api_call japanese bangkok four cheap,238
 thank you,you're welcome,238
can you book a table for eight people in tokyo in a expensive price range with korean cuisine,i'm on it,239
<SILENCE>,ok let me look into some options for you,239
<SILENCE>,api_call korean tokyo eight expensive,239
actually i would prefer with vietnamese cuisine,sure is there anything else to update,239
no,ok let me look into some options for you,239
<SILENCE>,api_call vietnamese tokyo eight expensive,239
you rock,you're welcome,239
i'd like to book a table with cantonese food for eight people in a moderate price range in beijing,i'm on it,240
<SILENCE>,ok let me look into some options for you,240
<SILENCE>,api_call cantonese beijing eight moderate,240
instead could it be in a cheap price range,sure is there anything else to update,240
instead could it be in hanoi,sure is there anything else to update,240
no,ok let me look into some options for you,240
<SILENCE>,api_call cantonese hanoi eight cheap,240
thanks,you're welcome,240
can you make a restaurant reservation in seoul for four people in a cheap price range with japanese food,i'm on it,241
<SILENCE>,ok let me look into some options for you,241
<SILENCE>,api_call japanese seoul four cheap,241
instead could it be in bangkok,sure is there anything else to update,241
actually i would prefer with vietnamese food,sure is there anything else to update,241
no,ok let me look into some options for you,241
<SILENCE>,api_call vietnamese bangkok four cheap,241
you rock,you're welcome,241
can you book a table for eight in hanoi with cantonese food in a cheap price range,i'm on it,242
<SILENCE>,ok let me look into some options for you,242
<SILENCE>,api_call cantonese hanoi eight cheap,242
actually i would prefer in a moderate price range,sure is there anything else to update,242
no,ok let me look into some options for you,242
<SILENCE>,api_call cantonese hanoi eight moderate,242
thank you,you're welcome,242
may i have a table in a cheap price range in hanoi for eight with korean food,i'm on it,243
<SILENCE>,ok let me look into some options for you,243
<SILENCE>,api_call korean hanoi eight cheap,243
actually i would prefer in beijing,sure is there anything else to update,243
actually i would prefer with thai cuisine,sure is there anything else to update,243
instead could it be in a moderate price range,sure is there anything else to update,243
no,ok let me look into some options for you,243
<SILENCE>,api_call thai beijing eight moderate,243
 thank you,you're welcome,243
can you make a restaurant reservation in seoul for six people with cantonese food in a moderate price range,i'm on it,244
<SILENCE>,ok let me look into some options for you,244
<SILENCE>,api_call cantonese seoul six moderate,244
actually i would prefer in a expensive price range,sure is there anything else to update,244
actually i would prefer for two,sure is there anything else to update,244
instead could it be with korean cuisine,sure is there anything else to update,244
instead could it be in beijing,sure is there anything else to update,244
no,ok let me look into some options for you,244
 <SILENCE>,api_call korean beijing two expensive,244
 you rock,you're welcome,244
may i have a table in a cheap price range for four people with thai cuisine in beijing,i'm on it,245
<SILENCE>,ok let me look into some options for you,245
<SILENCE>,api_call thai beijing four cheap,245
actually i would prefer in a moderate price range,sure is there anything else to update,245
actually i would prefer with korean cuisine,sure is there anything else to update,245
actually i would prefer for six people,sure is there anything else to update,245
actually i would prefer in hanoi,sure is there anything else to update,245
no,ok let me look into some options for you,245
 <SILENCE>,api_call korean hanoi six moderate,245
 thanks,you're welcome,245
may i have a table for six people in a moderate price range in hanoi with vietnamese cuisine,i'm on it,246
<SILENCE>,ok let me look into some options for you,246
<SILENCE>,api_call vietnamese hanoi six moderate,246
instead could it be in a cheap price range,sure is there anything else to update,246
actually i would prefer for four,sure is there anything else to update,246
actually i would prefer in tokyo,sure is there anything else to update,246
instead could it be with japanese cuisine,sure is there anything else to update,246
no,ok let me look into some options for you,246
 <SILENCE>,api_call japanese tokyo four cheap,246
 you rock,you're welcome,246
can you make a restaurant reservation in tokyo for four in a moderate price range with thai food,i'm on it,247
<SILENCE>,ok let me look into some options for you,247
<SILENCE>,api_call thai tokyo four moderate,247
actually i would prefer in a expensive price range,sure is there anything else to update,247
instead could it be in hanoi,sure is there anything else to update,247
instead could it be for eight people,sure is there anything else to update,247
no,ok let me look into some options for you,247
<SILENCE>,api_call thai hanoi eight expensive,247
 thanks,you're welcome,247
i'd like to book a table for eight with vietnamese food in a expensive price range in hanoi,i'm on it,248
<SILENCE>,ok let me look into some options for you,248
<SILENCE>,api_call vietnamese hanoi eight expensive,248
instead could it be in seoul,sure is there anything else to update,248
instead could it be for six,sure is there anything else to update,248
instead could it be with korean food,sure is there anything else to update,248
no,ok let me look into some options for you,248
<SILENCE>,api_call korean seoul six expensive,248
 thank you,you're welcome,248
can you book a table with cantonese food in seoul for six people in a moderate price range,i'm on it,249
<SILENCE>,ok let me look into some options for you,249
<SILENCE>,api_call cantonese seoul six moderate,249
instead could it be for four people,sure is there anything else to update,249
instead could it be with japanese cuisine,sure is there anything else to update,249
actually i would prefer in a expensive price range,sure is there anything else to update,249
instead could it be in hanoi,sure is there anything else to update,249
no,ok let me look into some options for you,249
 <SILENCE>,api_call japanese hanoi four expensive,249
 you rock,you're welcome,249
i'd like to book a table in tokyo for eight in a moderate price range with cantonese cuisine,i'm on it,250
<SILENCE>,ok let me look into some options for you,250
<SILENCE>,api_call cantonese tokyo eight moderate,250
instead could it be in seoul,sure is there anything else to update,250
actually i would prefer with vietnamese food,sure is there anything else to update,250
actually i would prefer for four,sure is there anything else to update,250
no,ok let me look into some options for you,250
<SILENCE>,api_call vietnamese seoul four moderate,250
 thank you,you're welcome,250
i'd like to book a table with korean food for eight people in a moderate price range in beijing,i'm on it,251
<SILENCE>,ok let me look into some options for you,251
<SILENCE>,api_call korean beijing eight moderate,251
actually i would prefer with japanese cuisine,sure is there anything else to update,251
actually i would prefer for four people,sure is there anything else to update,251
instead could it be in bangkok,sure is there anything else to update,251
no,ok let me look into some options for you,251
<SILENCE>,api_call japanese bangkok four moderate,251
 thank you,you're welcome,251
can you make a restaurant reservation in hanoi with cantonese food in a moderate price range for two,i'm on it,252
<SILENCE>,ok let me look into some options for you,252
<SILENCE>,api_call cantonese hanoi two moderate,252
instead could it be with thai cuisine,sure is there anything else to update,252
instead could it be for eight people,sure is there anything else to update,252
instead could it be in beijing,sure is there anything else to update,252
no,ok let me look into some options for you,252
<SILENCE>,api_call thai beijing eight moderate,252
 you rock,you're welcome,252
may i have a table for four in a expensive price range with korean food in bangkok,i'm on it,253
<SILENCE>,ok let me look into some options for you,253
<SILENCE>,api_call korean bangkok four expensive,253
actually i would prefer with vietnamese cuisine,sure is there anything else to update,253
actually i would prefer for eight people,sure is there anything else to update,253
no,ok let me look into some options for you,253
<SILENCE>,api_call vietnamese bangkok eight expensive,253
thanks,you're welcome,253
can you make a restaurant reservation in a cheap price range for six in bangkok with japanese cuisine,i'm on it,254
<SILENCE>,ok let me look into some options for you,254
<SILENCE>,api_call japanese bangkok six cheap,254
actually i would prefer in a expensive price range,sure is there anything else to update,254
no,ok let me look into some options for you,254
<SILENCE>,api_call japanese bangkok six expensive,254
thanks,you're welcome,254
may i have a table with thai cuisine in bangkok for six people in a expensive price range,i'm on it,255
<SILENCE>,ok let me look into some options for you,255
<SILENCE>,api_call thai bangkok six expensive,255
actually i would prefer in a moderate price range,sure is there anything else to update,255
actually i would prefer with vietnamese food,sure is there anything else to update,255
actually i would prefer in tokyo,sure is there anything else to update,255
no,ok let me look into some options for you,255
<SILENCE>,api_call vietnamese tokyo six moderate,255
 you rock,you're welcome,255
can you book a table for eight with japanese food in a cheap price range in bangkok,i'm on it,256
<SILENCE>,ok let me look into some options for you,256
<SILENCE>,api_call japanese bangkok eight cheap,256
actually i would prefer with thai food,sure is there anything else to update,256
actually i would prefer in a moderate price range,sure is there anything else to update,256
no,ok let me look into some options for you,256
<SILENCE>,api_call thai bangkok eight moderate,256
thank you,you're welcome,256
may i have a table with cantonese food in tokyo for six in a cheap price range,i'm on it,257
<SILENCE>,ok let me look into some options for you,257
<SILENCE>,api_call cantonese tokyo six cheap,257
actually i would prefer for eight people,sure is there anything else to update,257
actually i would prefer with thai food,sure is there anything else to update,257
actually i would prefer in beijing,sure is there anything else to update,257
no,ok let me look into some options for you,257
<SILENCE>,api_call thai beijing eight cheap,257
 thanks,you're welcome,257
i'd like to book a table in a expensive price range in beijing with korean cuisine for six people,i'm on it,258
<SILENCE>,ok let me look into some options for you,258
<SILENCE>,api_call korean beijing six expensive,258
instead could it be in a moderate price range,sure is there anything else to update,258
instead could it be in hanoi,sure is there anything else to update,258
actually i would prefer with thai cuisine,sure is there anything else to update,258
actually i would prefer for four,sure is there anything else to update,258
no,ok let me look into some options for you,258
 <SILENCE>,api_call thai hanoi four moderate,258
 you rock,you're welcome,258
can you make a restaurant reservation in a cheap price range in bangkok with japanese cuisine for eight people,i'm on it,259
<SILENCE>,ok let me look into some options for you,259
<SILENCE>,api_call japanese bangkok eight cheap,259
instead could it be for two people,sure is there anything else to update,259
instead could it be with korean food,sure is there anything else to update,259
actually i would prefer in a expensive price range,sure is there anything else to update,259
actually i would prefer in hanoi,sure is there anything else to update,259
no,ok let me look into some options for you,259
 <SILENCE>,api_call korean hanoi two expensive,259
 thanks,you're welcome,259
may i have a table in a expensive price range with cantonese cuisine in beijing for six people,i'm on it,260
<SILENCE>,ok let me look into some options for you,260
<SILENCE>,api_call cantonese beijing six expensive,260
actually i would prefer in a moderate price range,sure is there anything else to update,260
actually i would prefer in bangkok,sure is there anything else to update,260
no,ok let me look into some options for you,260
<SILENCE>,api_call cantonese bangkok six moderate,260
you rock,you're welcome,260
can you book a table in a cheap price range in hanoi for six with vietnamese food,i'm on it,261
<SILENCE>,ok let me look into some options for you,261
<SILENCE>,api_call vietnamese hanoi six cheap,261
instead could it be with cantonese food,sure is there anything else to update,261
actually i would prefer in seoul,sure is there anything else to update,261
instead could it be for eight people,sure is there anything else to update,261
instead could it be in a moderate price range,sure is there anything else to update,261
no,ok let me look into some options for you,261
 <SILENCE>,api_call cantonese seoul eight moderate,261
 thank you,you're welcome,261
i'd like to book a table in hanoi in a cheap price range with cantonese food for two people,i'm on it,262
<SILENCE>,ok let me look into some options for you,262
<SILENCE>,api_call cantonese hanoi two cheap,262
actually i would prefer with korean cuisine,sure is there anything else to update,262
instead could it be in a expensive price range,sure is there anything else to update,262
instead could it be for four,sure is there anything else to update,262
instead could it be in beijing,sure is there anything else to update,262
no,ok let me look into some options for you,262
 <SILENCE>,api_call korean beijing four expensive,262
 thank you,you're welcome,262
may i have a table in a moderate price range for two in hanoi with cantonese food,i'm on it,263
<SILENCE>,ok let me look into some options for you,263
<SILENCE>,api_call cantonese hanoi two moderate,263
instead could it be in a expensive price range,sure is there anything else to update,263
instead could it be for six,sure is there anything else to update,263
actually i would prefer with japanese cuisine,sure is there anything else to update,263
instead could it be in seoul,sure is there anything else to update,263
no,ok let me look into some options for you,263
 <SILENCE>,api_call japanese seoul six expensive,263
 you rock,you're welcome,263
i'd like to book a table in a expensive price range for eight with korean cuisine in beijing,i'm on it,264
<SILENCE>,ok let me look into some options for you,264
<SILENCE>,api_call korean beijing eight expensive,264
instead could it be in a moderate price range,sure is there anything else to update,264
instead could it be with thai food,sure is there anything else to update,264
no,ok let me look into some options for you,264
<SILENCE>,api_call thai beijing eight moderate,264
thanks,you're welcome,264
can you book a table in a expensive price range for four people with vietnamese cuisine in hanoi,i'm on it,265
<SILENCE>,ok let me look into some options for you,265
<SILENCE>,api_call vietnamese hanoi four expensive,265
actually i would prefer for six people,sure is there anything else to update,265
no,ok let me look into some options for you,265
<SILENCE>,api_call vietnamese hanoi six expensive,265
you rock,you're welcome,265
may i have a table for six people in a moderate price range with korean food in beijing,i'm on it,266
<SILENCE>,ok let me look into some options for you,266
<SILENCE>,api_call korean beijing six moderate,266
instead could it be in a expensive price range,sure is there anything else to update,266
instead could it be in bangkok,sure is there anything else to update,266
no,ok let me look into some options for you,266
<SILENCE>,api_call korean bangkok six expensive,266
thank you,you're welcome,266
can you book a table for two in bangkok in a moderate price range with vietnamese food,i'm on it,267
<SILENCE>,ok let me look into some options for you,267
<SILENCE>,api_call vietnamese bangkok two moderate,267
actually i would prefer for eight,sure is there anything else to update,267
no,ok let me look into some options for you,267
<SILENCE>,api_call vietnamese bangkok eight moderate,267
you rock,you're welcome,267
