Call,Response,Count
<SILENCE>,api_call french london two cheap,190
can you book a table in paris for eight people with british food in a expensive price range,i'm on it,191
<SILENCE>,ok let me look into some options for you,191
<SILENCE>,api_call british paris eight expensive,191
can you book a table with french cuisine for four in london in a cheap price range,i'm on it,192
<SILENCE>,ok let me look into some options for you,192
<SILENCE>,api_call french london four cheap,192
i'd like to book a table with spanish food,i'm on it,193
<SILENCE>,where should it be,193
rome please,how many people would be in your party,193
for eight people please,which price range are looking for,193
i am looking for a expensive restaurant,ok let me look into some options for you,193
<SILENCE>,api_call spanish rome eight expensive,193
may i have a table in madrid,i'm on it,194
<SILENCE>,any preference on a type of cuisine,194
with spanish food,how many people would be in your party,194
for four please,which price range are looking for,194
in a cheap price range please,ok let me look into some options for you,194
<SILENCE>,api_call spanish madrid four cheap,194
may i have a table for two people in london,i'm on it,195
<SILENCE>,any preference on a type of cuisine,195
with british food,which price range are looking for,195
in a expensive price range please,ok let me look into some options for you,195
<SILENCE>,api_call british london two expensive,195
may i have a table in a expensive price range with italian cuisine in paris,i'm on it,196
<SILENCE>,how many people would be in your party,196
for six people please,ok let me look into some options for you,196
<SILENCE>,api_call italian paris six expensive,196
i'd like to book a table with french cuisine for eight people,i'm on it,197
<SILENCE>,where should it be,197
paris please,which price range are looking for,197
i am looking for a moderate restaurant,ok let me look into some options for you,197
<SILENCE>,api_call french paris eight moderate,197
i'd like to book a table in paris for six people in a cheap price range,i'm on it,198
<SILENCE>,any preference on a type of cuisine,198
i love spanish food,ok let me look into some options for you,198
<SILENCE>,api_call spanish paris six cheap,198
i'd like to book a table,i'm on it,199
<SILENCE>,any preference on a type of cuisine,199
i love british food,where should it be,199
paris please,how many people would be in your party,199
for four people please,which price range are looking for,199
i am looking for a expensive restaurant,ok let me look into some options for you,199
<SILENCE>,api_call british paris four expensive,199
may i have a table,i'm on it,200
<SILENCE>,any preference on a type of cuisine,200
with british food,where should it be,200
madrid please,how many people would be in your party,200
we will be six,which price range are looking for,200
in a cheap price range please,ok let me look into some options for you,200
<SILENCE>,api_call british madrid six cheap,200
can you book a table with spanish cuisine in a moderate price range for eight people,i'm on it,201
<SILENCE>,where should it be,201
london please,ok let me look into some options for you,201
<SILENCE>,api_call spanish london eight moderate,201
i'd like to book a table,i'm on it,202
<SILENCE>,any preference on a type of cuisine,202
with french cuisine,where should it be,202
in paris,how many people would be in your party,202
for two people please,which price range are looking for,202
i am looking for a cheap restaurant,ok let me look into some options for you,202
<SILENCE>,api_call french paris two cheap,202
can you make a restaurant reservation in a moderate price range for two with spanish cuisine,i'm on it,203
<SILENCE>,where should it be,203
in london,ok let me look into some options for you,203
<SILENCE>,api_call spanish london two moderate,203
i'd like to book a table in bombay in a cheap price range with italian food,i'm on it,204
<SILENCE>,how many people would be in your party,204
for two people please,ok let me look into some options for you,204
<SILENCE>,api_call italian bombay two cheap,204
can you book a table in london for two,i'm on it,205
<SILENCE>,any preference on a type of cuisine,205
with british food,which price range are looking for,205
in a cheap price range please,ok let me look into some options for you,205
<SILENCE>,api_call british london two cheap,205
may i have a table with british food,i'm on it,206
<SILENCE>,where should it be,206
in paris,how many people would be in your party,206
we will be eight,which price range are looking for,206
i am looking for a moderate restaurant,ok let me look into some options for you,206
<SILENCE>,api_call british paris eight moderate,206
can you make a restaurant reservation with spanish food in london in a expensive price range for six,i'm on it,207
<SILENCE>,ok let me look into some options for you,207
<SILENCE>,api_call spanish london six expensive,207
i'd like to book a table with spanish cuisine in london in a moderate price range for two,i'm on it,208
<SILENCE>,ok let me look into some options for you,208
<SILENCE>,api_call spanish london two moderate,208
can you book a table for four people in bombay with indian food,i'm on it,209
<SILENCE>,which price range are looking for,209
in a moderate price range please,ok let me look into some options for you,209
<SILENCE>,api_call indian bombay four moderate,209
may i have a table in paris,i'm on it,210
<SILENCE>,any preference on a type of cuisine,210
with italian food,how many people would be in your party,210
for six people please,which price range are looking for,210
in a cheap price range please,ok let me look into some options for you,210
<SILENCE>,api_call italian paris six cheap,210
can you make a restaurant reservation,i'm on it,211
<SILENCE>,any preference on a type of cuisine,211
i love british food,where should it be,211
in madrid,how many people would be in your party,211
we will be eight,which price range are looking for,211
i am looking for a moderate restaurant,ok let me look into some options for you,211
<SILENCE>,api_call british madrid eight moderate,211
i'd like to book a table in madrid with indian cuisine for four people in a moderate price range,i'm on it,212
<SILENCE>,ok let me look into some options for you,212
<SILENCE>,api_call indian madrid four moderate,212
i'd like to book a table in a expensive price range with spanish cuisine,i'm on it,213
<SILENCE>,where should it be,213
in rome,how many people would be in your party,213
for four please,ok let me look into some options for you,213
<SILENCE>,api_call spanish rome four expensive,213
can you book a table with british cuisine for eight in paris,i'm on it,214
<SILENCE>,which price range are looking for,214
i am looking for a moderate restaurant,ok let me look into some options for you,214
<SILENCE>,api_call british paris eight moderate,214
can you make a restaurant reservation,i'm on it,215
<SILENCE>,any preference on a type of cuisine,215
i love spanish food,where should it be,215
rome please,how many people would be in your party,215
for eight please,which price range are looking for,215
in a expensive price range please,ok let me look into some options for you,215
<SILENCE>,api_call spanish rome eight expensive,215
can you book a table,i'm on it,216
<SILENCE>,any preference on a type of cuisine,216
with spanish cuisine,where should it be,216
rome please,how many people would be in your party,216
for four people please,which price range are looking for,216
i am looking for a expensive restaurant,ok let me look into some options for you,216
<SILENCE>,api_call spanish rome four expensive,216
can you make a restaurant reservation in madrid with indian cuisine for four,i'm on it,217
<SILENCE>,which price range are looking for,217
i am looking for a moderate restaurant,ok let me look into some options for you,217
<SILENCE>,api_call indian madrid four moderate,217
can you book a table in a cheap price range,i'm on it,218
<SILENCE>,any preference on a type of cuisine,218
i love spanish food,where should it be,218
in madrid,how many people would be in your party,218
for eight people please,ok let me look into some options for you,218
<SILENCE>,api_call spanish madrid eight cheap,218
i'd like to book a table with indian cuisine,i'm on it,219
<SILENCE>,where should it be,219
paris please,how many people would be in your party,219
we will be four,which price range are looking for,219
i am looking for a expensive restaurant,ok let me look into some options for you,219
<SILENCE>,api_call indian paris four expensive,219
can you make a restaurant reservation in a cheap price range with french cuisine,i'm on it,220
<SILENCE>,where should it be,220
london please,how many people would be in your party,220
for six please,ok let me look into some options for you,220
<SILENCE>,api_call french london six cheap,220
i'd like to book a table,i'm on it,221
<SILENCE>,any preference on a type of cuisine,221
i love spanish food,where should it be,221
london please,how many people would be in your party,221
for four people please,which price range are looking for,221
in a moderate price range please,ok let me look into some options for you,221
<SILENCE>,api_call spanish london four moderate,221
may i have a table in a cheap price range with british cuisine for four in london,i'm on it,222
<SILENCE>,ok let me look into some options for you,222
<SILENCE>,api_call british london four cheap,222
may i have a table in a cheap price range,i'm on it,223
<SILENCE>,any preference on a type of cuisine,223
i love british food,where should it be,223
in bombay,how many people would be in your party,223
for two people please,ok let me look into some options for you,223
<SILENCE>,api_call british bombay two cheap,223
i'd like to book a table in a expensive price range with french cuisine,i'm on it,224
<SILENCE>,where should it be,224
in bombay,how many people would be in your party,224
for six please,ok let me look into some options for you,224
<SILENCE>,api_call french bombay six expensive,224
can you make a restaurant reservation for six people in bombay with french food in a moderate price range,i'm on it,225
<SILENCE>,ok let me look into some options for you,225
<SILENCE>,api_call french bombay six moderate,225
i'd like to book a table in rome for four with spanish food,i'm on it,226
<SILENCE>,which price range are looking for,226
in a moderate price range please,ok let me look into some options for you,226
<SILENCE>,api_call spanish rome four moderate,226
can you book a table in rome,i'm on it,227
<SILENCE>,any preference on a type of cuisine,227
with french food,how many people would be in your party,227
for four people please,which price range are looking for,227
in a cheap price range please,ok let me look into some options for you,227
<SILENCE>,api_call french rome four cheap,227
can you book a table for four in a expensive price range with indian cuisine in madrid,i'm on it,228
<SILENCE>,ok let me look into some options for you,228
<SILENCE>,api_call indian madrid four expensive,228
can you book a table,i'm on it,229
<SILENCE>,any preference on a type of cuisine,229
i love spanish food,where should it be,229
rome please,how many people would be in your party,229
for four please,which price range are looking for,229
i am looking for a cheap restaurant,ok let me look into some options for you,229
<SILENCE>,api_call spanish rome four cheap,229
can you book a table in a moderate price range for two people,i'm on it,230
<SILENCE>,any preference on a type of cuisine,230
with indian cuisine,where should it be,230
london please,ok let me look into some options for you,230
<SILENCE>,api_call indian london two moderate,230
i'd like to book a table,i'm on it,231
<SILENCE>,any preference on a type of cuisine,231
i love french food,where should it be,231
in london,how many people would be in your party,231
for six please,which price range are looking for,231
i am looking for a expensive restaurant,ok let me look into some options for you,231
<SILENCE>,api_call french london six expensive,231
can you make a restaurant reservation with italian food for four in a cheap price range,i'm on it,232
<SILENCE>,where should it be,232
london please,ok let me look into some options for you,232
<SILENCE>,api_call italian london four cheap,232
i'd like to book a table for four with italian food,i'm on it,233
<SILENCE>,where should it be,233
bombay please,which price range are looking for,233
in a cheap price range please,ok let me look into some options for you,233
<SILENCE>,api_call italian bombay four cheap,233
can you book a table with italian food in bombay,i'm on it,234
<SILENCE>,how many people would be in your party,234
we will be four,which price range are looking for,234
in a cheap price range please,ok let me look into some options for you,234
<SILENCE>,api_call italian bombay four cheap,234
may i have a table in london with spanish cuisine for four people,i'm on it,235
<SILENCE>,which price range are looking for,235
in a moderate price range please,ok let me look into some options for you,235
<SILENCE>,api_call spanish london four moderate,235
can you make a restaurant reservation,i'm on it,236
<SILENCE>,any preference on a type of cuisine,236
with french cuisine,where should it be,236
in bombay,how many people would be in your party,236
for eight people please,which price range are looking for,236
in a moderate price range please,ok let me look into some options for you,236
<SILENCE>,api_call french bombay eight moderate,236
i'd like to book a table,i'm on it,237
<SILENCE>,any preference on a type of cuisine,237
with spanish cuisine,where should it be,237
in london,how many people would be in your party,237
for eight please,which price range are looking for,237
in a moderate price range please,ok let me look into some options for you,237
<SILENCE>,api_call spanish london eight moderate,237
i'd like to book a table in london with spanish cuisine for two in a moderate price range,i'm on it,238
<SILENCE>,ok let me look into some options for you,238
<SILENCE>,api_call spanish london two moderate,238
may i have a table in a cheap price range for six in rome with spanish cuisine,i'm on it,239
<SILENCE>,ok let me look into some options for you,239
<SILENCE>,api_call spanish rome six cheap,239
can you book a table for four,i'm on it,240
<SILENCE>,any preference on a type of cuisine,240
with french cuisine,where should it be,240
rome please,which price range are looking for,240
i am looking for a moderate restaurant,ok let me look into some options for you,240
<SILENCE>,api_call french rome four moderate,240
can you make a restaurant reservation in a cheap price range in bombay with indian food for six,i'm on it,241
<SILENCE>,ok let me look into some options for you,241
<SILENCE>,api_call indian bombay six cheap,241
may i have a table with french food in london in a moderate price range for six,i'm on it,242
<SILENCE>,ok let me look into some options for you,242
<SILENCE>,api_call french london six moderate,242
i'd like to book a table in a moderate price range with spanish cuisine,i'm on it,243
<SILENCE>,where should it be,243
london please,how many people would be in your party,243
we will be two,ok let me look into some options for you,243
<SILENCE>,api_call spanish london two moderate,243
i'd like to book a table for six with italian cuisine,i'm on it,244
<SILENCE>,where should it be,244
rome please,which price range are looking for,244
i am looking for a cheap restaurant,ok let me look into some options for you,244
<SILENCE>,api_call italian rome six cheap,244
can you book a table,i'm on it,245
<SILENCE>,any preference on a type of cuisine,245
with italian cuisine,where should it be,245
paris please,how many people would be in your party,245
we will be six,which price range are looking for,245
i am looking for a cheap restaurant,ok let me look into some options for you,245
<SILENCE>,api_call italian paris six cheap,245
i'd like to book a table in rome with indian food,i'm on it,246
<SILENCE>,how many people would be in your party,246
for six please,which price range are looking for,246
i am looking for a moderate restaurant,ok let me look into some options for you,246
<SILENCE>,api_call indian rome six moderate,246
may i have a table in a expensive price range with italian cuisine,i'm on it,247
<SILENCE>,where should it be,247
madrid please,how many people would be in your party,247
for two people please,ok let me look into some options for you,247
<SILENCE>,api_call italian madrid two expensive,247
can you book a table for eight people in rome with british cuisine,i'm on it,248
<SILENCE>,which price range are looking for,248
i am looking for a moderate restaurant,ok let me look into some options for you,248
<SILENCE>,api_call british rome eight moderate,248
can you make a restaurant reservation in a cheap price range for six people,i'm on it,249
<SILENCE>,any preference on a type of cuisine,249
i love french food,where should it be,249
in london,ok let me look into some options for you,249
<SILENCE>,api_call french london six cheap,249
can you make a restaurant reservation in madrid with british food,i'm on it,250
<SILENCE>,how many people would be in your party,250
for two people please,which price range are looking for,250
in a moderate price range please,ok let me look into some options for you,250
<SILENCE>,api_call british madrid two moderate,250
can you make a restaurant reservation for six people,i'm on it,251
<SILENCE>,any preference on a type of cuisine,251
with indian food,where should it be,251
in rome,which price range are looking for,251
in a moderate price range please,ok let me look into some options for you,251
<SILENCE>,api_call indian rome six moderate,251
can you book a table,i'm on it,252
<SILENCE>,any preference on a type of cuisine,252
with indian cuisine,where should it be,252
in paris,how many people would be in your party,252
for four people please,which price range are looking for,252
in a expensive price range please,ok let me look into some options for you,252
<SILENCE>,api_call indian paris four expensive,252
can you book a table in london with spanish cuisine,i'm on it,253
<SILENCE>,how many people would be in your party,253
for six please,which price range are looking for,253
i am looking for a cheap restaurant,ok let me look into some options for you,253
<SILENCE>,api_call spanish london six cheap,253
may i have a table in madrid,i'm on it,254
<SILENCE>,any preference on a type of cuisine,254
with indian food,how many people would be in your party,254
we will be two,which price range are looking for,254
i am looking for a expensive restaurant,ok let me look into some options for you,254
<SILENCE>,api_call indian madrid two expensive,254
can you book a table in madrid,i'm on it,255
<SILENCE>,any preference on a type of cuisine,255
with spanish food,how many people would be in your party,255
for two please,which price range are looking for,255
i am looking for a moderate restaurant,ok let me look into some options for you,255
<SILENCE>,api_call spanish madrid two moderate,255
i'd like to book a table in a moderate price range for four people in madrid,i'm on it,256
<SILENCE>,any preference on a type of cuisine,256
i love indian food,ok let me look into some options for you,256
<SILENCE>,api_call indian madrid four moderate,256
can you book a table in rome with italian cuisine,i'm on it,257
<SILENCE>,how many people would be in your party,257
for four people please,which price range are looking for,257
i am looking for a cheap restaurant,ok let me look into some options for you,257
<SILENCE>,api_call italian rome four cheap,257
can you make a restaurant reservation,i'm on it,258
<SILENCE>,any preference on a type of cuisine,258
i love indian food,where should it be,258
in paris,how many people would be in your party,258
for four please,which price range are looking for,258
i am looking for a cheap restaurant,ok let me look into some options for you,258
<SILENCE>,api_call indian paris four cheap,258
can you book a table with indian food,i'm on it,259
<SILENCE>,where should it be,259
madrid please,how many people would be in your party,259
for six please,which price range are looking for,259
i am looking for a expensive restaurant,ok let me look into some options for you,259
<SILENCE>,api_call indian madrid six expensive,259
i'd like to book a table,i'm on it,260
<SILENCE>,any preference on a type of cuisine,260
with british food,where should it be,260
in london,how many people would be in your party,260
for two please,which price range are looking for,260
i am looking for a cheap restaurant,ok let me look into some options for you,260
<SILENCE>,api_call british london two cheap,260
can you make a restaurant reservation in a cheap price range for six with indian cuisine,i'm on it,261
<SILENCE>,where should it be,261
in bombay,ok let me look into some options for you,261
<SILENCE>,api_call indian bombay six cheap,261
can you make a restaurant reservation in a moderate price range,i'm on it,262
<SILENCE>,any preference on a type of cuisine,262
with british cuisine,where should it be,262
in paris,how many people would be in your party,262
we will be six,ok let me look into some options for you,262
<SILENCE>,api_call british paris six moderate,262
i'd like to book a table in paris for two with spanish food in a moderate price range,i'm on it,263
<SILENCE>,ok let me look into some options for you,263
<SILENCE>,api_call spanish paris two moderate,263
can you make a restaurant reservation in a moderate price range with spanish food in paris,i'm on it,264
<SILENCE>,how many people would be in your party,264
for two please,ok let me look into some options for you,264
<SILENCE>,api_call spanish paris two moderate,264
can you make a restaurant reservation in a moderate price range with indian food in london,i'm on it,265
<SILENCE>,how many people would be in your party,265
for four please,ok let me look into some options for you,265
<SILENCE>,api_call indian london four moderate,265
i'd like to book a table for two in a moderate price range with spanish cuisine in london,i'm on it,266
<SILENCE>,ok let me look into some options for you,266
<SILENCE>,api_call spanish london two moderate,266
may i have a table for four people in a cheap price range with french food,i'm on it,267
<SILENCE>,where should it be,267
madrid please,ok let me look into some options for you,267
<SILENCE>,api_call french madrid four cheap,267
can you book a table for six in paris in a cheap price range with italian cuisine,i'm on it,268
<SILENCE>,ok let me look into some options for you,268
<SILENCE>,api_call italian paris six cheap,268
may i have a table in a moderate price range with indian food in bombay for four people,i'm on it,269
<SILENCE>,ok let me look into some options for you,269
<SILENCE>,api_call indian bombay four moderate,269
can you make a restaurant reservation in a expensive price range for six people,i'm on it,270
<SILENCE>,any preference on a type of cuisine,270
i love spanish food,where should it be,270
in bombay,ok let me look into some options for you,270
<SILENCE>,api_call spanish bombay six expensive,270
can you make a restaurant reservation in a moderate price range with spanish food for two in madrid,i'm on it,271
<SILENCE>,ok let me look into some options for you,271
<SILENCE>,api_call spanish madrid two moderate,271
i'd like to book a table for four in london in a cheap price range,i'm on it,272
<SILENCE>,any preference on a type of cuisine,272
with italian cuisine,ok let me look into some options for you,272
<SILENCE>,api_call italian london four cheap,272
can you book a table,i'm on it,273
<SILENCE>,any preference on a type of cuisine,273
with british cuisine,where should it be,273
rome please,how many people would be in your party,273
for eight please,which price range are looking for,273
in a expensive price range please,ok let me look into some options for you,273
<SILENCE>,api_call british rome eight expensive,273
may i have a table,i'm on it,274
<SILENCE>,any preference on a type of cuisine,274
with spanish cuisine,where should it be,274
london please,how many people would be in your party,274
for two people please,which price range are looking for,274
in a cheap price range please,ok let me look into some options for you,274
<SILENCE>,api_call spanish london two cheap,274
can you book a table with french cuisine,i'm on it,275
<SILENCE>,where should it be,275
in london,how many people would be in your party,275
for four people please,which price range are looking for,275
in a moderate price range please,ok let me look into some options for you,275
<SILENCE>,api_call french london four moderate,275
may i have a table,i'm on it,276
<SILENCE>,any preference on a type of cuisine,276
with italian cuisine,where should it be,276
in london,how many people would be in your party,276
we will be four,which price range are looking for,276
in a cheap price range please,ok let me look into some options for you,276
<SILENCE>,api_call italian london four cheap,276
can you book a table for four,i'm on it,277
<SILENCE>,any preference on a type of cuisine,277
i love italian food,where should it be,277
in rome,which price range are looking for,277
in a cheap price range please,ok let me look into some options for you,277
<SILENCE>,api_call italian rome four cheap,277
can you book a table in a moderate price range for six people with spanish food,i'm on it,278
<SILENCE>,where should it be,278
bombay please,ok let me look into some options for you,278
<SILENCE>,api_call spanish bombay six moderate,278
may i have a table,i'm on it,279
<SILENCE>,any preference on a type of cuisine,279
with indian cuisine,where should it be,279
bombay please,how many people would be in your party,279
we will be six,which price range are looking for,279
in a moderate price range please,ok let me look into some options for you,279
<SILENCE>,api_call indian bombay six moderate,279
can you book a table in rome for six people,i'm on it,280
<SILENCE>,any preference on a type of cuisine,280
i love italian food,which price range are looking for,280
in a cheap price range please,ok let me look into some options for you,280
<SILENCE>,api_call italian rome six cheap,280
may i have a table for two people with italian food,i'm on it,281
<SILENCE>,where should it be,281
in madrid,which price range are looking for,281
in a expensive price range please,ok let me look into some options for you,281
<SILENCE>,api_call italian madrid two expensive,281
i'd like to book a table in london for eight people in a expensive price range,i'm on it,282
<SILENCE>,any preference on a type of cuisine,282
with italian cuisine,ok let me look into some options for you,282
<SILENCE>,api_call italian london eight expensive,282
can you book a table in paris for four,i'm on it,283
<SILENCE>,any preference on a type of cuisine,283
with spanish food,which price range are looking for,283
i am looking for a expensive restaurant,ok let me look into some options for you,283
<SILENCE>,api_call spanish paris four expensive,283
i'd like to book a table in madrid with indian cuisine in a expensive price range,i'm on it,284
<SILENCE>,how many people would be in your party,284
for six please,ok let me look into some options for you,284
<SILENCE>,api_call indian madrid six expensive,284
can you make a restaurant reservation in a expensive price range in madrid for six people,i'm on it,285
<SILENCE>,any preference on a type of cuisine,285
i love french food,ok let me look into some options for you,285
<SILENCE>,api_call french madrid six expensive,285
can you make a restaurant reservation in rome,i'm on it,286
<SILENCE>,any preference on a type of cuisine,286
with italian cuisine,how many people would be in your party,286
for eight please,which price range are looking for,286
in a expensive price range please,ok let me look into some options for you,286
<SILENCE>,api_call italian rome eight expensive,286
can you make a restaurant reservation in rome for four people with british food in a expensive price range,i'm on it,287
<SILENCE>,ok let me look into some options for you,287
<SILENCE>,api_call british rome four expensive,287
can you make a restaurant reservation for eight people in a cheap price range in madrid,i'm on it,288
<SILENCE>,any preference on a type of cuisine,288
with british food,ok let me look into some options for you,288
<SILENCE>,api_call british madrid eight cheap,288
can you make a restaurant reservation,i'm on it,289
<SILENCE>,any preference on a type of cuisine,289
with french food,where should it be,289
bombay please,how many people would be in your party,289
for six people please,which price range are looking for,289
in a moderate price range please,ok let me look into some options for you,289
<SILENCE>,api_call french bombay six moderate,289
i'd like to book a table with spanish cuisine for two people in a moderate price range,i'm on it,290
<SILENCE>,where should it be,290
in london,ok let me look into some options for you,290
<SILENCE>,api_call spanish london two moderate,290
i'd like to book a table for eight,i'm on it,291
<SILENCE>,any preference on a type of cuisine,291
with british cuisine,where should it be,291
rome please,which price range are looking for,291
in a expensive price range please,ok let me look into some options for you,291
<SILENCE>,api_call british rome eight expensive,291
can you book a table,i'm on it,292
<SILENCE>,any preference on a type of cuisine,292
i love italian food,where should it be,292
in rome,how many people would be in your party,292
for four people please,which price range are looking for,292
i am looking for a cheap restaurant,ok let me look into some options for you,292
<SILENCE>,api_call italian rome four cheap,292
may i have a table for eight people,i'm on it,293
<SILENCE>,any preference on a type of cuisine,293
with british cuisine,where should it be,293
in madrid,which price range are looking for,293
i am looking for a expensive restaurant,ok let me look into some options for you,293
<SILENCE>,api_call british madrid eight expensive,293
can you book a table for six,i'm on it,294
<SILENCE>,any preference on a type of cuisine,294
with british cuisine,where should it be,294
paris please,which price range are looking for,294
in a moderate price range please,ok let me look into some options for you,294
<SILENCE>,api_call british paris six moderate,294
i'd like to book a table with indian cuisine for four people in a cheap price range,i'm on it,295
<SILENCE>,where should it be,295
bombay please,ok let me look into some options for you,295
<SILENCE>,api_call indian bombay four cheap,295
may i have a table,i'm on it,296
<SILENCE>,any preference on a type of cuisine,296
with italian food,where should it be,296
in london,how many people would be in your party,296
for six please,which price range are looking for,296
in a moderate price range please,ok let me look into some options for you,296
<SILENCE>,api_call italian london six moderate,296
may i have a table with french cuisine in paris,i'm on it,297
<SILENCE>,how many people would be in your party,297
we will be two,which price range are looking for,297
in a expensive price range please,ok let me look into some options for you,297
<SILENCE>,api_call french paris two expensive,297
may i have a table with french food,i'm on it,298
<SILENCE>,where should it be,298
madrid please,how many people would be in your party,298
we will be six,which price range are looking for,298
i am looking for a expensive restaurant,ok let me look into some options for you,298
<SILENCE>,api_call french madrid six expensive,298
can you make a restaurant reservation in london in a cheap price range for six people with french food,i'm on it,299
<SILENCE>,ok let me look into some options for you,299
<SILENCE>,api_call french london six cheap,299
can you make a restaurant reservation,i'm on it,300
<SILENCE>,any preference on a type of cuisine,300
i love italian food,where should it be,300
in rome,how many people would be in your party,300
for four please,which price range are looking for,300
i am looking for a cheap restaurant,ok let me look into some options for you,300
<SILENCE>,api_call italian rome four cheap,300
i'd like to book a table in a expensive price range with british cuisine in madrid,i'm on it,301
<SILENCE>,how many people would be in your party,301
for six please,ok let me look into some options for you,301
<SILENCE>,api_call british madrid six expensive,301
may i have a table in a moderate price range with italian cuisine,i'm on it,302
<SILENCE>,where should it be,302
in paris,how many people would be in your party,302
we will be two,ok let me look into some options for you,302
<SILENCE>,api_call italian paris two moderate,302
i'd like to book a table with italian cuisine for four,i'm on it,303
<SILENCE>,where should it be,303
madrid please,which price range are looking for,303
i am looking for a cheap restaurant,ok let me look into some options for you,303
<SILENCE>,api_call italian madrid four cheap,303
i'd like to book a table for six,i'm on it,304
<SILENCE>,any preference on a type of cuisine,304
i love spanish food,where should it be,304
in bombay,which price range are looking for,304
in a expensive price range please,ok let me look into some options for you,304
<SILENCE>,api_call spanish bombay six expensive,304
may i have a table in a expensive price range for six,i'm on it,305
<SILENCE>,any preference on a type of cuisine,305
with british food,where should it be,305
in paris,ok let me look into some options for you,305
<SILENCE>,api_call british paris six expensive,305
can you book a table in a moderate price range for four,i'm on it,306
<SILENCE>,any preference on a type of cuisine,306
with spanish food,where should it be,306
bombay please,ok let me look into some options for you,306
<SILENCE>,api_call spanish bombay four moderate,306
may i have a table for eight in a cheap price range in bombay,i'm on it,307
<SILENCE>,any preference on a type of cuisine,307
i love french food,ok let me look into some options for you,307
<SILENCE>,api_call french bombay eight cheap,307
i'd like to book a table in a moderate price range,i'm on it,308
<SILENCE>,any preference on a type of cuisine,308
with british food,where should it be,308
paris please,how many people would be in your party,308
for four please,ok let me look into some options for you,308
<SILENCE>,api_call british paris four moderate,308
i'd like to book a table with indian cuisine,i'm on it,309
<SILENCE>,where should it be,309
rome please,how many people would be in your party,309
for six please,which price range are looking for,309
in a moderate price range please,ok let me look into some options for you,309
<SILENCE>,api_call indian rome six moderate,309
may i have a table in london in a expensive price range for six with french cuisine,i'm on it,310
<SILENCE>,ok let me look into some options for you,310
<SILENCE>,api_call french london six expensive,310
can you make a restaurant reservation in paris,i'm on it,311
<SILENCE>,any preference on a type of cuisine,311
with italian food,how many people would be in your party,311
for six people please,which price range are looking for,311
in a cheap price range please,ok let me look into some options for you,311
<SILENCE>,api_call italian paris six cheap,311
may i have a table with british food in london for eight,i'm on it,312
<SILENCE>,which price range are looking for,312
i am looking for a moderate restaurant,ok let me look into some options for you,312
<SILENCE>,api_call british london eight moderate,312
can you book a table for two in madrid,i'm on it,313
<SILENCE>,any preference on a type of cuisine,313
with italian food,which price range are looking for,313
in a expensive price range please,ok let me look into some options for you,313
<SILENCE>,api_call italian madrid two expensive,313
i'd like to book a table in london for two in a cheap price range with indian food,i'm on it,314
<SILENCE>,ok let me look into some options for you,314
<SILENCE>,api_call indian london two cheap,314
can you book a table,i'm on it,315
<SILENCE>,any preference on a type of cuisine,315
with british food,where should it be,315
in paris,how many people would be in your party,315
for four people please,which price range are looking for,315
i am looking for a expensive restaurant,ok let me look into some options for you,315
<SILENCE>,api_call british paris four expensive,315
can you make a restaurant reservation for two in madrid in a moderate price range,i'm on it,316
<SILENCE>,any preference on a type of cuisine,316
with british cuisine,ok let me look into some options for you,316
<SILENCE>,api_call british madrid two moderate,316
i'd like to book a table in a expensive price range for four people,i'm on it,317
<SILENCE>,any preference on a type of cuisine,317
with british cuisine,where should it be,317
bombay please,ok let me look into some options for you,317
<SILENCE>,api_call british bombay four expensive,317
may i have a table,i'm on it,318
<SILENCE>,any preference on a type of cuisine,318
i love indian food,where should it be,318
in madrid,how many people would be in your party,318
we will be two,which price range are looking for,318
in a expensive price range please,ok let me look into some options for you,318
<SILENCE>,api_call indian madrid two expensive,318
i'd like to book a table for eight people in rome,i'm on it,319
<SILENCE>,any preference on a type of cuisine,319
with british food,which price range are looking for,319
i am looking for a cheap restaurant,ok let me look into some options for you,319
<SILENCE>,api_call british rome eight cheap,319
can you book a table in a cheap price range with spanish food in rome for six,i'm on it,320
<SILENCE>,ok let me look into some options for you,320
<SILENCE>,api_call spanish rome six cheap,320
can you make a restaurant reservation with french food in a expensive price range,i'm on it,321
<SILENCE>,where should it be,321
rome please,how many people would be in your party,321
for eight people please,ok let me look into some options for you,321
<SILENCE>,api_call french rome eight expensive,321
can you make a restaurant reservation in madrid for two people with italian cuisine,i'm on it,322
<SILENCE>,which price range are looking for,322
i am looking for a expensive restaurant,ok let me look into some options for you,322
<SILENCE>,api_call italian madrid two expensive,322
i'd like to book a table for six with italian cuisine in a moderate price range,i'm on it,323
<SILENCE>,where should it be,323
london please,ok let me look into some options for you,323
<SILENCE>,api_call italian london six moderate,323
may i have a table for four people with british cuisine,i'm on it,324
<SILENCE>,where should it be,324
bombay please,which price range are looking for,324
in a moderate price range please,ok let me look into some options for you,324
<SILENCE>,api_call british bombay four moderate,324
can you make a restaurant reservation for six people in bombay,i'm on it,325
<SILENCE>,any preference on a type of cuisine,325
with indian food,which price range are looking for,325
in a cheap price range please,ok let me look into some options for you,325
<SILENCE>,api_call indian bombay six cheap,325
may i have a table with spanish cuisine in a moderate price range in london,i'm on it,326
<SILENCE>,how many people would be in your party,326
we will be six,ok let me look into some options for you,326
<SILENCE>,api_call spanish london six moderate,326
can you book a table for two,i'm on it,327
