Call,Response,KB,Count
 <SILENCE>,which price range are looking for,<KB> resto_madrid_expensive_indian_1stars resto_madrid_expensive_indian_5stars ,174
 i am looking for a expensive restaurant,ok let me look into some options for you,<KB> resto_madrid_expensive_indian_1stars resto_madrid_expensive_indian_5stars ,174
 <SILENCE>,what do you think of this option: resto_madrid_expensive_indian_7stars,<KB> resto_madrid_expensive_indian_1stars resto_madrid_expensive_indian_5stars ,174
 it's perfect,great let me do the reservation,<KB> resto_madrid_expensive_indian_1stars resto_madrid_expensive_indian_5stars ,174
 good morning,hello what can i help you with today,,175
 may i have a table with british cuisine in a moderate price range in madrid for six people,i'm on it,<KB> resto_madrid_moderate_british_1stars resto_madrid_moderate_british_6stars ,175
 <SILENCE>,ok let me look into some options for you,<KB> resto_madrid_moderate_british_1stars resto_madrid_moderate_british_6stars ,175
 <SILENCE>,what do you think of this option: resto_madrid_moderate_british_6stars,<KB> resto_madrid_moderate_british_1stars resto_madrid_moderate_british_6stars ,175
 do you have something else,sure let me find an other option for you,<KB> resto_madrid_moderate_british_1stars resto_madrid_moderate_british_6stars ,175
 <SILENCE>,what do you think of this option: resto_madrid_moderate_british_5stars,<KB> resto_madrid_moderate_british_1stars resto_madrid_moderate_british_6stars ,175
 no this does not work for me,sure let me find an other option for you,<KB> resto_madrid_moderate_british_1stars resto_madrid_moderate_british_6stars ,175
 <SILENCE>,what do you think of this option: resto_madrid_moderate_british_1stars,<KB> resto_madrid_moderate_british_1stars resto_madrid_moderate_british_6stars ,175
 that looks great,great let me do the reservation,<KB> resto_madrid_moderate_british_1stars resto_madrid_moderate_british_6stars ,175
 hello,hello what can i help you with today,,176
 can you book a table,i'm on it,<KB> resto_madrid_moderate_french_3stars resto_madrid_moderate_french_8stars ,176
 <SILENCE>,any preference on a type of cuisine,<KB> resto_madrid_moderate_french_3stars resto_madrid_moderate_french_8stars ,176
 with french food,where should it be,<KB> resto_madrid_moderate_french_3stars resto_madrid_moderate_french_8stars ,176
 madrid please,how many people would be in your party,<KB> resto_madrid_moderate_french_3stars resto_madrid_moderate_french_8stars ,176
 we will be two,which price range are looking for,<KB> resto_madrid_moderate_french_3stars resto_madrid_moderate_french_8stars ,176
 i am looking for a moderate restaurant,ok let me look into some options for you,<KB> resto_madrid_moderate_french_3stars resto_madrid_moderate_french_8stars ,176
 <SILENCE>,what do you think of this option: resto_madrid_moderate_french_8stars,<KB> resto_madrid_moderate_french_3stars resto_madrid_moderate_french_8stars ,176
 let's do it,great let me do the reservation,<KB> resto_madrid_moderate_french_3stars resto_madrid_moderate_french_8stars ,176
 hello,hello what can i help you with today,,177
 can you book a table in a moderate price range,i'm on it,<KB> resto_madrid_moderate_italian_6stars resto_madrid_moderate_italian_7stars ,177
 <SILENCE>,any preference on a type of cuisine,<KB> resto_madrid_moderate_italian_6stars resto_madrid_moderate_italian_7stars ,177
 with italian cuisine,where should it be,<KB> resto_madrid_moderate_italian_6stars resto_madrid_moderate_italian_7stars ,177
 madrid please,how many people would be in your party,<KB> resto_madrid_moderate_italian_6stars resto_madrid_moderate_italian_7stars ,177
 we will be six,ok let me look into some options for you,<KB> resto_madrid_moderate_italian_6stars resto_madrid_moderate_italian_7stars ,177
 <SILENCE>,what do you think of this option: resto_madrid_moderate_italian_7stars,<KB> resto_madrid_moderate_italian_6stars resto_madrid_moderate_italian_7stars ,177
 no i don't like that,sure let me find an other option for you,<KB> resto_madrid_moderate_italian_6stars resto_madrid_moderate_italian_7stars ,177
 <SILENCE>,what do you think of this option: resto_madrid_moderate_italian_6stars,<KB> resto_madrid_moderate_italian_6stars resto_madrid_moderate_italian_7stars ,177
 i love that,great let me do the reservation,<KB> resto_madrid_moderate_italian_6stars resto_madrid_moderate_italian_7stars ,177
 good morning,hello what can i help you with today,,178
 may i have a table in paris,i'm on it,<KB> resto_paris_expensive_french_2stars resto_paris_expensive_french_4stars ,178
 <SILENCE>,any preference on a type of cuisine,<KB> resto_paris_expensive_french_2stars resto_paris_expensive_french_4stars ,178
 i love french food,how many people would be in your party,<KB> resto_paris_expensive_french_2stars resto_paris_expensive_french_4stars ,178
 for six people please,which price range are looking for,<KB> resto_paris_expensive_french_2stars resto_paris_expensive_french_4stars ,178
 in a expensive price range please,ok let me look into some options for you,<KB> resto_paris_expensive_french_2stars resto_paris_expensive_french_4stars ,178
 <SILENCE>,what do you think of this option: resto_paris_expensive_french_8stars,<KB> resto_paris_expensive_french_2stars resto_paris_expensive_french_4stars ,178
 no this does not work for me,sure let me find an other option for you,<KB> resto_paris_expensive_french_2stars resto_paris_expensive_french_4stars ,178
 <SILENCE>,what do you think of this option: resto_paris_expensive_french_7stars,<KB> resto_paris_expensive_french_2stars resto_paris_expensive_french_4stars ,178
 that looks great,great let me do the reservation,<KB> resto_paris_expensive_french_2stars resto_paris_expensive_french_4stars ,178
 good morning,hello what can i help you with today,,179
 can you make a restaurant reservation,i'm on it,<KB> resto_paris_expensive_british_2stars resto_paris_expensive_british_3stars ,179
 <SILENCE>,any preference on a type of cuisine,<KB> resto_paris_expensive_british_2stars resto_paris_expensive_british_3stars ,179
 with british cuisine,where should it be,<KB> resto_paris_expensive_british_2stars resto_paris_expensive_british_3stars ,179
 in paris,how many people would be in your party,<KB> resto_paris_expensive_british_2stars resto_paris_expensive_british_3stars ,179
 for six people please,which price range are looking for,<KB> resto_paris_expensive_british_2stars resto_paris_expensive_british_3stars ,179
 i am looking for a expensive restaurant,ok let me look into some options for you,<KB> resto_paris_expensive_british_2stars resto_paris_expensive_british_3stars ,179
 <SILENCE>,what do you think of this option: resto_paris_expensive_british_5stars,<KB> resto_paris_expensive_british_2stars resto_paris_expensive_british_3stars ,179
 no i don't like that,sure let me find an other option for you,<KB> resto_paris_expensive_british_2stars resto_paris_expensive_british_3stars ,179
 <SILENCE>,what do you think of this option: resto_paris_expensive_british_4stars,<KB> resto_paris_expensive_british_2stars resto_paris_expensive_british_3stars ,179
 no i don't like that,sure let me find an other option for you,<KB> resto_paris_expensive_british_2stars resto_paris_expensive_british_3stars ,179
 <SILENCE>,what do you think of this option: resto_paris_expensive_british_3stars,<KB> resto_paris_expensive_british_2stars resto_paris_expensive_british_3stars ,179
 that looks great,great let me do the reservation,<KB> resto_paris_expensive_british_2stars resto_paris_expensive_british_3stars ,179
 hello,hello what can i help you with today,,180
 can you make a restaurant reservation in a cheap price range with french cuisine for four in madrid,i'm on it,<KB> resto_madrid_cheap_french_7stars resto_madrid_cheap_french_8stars ,180
 <SILENCE>,ok let me look into some options for you,<KB> resto_madrid_cheap_french_7stars resto_madrid_cheap_french_8stars ,180
 <SILENCE>,what do you think of this option: resto_madrid_cheap_french_8stars,<KB> resto_madrid_cheap_french_7stars resto_madrid_cheap_french_8stars ,180
 do you have something else,sure let me find an other option for you,<KB> resto_madrid_cheap_french_7stars resto_madrid_cheap_french_8stars ,180
 <SILENCE>,what do you think of this option: resto_madrid_cheap_french_7stars,<KB> resto_madrid_cheap_french_7stars resto_madrid_cheap_french_8stars ,180
 no this does not work for me,sure let me find an other option for you,<KB> resto_madrid_cheap_french_7stars resto_madrid_cheap_french_8stars ,180
 <SILENCE>,what do you think of this option: resto_madrid_cheap_french_5stars,<KB> resto_madrid_cheap_french_7stars resto_madrid_cheap_french_8stars ,180
 let's do it,great let me do the reservation,<KB> resto_madrid_cheap_french_7stars resto_madrid_cheap_french_8stars ,180
 hello,hello what can i help you with today,,181
 may i have a table for four in rome in a moderate price range,i'm on it,<KB> resto_rome_moderate_italian_2stars resto_rome_moderate_italian_3stars ,181
 <SILENCE>,any preference on a type of cuisine,<KB> resto_rome_moderate_italian_2stars resto_rome_moderate_italian_3stars ,181
 with italian cuisine,ok let me look into some options for you,<KB> resto_rome_moderate_italian_2stars resto_rome_moderate_italian_3stars ,181
 <SILENCE>,what do you think of this option: resto_rome_moderate_italian_8stars,<KB> resto_rome_moderate_italian_2stars resto_rome_moderate_italian_3stars ,181
 do you have something else,sure let me find an other option for you,<KB> resto_rome_moderate_italian_2stars resto_rome_moderate_italian_3stars ,181
 <SILENCE>,what do you think of this option: resto_rome_moderate_italian_3stars,<KB> resto_rome_moderate_italian_2stars resto_rome_moderate_italian_3stars ,181
 no this does not work for me,sure let me find an other option for you,<KB> resto_rome_moderate_italian_2stars resto_rome_moderate_italian_3stars ,181
 <SILENCE>,what do you think of this option: resto_rome_moderate_italian_2stars,<KB> resto_rome_moderate_italian_2stars resto_rome_moderate_italian_3stars ,181
 that looks great,great let me do the reservation,<KB> resto_rome_moderate_italian_2stars resto_rome_moderate_italian_3stars ,181
 good morning,hello what can i help you with today,,182
 may i have a table with french food in a moderate price range for two in madrid,i'm on it,<KB> resto_madrid_moderate_french_1stars resto_madrid_moderate_french_8stars ,182
 <SILENCE>,ok let me look into some options for you,<KB> resto_madrid_moderate_french_1stars resto_madrid_moderate_french_8stars ,182
 <SILENCE>,what do you think of this option: resto_madrid_moderate_french_8stars,<KB> resto_madrid_moderate_french_1stars resto_madrid_moderate_french_8stars ,182
 do you have something else,sure let me find an other option for you,<KB> resto_madrid_moderate_french_1stars resto_madrid_moderate_french_8stars ,182
 <SILENCE>,what do you think of this option: resto_madrid_moderate_french_3stars,<KB> resto_madrid_moderate_french_1stars resto_madrid_moderate_french_8stars ,182
 do you have something else,sure let me find an other option for you,<KB> resto_madrid_moderate_french_1stars resto_madrid_moderate_french_8stars ,182
 <SILENCE>,what do you think of this option: resto_madrid_moderate_french_1stars,<KB> resto_madrid_moderate_french_1stars resto_madrid_moderate_french_8stars ,182
 it's perfect,great let me do the reservation,<KB> resto_madrid_moderate_french_1stars resto_madrid_moderate_french_8stars ,182
 hello,hello what can i help you with today,,183
 can you make a restaurant reservation for two in rome with italian food,i'm on it,<KB> resto_rome_cheap_italian_3stars resto_rome_cheap_italian_6stars ,183
 <SILENCE>,which price range are looking for,<KB> resto_rome_cheap_italian_3stars resto_rome_cheap_italian_6stars ,183
 i am looking for a cheap restaurant,ok let me look into some options for you,<KB> resto_rome_cheap_italian_3stars resto_rome_cheap_italian_6stars ,183
 <SILENCE>,what do you think of this option: resto_rome_cheap_italian_6stars,<KB> resto_rome_cheap_italian_3stars resto_rome_cheap_italian_6stars ,183
 i love that,great let me do the reservation,<KB> resto_rome_cheap_italian_3stars resto_rome_cheap_italian_6stars ,183
 hi,hello what can i help you with today,,184
 can you make a restaurant reservation,i'm on it,<KB> resto_madrid_moderate_british_5stars resto_madrid_moderate_british_6stars ,184
 <SILENCE>,any preference on a type of cuisine,<KB> resto_madrid_moderate_british_5stars resto_madrid_moderate_british_6stars ,184
 with british cuisine,where should it be,<KB> resto_madrid_moderate_british_5stars resto_madrid_moderate_british_6stars ,184
 madrid please,how many people would be in your party,<KB> resto_madrid_moderate_british_5stars resto_madrid_moderate_british_6stars ,184
 for six people please,which price range are looking for,<KB> resto_madrid_moderate_british_5stars resto_madrid_moderate_british_6stars ,184
 in a moderate price range please,ok let me look into some options for you,<KB> resto_madrid_moderate_british_5stars resto_madrid_moderate_british_6stars ,184
 <SILENCE>,what do you think of this option: resto_madrid_moderate_british_6stars,<KB> resto_madrid_moderate_british_5stars resto_madrid_moderate_british_6stars ,184
 do you have something else,sure let me find an other option for you,<KB> resto_madrid_moderate_british_5stars resto_madrid_moderate_british_6stars ,184
 <SILENCE>,what do you think of this option: resto_madrid_moderate_british_5stars,<KB> resto_madrid_moderate_british_5stars resto_madrid_moderate_british_6stars ,184
 do you have something else,sure let me find an other option for you,<KB> resto_madrid_moderate_british_5stars resto_madrid_moderate_british_6stars ,184
 <SILENCE>,what do you think of this option: resto_madrid_moderate_british_1stars,<KB> resto_madrid_moderate_british_5stars resto_madrid_moderate_british_6stars ,184
 that looks great,great let me do the reservation,<KB> resto_madrid_moderate_british_5stars resto_madrid_moderate_british_6stars ,184
 hi,hello what can i help you with today,,185
 can you book a table,i'm on it,<KB> resto_london_expensive_french_1stars resto_london_expensive_french_3stars ,185
 <SILENCE>,any preference on a type of cuisine,<KB> resto_london_expensive_french_1stars resto_london_expensive_french_3stars ,185
 with french cuisine,where should it be,<KB> resto_london_expensive_french_1stars resto_london_expensive_french_3stars ,185
 in london,how many people would be in your party,<KB> resto_london_expensive_french_1stars resto_london_expensive_french_3stars ,185
 for two please,which price range are looking for,<KB> resto_london_expensive_french_1stars resto_london_expensive_french_3stars ,185
 i am looking for a expensive restaurant,ok let me look into some options for you,<KB> resto_london_expensive_french_1stars resto_london_expensive_french_3stars ,185
 <SILENCE>,what do you think of this option: resto_london_expensive_french_6stars,<KB> resto_london_expensive_french_1stars resto_london_expensive_french_3stars ,185
 no i don't like that,sure let me find an other option for you,<KB> resto_london_expensive_french_1stars resto_london_expensive_french_3stars ,185
 <SILENCE>,what do you think of this option: resto_london_expensive_french_5stars,<KB> resto_london_expensive_french_1stars resto_london_expensive_french_3stars ,185
 let's do it,great let me do the reservation,<KB> resto_london_expensive_french_1stars resto_london_expensive_french_3stars ,185
 hi,hello what can i help you with today,,186
 can you make a restaurant reservation for two in a moderate price range with british cuisine,i'm on it,<KB> resto_rome_moderate_british_2stars resto_rome_moderate_british_8stars ,186
 <SILENCE>,where should it be,<KB> resto_rome_moderate_british_2stars resto_rome_moderate_british_8stars ,186
 rome please,ok let me look into some options for you,<KB> resto_rome_moderate_british_2stars resto_rome_moderate_british_8stars ,186
 <SILENCE>,what do you think of this option: resto_rome_moderate_british_8stars,<KB> resto_rome_moderate_british_2stars resto_rome_moderate_british_8stars ,186
 that looks great,great let me do the reservation,<KB> resto_rome_moderate_british_2stars resto_rome_moderate_british_8stars ,186
 hello,hello what can i help you with today,,187
 may i have a table with british cuisine,i'm on it,<KB> resto_madrid_moderate_british_1stars resto_madrid_moderate_british_6stars ,187
 <SILENCE>,where should it be,<KB> resto_madrid_moderate_british_1stars resto_madrid_moderate_british_6stars ,187
 madrid please,how many people would be in your party,<KB> resto_madrid_moderate_british_1stars resto_madrid_moderate_british_6stars ,187
 for six people please,which price range are looking for,<KB> resto_madrid_moderate_british_1stars resto_madrid_moderate_british_6stars ,187
 in a moderate price range please,ok let me look into some options for you,<KB> resto_madrid_moderate_british_1stars resto_madrid_moderate_british_6stars ,187
 <SILENCE>,what do you think of this option: resto_madrid_moderate_british_6stars,<KB> resto_madrid_moderate_british_1stars resto_madrid_moderate_british_6stars ,187
 no this does not work for me,sure let me find an other option for you,<KB> resto_madrid_moderate_british_1stars resto_madrid_moderate_british_6stars ,187
 <SILENCE>,what do you think of this option: resto_madrid_moderate_british_5stars,<KB> resto_madrid_moderate_british_1stars resto_madrid_moderate_british_6stars ,187
 no this does not work for me,sure let me find an other option for you,<KB> resto_madrid_moderate_british_1stars resto_madrid_moderate_british_6stars ,187
 <SILENCE>,what do you think of this option: resto_madrid_moderate_british_1stars,<KB> resto_madrid_moderate_british_1stars resto_madrid_moderate_british_6stars ,187
 that looks great,great let me do the reservation,<KB> resto_madrid_moderate_british_1stars resto_madrid_moderate_british_6stars ,187
 good morning,hello what can i help you with today,,188
 can you book a table with italian food for eight people in a moderate price range,i'm on it,<KB> resto_paris_moderate_italian_2stars resto_paris_moderate_italian_6stars ,188
 <SILENCE>,where should it be,<KB> resto_paris_moderate_italian_2stars resto_paris_moderate_italian_6stars ,188
 paris please,ok let me look into some options for you,<KB> resto_paris_moderate_italian_2stars resto_paris_moderate_italian_6stars ,188
 <SILENCE>,what do you think of this option: resto_paris_moderate_italian_6stars,<KB> resto_paris_moderate_italian_2stars resto_paris_moderate_italian_6stars ,188
 no i don't like that,sure let me find an other option for you,<KB> resto_paris_moderate_italian_2stars resto_paris_moderate_italian_6stars ,188
 <SILENCE>,what do you think of this option: resto_paris_moderate_italian_5stars,<KB> resto_paris_moderate_italian_2stars resto_paris_moderate_italian_6stars ,188
 do you have something else,sure let me find an other option for you,<KB> resto_paris_moderate_italian_2stars resto_paris_moderate_italian_6stars ,188
 <SILENCE>,what do you think of this option: resto_paris_moderate_italian_2stars,<KB> resto_paris_moderate_italian_2stars resto_paris_moderate_italian_6stars ,188
 it's perfect,great let me do the reservation,<KB> resto_paris_moderate_italian_2stars resto_paris_moderate_italian_6stars ,188
 good morning,hello what can i help you with today,,189
 may i have a table with british cuisine in rome for two in a moderate price range,i'm on it,<KB> resto_rome_moderate_british_4stars resto_rome_moderate_british_8stars ,189
 <SILENCE>,ok let me look into some options for you,<KB> resto_rome_moderate_british_4stars resto_rome_moderate_british_8stars ,189
 <SILENCE>,what do you think of this option: resto_rome_moderate_british_8stars,<KB> resto_rome_moderate_british_4stars resto_rome_moderate_british_8stars ,189
 i love that,great let me do the reservation,<KB> resto_rome_moderate_british_4stars resto_rome_moderate_british_8stars ,189
 good morning,hello what can i help you with today,,190
 i'd like to book a table in a cheap price range with french cuisine for four people in madrid,i'm on it,<KB> resto_madrid_cheap_french_7stars resto_madrid_cheap_french_8stars ,190
 <SILENCE>,ok let me look into some options for you,<KB> resto_madrid_cheap_french_7stars resto_madrid_cheap_french_8stars ,190
 <SILENCE>,what do you think of this option: resto_madrid_cheap_french_8stars,<KB> resto_madrid_cheap_french_7stars resto_madrid_cheap_french_8stars ,190
 no i don't like that,sure let me find an other option for you,<KB> resto_madrid_cheap_french_7stars resto_madrid_cheap_french_8stars ,190
 <SILENCE>,what do you think of this option: resto_madrid_cheap_french_7stars,<KB> resto_madrid_cheap_french_7stars resto_madrid_cheap_french_8stars ,190
 no i don't like that,sure let me find an other option for you,<KB> resto_madrid_cheap_french_7stars resto_madrid_cheap_french_8stars ,190
 <SILENCE>,what do you think of this option: resto_madrid_cheap_french_5stars,<KB> resto_madrid_cheap_french_7stars resto_madrid_cheap_french_8stars ,190
 let's do it,great let me do the reservation,<KB> resto_madrid_cheap_french_7stars resto_madrid_cheap_french_8stars ,190
 hi,hello what can i help you with today,,191
 may i have a table for two people,i'm on it,<KB> resto_paris_cheap_british_6stars resto_paris_cheap_british_7stars ,191
 <SILENCE>,any preference on a type of cuisine,<KB> resto_paris_cheap_british_6stars resto_paris_cheap_british_7stars ,191
 with british food,where should it be,<KB> resto_paris_cheap_british_6stars resto_paris_cheap_british_7stars ,191
 in paris,which price range are looking for,<KB> resto_paris_cheap_british_6stars resto_paris_cheap_british_7stars ,191
 i am looking for a cheap restaurant,ok let me look into some options for you,<KB> resto_paris_cheap_british_6stars resto_paris_cheap_british_7stars ,191
 <SILENCE>,what do you think of this option: resto_paris_cheap_british_7stars,<KB> resto_paris_cheap_british_6stars resto_paris_cheap_british_7stars ,191
 no this does not work for me,sure let me find an other option for you,<KB> resto_paris_cheap_british_6stars resto_paris_cheap_british_7stars ,191
 <SILENCE>,what do you think of this option: resto_paris_cheap_british_6stars,<KB> resto_paris_cheap_british_6stars resto_paris_cheap_british_7stars ,191
 let's do it,great let me do the reservation,<KB> resto_paris_cheap_british_6stars resto_paris_cheap_british_7stars ,191
 good morning,hello what can i help you with today,,192
 i'd like to book a table,i'm on it,<KB> resto_paris_expensive_spanish_1stars resto_paris_expensive_spanish_4stars ,192
 <SILENCE>,any preference on a type of cuisine,<KB> resto_paris_expensive_spanish_1stars resto_paris_expensive_spanish_4stars ,192
 with spanish cuisine,where should it be,<KB> resto_paris_expensive_spanish_1stars resto_paris_expensive_spanish_4stars ,192
 in paris,how many people would be in your party,<KB> resto_paris_expensive_spanish_1stars resto_paris_expensive_spanish_4stars ,192
 we will be two,which price range are looking for,<KB> resto_paris_expensive_spanish_1stars resto_paris_expensive_spanish_4stars ,192
 i am looking for a expensive restaurant,ok let me look into some options for you,<KB> resto_paris_expensive_spanish_1stars resto_paris_expensive_spanish_4stars ,192
 <SILENCE>,what do you think of this option: resto_paris_expensive_spanish_6stars,<KB> resto_paris_expensive_spanish_1stars resto_paris_expensive_spanish_4stars ,192
 that looks great,great let me do the reservation,<KB> resto_paris_expensive_spanish_1stars resto_paris_expensive_spanish_4stars ,192
 hi,hello what can i help you with today,,193
 may i have a table in a expensive price range,i'm on it,<KB> resto_london_expensive_spanish_4stars resto_london_expensive_spanish_6stars ,193
 <SILENCE>,any preference on a type of cuisine,<KB> resto_london_expensive_spanish_4stars resto_london_expensive_spanish_6stars ,193
 with spanish cuisine,where should it be,<KB> resto_london_expensive_spanish_4stars resto_london_expensive_spanish_6stars ,193
 london please,how many people would be in your party,<KB> resto_london_expensive_spanish_4stars resto_london_expensive_spanish_6stars ,193
 for eight people please,ok let me look into some options for you,<KB> resto_london_expensive_spanish_4stars resto_london_expensive_spanish_6stars ,193
 <SILENCE>,what do you think of this option: resto_london_expensive_spanish_6stars,<KB> resto_london_expensive_spanish_4stars resto_london_expensive_spanish_6stars ,193
 let's do it,great let me do the reservation,<KB> resto_london_expensive_spanish_4stars resto_london_expensive_spanish_6stars ,193
 hi,hello what can i help you with today,,194
 can you book a table in london for two,i'm on it,<KB> resto_london_expensive_spanish_1stars resto_london_expensive_spanish_3stars ,194
 <SILENCE>,any preference on a type of cuisine,<KB> resto_london_expensive_spanish_1stars resto_london_expensive_spanish_3stars ,194
 i love spanish food,which price range are looking for,<KB> resto_london_expensive_spanish_1stars resto_london_expensive_spanish_3stars ,194
 in a expensive price range please,ok let me look into some options for you,<KB> resto_london_expensive_spanish_1stars resto_london_expensive_spanish_3stars ,194
 <SILENCE>,what do you think of this option: resto_london_expensive_spanish_8stars,<KB> resto_london_expensive_spanish_1stars resto_london_expensive_spanish_3stars ,194
 no this does not work for me,sure let me find an other option for you,<KB> resto_london_expensive_spanish_1stars resto_london_expensive_spanish_3stars ,194
 <SILENCE>,what do you think of this option: resto_london_expensive_spanish_3stars,<KB> resto_london_expensive_spanish_1stars resto_london_expensive_spanish_3stars ,194
 do you have something else,sure let me find an other option for you,<KB> resto_london_expensive_spanish_1stars resto_london_expensive_spanish_3stars ,194
 <SILENCE>,what do you think of this option: resto_london_expensive_spanish_1stars,<KB> resto_london_expensive_spanish_1stars resto_london_expensive_spanish_3stars ,194
 it's perfect,great let me do the reservation,<KB> resto_london_expensive_spanish_1stars resto_london_expensive_spanish_3stars ,194
 hello,hello what can i help you with today,,195
 can you book a table in a moderate price range for four,i'm on it,<KB> resto_bombay_moderate_british_5stars resto_bombay_moderate_british_6stars ,195
 <SILENCE>,any preference on a type of cuisine,<KB> resto_bombay_moderate_british_5stars resto_bombay_moderate_british_6stars ,195
 with british food,where should it be,<KB> resto_bombay_moderate_british_5stars resto_bombay_moderate_british_6stars ,195
 in bombay,ok let me look into some options for you,<KB> resto_bombay_moderate_british_5stars resto_bombay_moderate_british_6stars ,195
 <SILENCE>,what do you think of this option: resto_bombay_moderate_british_6stars,<KB> resto_bombay_moderate_british_5stars resto_bombay_moderate_british_6stars ,195
 no this does not work for me,sure let me find an other option for you,<KB> resto_bombay_moderate_british_5stars resto_bombay_moderate_british_6stars ,195
 <SILENCE>,what do you think of this option: resto_bombay_moderate_british_5stars,<KB> resto_bombay_moderate_british_5stars resto_bombay_moderate_british_6stars ,195
 no i don't like that,sure let me find an other option for you,<KB> resto_bombay_moderate_british_5stars resto_bombay_moderate_british_6stars ,195
 <SILENCE>,what do you think of this option: resto_bombay_moderate_british_1stars,<KB> resto_bombay_moderate_british_5stars resto_bombay_moderate_british_6stars ,195
 let's do it,great let me do the reservation,<KB> resto_bombay_moderate_british_5stars resto_bombay_moderate_british_6stars ,195
 hi,hello what can i help you with today,,196
 may i have a table for four in paris,i'm on it,<KB> resto_paris_moderate_british_2stars resto_paris_moderate_british_3stars ,196
 <SILENCE>,any preference on a type of cuisine,<KB> resto_paris_moderate_british_2stars resto_paris_moderate_british_3stars ,196
 with british cuisine,which price range are looking for,<KB> resto_paris_moderate_british_2stars resto_paris_moderate_british_3stars ,196
 i am looking for a moderate restaurant,ok let me look into some options for you,<KB> resto_paris_moderate_british_2stars resto_paris_moderate_british_3stars ,196
 <SILENCE>,what do you think of this option: resto_paris_moderate_british_3stars,<KB> resto_paris_moderate_british_2stars resto_paris_moderate_british_3stars ,196
 no this does not work for me,sure let me find an other option for you,<KB> resto_paris_moderate_british_2stars resto_paris_moderate_british_3stars ,196
 <SILENCE>,what do you think of this option: resto_paris_moderate_british_2stars,<KB> resto_paris_moderate_british_2stars resto_paris_moderate_british_3stars ,196
 do you have something else,sure let me find an other option for you,<KB> resto_paris_moderate_british_2stars resto_paris_moderate_british_3stars ,196
 <SILENCE>,what do you think of this option: resto_paris_moderate_british_1stars,<KB> resto_paris_moderate_british_2stars resto_paris_moderate_british_3stars ,196
 that looks great,great let me do the reservation,<KB> resto_paris_moderate_british_2stars resto_paris_moderate_british_3stars ,196
 good morning,hello what can i help you with today,,197
 i'd like to book a table,i'm on it,<KB> resto_bombay_cheap_french_1stars resto_bombay_cheap_french_8stars ,197
 <SILENCE>,any preference on a type of cuisine,<KB> resto_bombay_cheap_french_1stars resto_bombay_cheap_french_8stars ,197
 with french cuisine,where should it be,<KB> resto_bombay_cheap_french_1stars resto_bombay_cheap_french_8stars ,197
 bombay please,how many people would be in your party,<KB> resto_bombay_cheap_french_1stars resto_bombay_cheap_french_8stars ,197
 for four please,which price range are looking for,<KB> resto_bombay_cheap_french_1stars resto_bombay_cheap_french_8stars ,197
 in a cheap price range please,ok let me look into some options for you,<KB> resto_bombay_cheap_french_1stars resto_bombay_cheap_french_8stars ,197
 <SILENCE>,what do you think of this option: resto_bombay_cheap_french_8stars,<KB> resto_bombay_cheap_french_1stars resto_bombay_cheap_french_8stars ,197
 do you have something else,sure let me find an other option for you,<KB> resto_bombay_cheap_french_1stars resto_bombay_cheap_french_8stars ,197
 <SILENCE>,what do you think of this option: resto_bombay_cheap_french_3stars,<KB> resto_bombay_cheap_french_1stars resto_bombay_cheap_french_8stars ,197
 do you have something else,sure let me find an other option for you,<KB> resto_bombay_cheap_french_1stars resto_bombay_cheap_french_8stars ,197
 <SILENCE>,what do you think of this option: resto_bombay_cheap_french_1stars,<KB> resto_bombay_cheap_french_1stars resto_bombay_cheap_french_8stars ,197
 let's do it,great let me do the reservation,<KB> resto_bombay_cheap_french_1stars resto_bombay_cheap_french_8stars ,197
 hello,hello what can i help you with today,,198
 may i have a table in london for two people,i'm on it,<KB> resto_london_cheap_french_2stars resto_london_cheap_french_4stars ,198
 <SILENCE>,any preference on a type of cuisine,<KB> resto_london_cheap_french_2stars resto_london_cheap_french_4stars ,198
 with french cuisine,which price range are looking for,<KB> resto_london_cheap_french_2stars resto_london_cheap_french_4stars ,198
 in a cheap price range please,ok let me look into some options for you,<KB> resto_london_cheap_french_2stars resto_london_cheap_french_4stars ,198
 <SILENCE>,what do you think of this option: resto_london_cheap_french_7stars,<KB> resto_london_cheap_french_2stars resto_london_cheap_french_4stars ,198
 i love that,great let me do the reservation,<KB> resto_london_cheap_french_2stars resto_london_cheap_french_4stars ,198
 good morning,hello what can i help you with today,,199
 may i have a table with italian cuisine in madrid for six in a moderate price range,i'm on it,<KB> resto_madrid_moderate_italian_4stars resto_madrid_moderate_italian_7stars ,199
 <SILENCE>,ok let me look into some options for you,<KB> resto_madrid_moderate_italian_4stars resto_madrid_moderate_italian_7stars ,199
 <SILENCE>,what do you think of this option: resto_madrid_moderate_italian_7stars,<KB> resto_madrid_moderate_italian_4stars resto_madrid_moderate_italian_7stars ,199
 do you have something else,sure let me find an other option for you,<KB> resto_madrid_moderate_italian_4stars resto_madrid_moderate_italian_7stars ,199
 <SILENCE>,what do you think of this option: resto_madrid_moderate_italian_6stars,<KB> resto_madrid_moderate_italian_4stars resto_madrid_moderate_italian_7stars ,199
 no i don't like that,sure let me find an other option for you,<KB> resto_madrid_moderate_italian_4stars resto_madrid_moderate_italian_7stars ,199
 <SILENCE>,what do you think of this option: resto_madrid_moderate_italian_4stars,<KB> resto_madrid_moderate_italian_4stars resto_madrid_moderate_italian_7stars ,199
