,source_text,target_text,pred_text
2049,<query> may i have a table in a cheap price range in hanoi for eight with korean food,i'm on it,i'm on it
2050,<context> <user> may i have a table in a cheap price range in hanoi for eight with korean food <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
2051,<context> <user> may i have a table in a cheap price range in hanoi for eight with korean food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call korean hanoi eight cheap,api_call korean hanoi eight cheap
2052,<context> <user> may i have a table in a cheap price range in hanoi for eight with korean food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean hanoi eight cheap <query> actually i would prefer in beijing,sure is there anything else to update,sure is there anything else to update
2053,<context> <user> may i have a table in a cheap price range in hanoi for eight with korean food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean hanoi eight cheap <user> actually i would prefer in beijing <system> sure is there anything else to update <query> actually i would prefer with thai cuisine,sure is there anything else to update,sure is there anything else to update
2054,<context> <user> may i have a table in a cheap price range in hanoi for eight with korean food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean hanoi eight cheap <user> actually i would prefer in beijing <system> sure is there anything else to update <user> actually i would prefer with thai cuisine <system> sure is there anything else to update <query> instead could it be in a moderate price range,sure is there anything else to update,sure is there anything else to update
2055,<context> <user> may i have a table in a cheap price range in hanoi for eight with korean food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean hanoi eight cheap <user> actually i would prefer in beijing <system> sure is there anything else to update <user> actually i would prefer with thai cuisine <system> sure is there anything else to update <user> instead could it be in a moderate price range <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
2056,<context> <user> may i have a table in a cheap price range in hanoi for eight with korean food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean hanoi eight cheap <user> actually i would prefer in beijing <system> sure is there anything else to update <user> actually i would prefer with thai cuisine <system> sure is there anything else to update <user> instead could it be in a moderate price range <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query> <SILENCE>,api_call thai beijing eight moderate,api_call thai beijing eight moderate
2057,<context> <user> may i have a table in a cheap price range in hanoi for eight with korean food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean hanoi eight cheap <user> actually i would prefer in beijing <system> sure is there anything else to update <user> actually i would prefer with thai cuisine <system> sure is there anything else to update <user> instead could it be in a moderate price range <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai beijing eight moderate <query>  thank you,you're welcome,api_call thai beijing eight moderate
2058,<query> can you make a restaurant reservation in seoul for six people with cantonese food in a moderate price range,i'm on it,i'm on it
2059,<context> <user> can you make a restaurant reservation in seoul for six people with cantonese food in a moderate price range <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
2060,<context> <user> can you make a restaurant reservation in seoul for six people with cantonese food in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call cantonese seoul six moderate,api_call cantonese seoul six moderate
2061,<context> <user> can you make a restaurant reservation in seoul for six people with cantonese food in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call cantonese seoul six moderate <query> actually i would prefer in a expensive price range,sure is there anything else to update,sure is there anything else to update
2062,<context> <user> can you make a restaurant reservation in seoul for six people with cantonese food in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call cantonese seoul six moderate <user> actually i would prefer in a expensive price range <system> sure is there anything else to update <query> actually i would prefer for two,sure is there anything else to update,sure is there anything else to update
2063,<context> <user> can you make a restaurant reservation in seoul for six people with cantonese food in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call cantonese seoul six moderate <user> actually i would prefer in a expensive price range <system> sure is there anything else to update <user> actually i would prefer for two <system> sure is there anything else to update <query> instead could it be with korean cuisine,sure is there anything else to update,sure is there anything else to update
2064,<context> <user> can you make a restaurant reservation in seoul for six people with cantonese food in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call cantonese seoul six moderate <user> actually i would prefer in a expensive price range <system> sure is there anything else to update <user> actually i would prefer for two <system> sure is there anything else to update <user> instead could it be with korean cuisine <system> sure is there anything else to update <query> instead could it be in beijing,sure is there anything else to update,sure is there anything else to update
2065,<context> <user> can you make a restaurant reservation in seoul for six people with cantonese food in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call cantonese seoul six moderate <user> actually i would prefer in a expensive price range <system> sure is there anything else to update <user> actually i would prefer for two <system> sure is there anything else to update <user> instead could it be with korean cuisine <system> sure is there anything else to update <user> instead could it be in beijing <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
2066,<context> <user> can you make a restaurant reservation in seoul for six people with cantonese food in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call cantonese seoul six moderate <user> actually i would prefer in a expensive price range <system> sure is there anything else to update <user> actually i would prefer for two <system> sure is there anything else to update <user> instead could it be with korean cuisine <system> sure is there anything else to update <user> instead could it be in beijing <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query>  <SILENCE>,api_call korean beijing two expensive,api_call korean beijing two expensive
2067,<context> <user> can you make a restaurant reservation in seoul for six people with cantonese food in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call cantonese seoul six moderate <user> actually i would prefer in a expensive price range <system> sure is there anything else to update <user> actually i would prefer for two <system> sure is there anything else to update <user> instead could it be with korean cuisine <system> sure is there anything else to update <user> instead could it be in beijing <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user>  <SILENCE> <system> api_call korean beijing two expensive <query>  you rock,you're welcome,sure is there anything else to update
2068,<query> may i have a table in a cheap price range for four people with thai cuisine in beijing,i'm on it,i'm on it
2069,<context> <user> may i have a table in a cheap price range for four people with thai cuisine in beijing <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
2070,<context> <user> may i have a table in a cheap price range for four people with thai cuisine in beijing <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call thai beijing four cheap,api_call thai beijing four cheap
2071,<context> <user> may i have a table in a cheap price range for four people with thai cuisine in beijing <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai beijing four cheap <query> actually i would prefer in a moderate price range,sure is there anything else to update,sure is there anything else to update
2072,<context> <user> may i have a table in a cheap price range for four people with thai cuisine in beijing <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai beijing four cheap <user> actually i would prefer in a moderate price range <system> sure is there anything else to update <query> actually i would prefer with korean cuisine,sure is there anything else to update,sure is there anything else to update
2073,<context> <user> may i have a table in a cheap price range for four people with thai cuisine in beijing <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai beijing four cheap <user> actually i would prefer in a moderate price range <system> sure is there anything else to update <user> actually i would prefer with korean cuisine <system> sure is there anything else to update <query> actually i would prefer for six people,sure is there anything else to update,sure is there anything else to update
2074,<context> <user> may i have a table in a cheap price range for four people with thai cuisine in beijing <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai beijing four cheap <user> actually i would prefer in a moderate price range <system> sure is there anything else to update <user> actually i would prefer with korean cuisine <system> sure is there anything else to update <user> actually i would prefer for six people <system> sure is there anything else to update <query> actually i would prefer in hanoi,sure is there anything else to update,sure is there anything else to update
2075,<context> <user> may i have a table in a cheap price range for four people with thai cuisine in beijing <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai beijing four cheap <user> actually i would prefer in a moderate price range <system> sure is there anything else to update <user> actually i would prefer with korean cuisine <system> sure is there anything else to update <user> actually i would prefer for six people <system> sure is there anything else to update <user> actually i would prefer in hanoi <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
2076,<context> <user> may i have a table in a cheap price range for four people with thai cuisine in beijing <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai beijing four cheap <user> actually i would prefer in a moderate price range <system> sure is there anything else to update <user> actually i would prefer with korean cuisine <system> sure is there anything else to update <user> actually i would prefer for six people <system> sure is there anything else to update <user> actually i would prefer in hanoi <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query>  <SILENCE>,api_call korean hanoi six moderate,api_call korean hanoi six moderate
2077,<context> <user> may i have a table in a cheap price range for four people with thai cuisine in beijing <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai beijing four cheap <user> actually i would prefer in a moderate price range <system> sure is there anything else to update <user> actually i would prefer with korean cuisine <system> sure is there anything else to update <user> actually i would prefer for six people <system> sure is there anything else to update <user> actually i would prefer in hanoi <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user>  <SILENCE> <system> api_call korean hanoi six moderate <query>  thanks,you're welcome,api_call korean hanoi six moderate
2078,<query> may i have a table for six people in a moderate price range in hanoi with vietnamese cuisine,i'm on it,i'm on it
2079,<context> <user> may i have a table for six people in a moderate price range in hanoi with vietnamese cuisine <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
2080,<context> <user> may i have a table for six people in a moderate price range in hanoi with vietnamese cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call vietnamese hanoi six moderate,api_call vietnamese hanoi six moderate
2081,<context> <user> may i have a table for six people in a moderate price range in hanoi with vietnamese cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call vietnamese hanoi six moderate <query> instead could it be in a cheap price range,sure is there anything else to update,sure is there anything else to update
2082,<context> <user> may i have a table for six people in a moderate price range in hanoi with vietnamese cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call vietnamese hanoi six moderate <user> instead could it be in a cheap price range <system> sure is there anything else to update <query> actually i would prefer for four,sure is there anything else to update,sure is there anything else to update
2083,<context> <user> may i have a table for six people in a moderate price range in hanoi with vietnamese cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call vietnamese hanoi six moderate <user> instead could it be in a cheap price range <system> sure is there anything else to update <user> actually i would prefer for four <system> sure is there anything else to update <query> actually i would prefer in tokyo,sure is there anything else to update,sure is there anything else to update
2084,<context> <user> may i have a table for six people in a moderate price range in hanoi with vietnamese cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call vietnamese hanoi six moderate <user> instead could it be in a cheap price range <system> sure is there anything else to update <user> actually i would prefer for four <system> sure is there anything else to update <user> actually i would prefer in tokyo <system> sure is there anything else to update <query> instead could it be with japanese cuisine,sure is there anything else to update,sure is there anything else to update
2085,<context> <user> may i have a table for six people in a moderate price range in hanoi with vietnamese cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call vietnamese hanoi six moderate <user> instead could it be in a cheap price range <system> sure is there anything else to update <user> actually i would prefer for four <system> sure is there anything else to update <user> actually i would prefer in tokyo <system> sure is there anything else to update <user> instead could it be with japanese cuisine <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
2086,<context> <user> may i have a table for six people in a moderate price range in hanoi with vietnamese cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call vietnamese hanoi six moderate <user> instead could it be in a cheap price range <system> sure is there anything else to update <user> actually i would prefer for four <system> sure is there anything else to update <user> actually i would prefer in tokyo <system> sure is there anything else to update <user> instead could it be with japanese cuisine <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query>  <SILENCE>,api_call japanese tokyo four cheap,api_call japanese tokyo four cheap
2087,<context> <user> may i have a table for six people in a moderate price range in hanoi with vietnamese cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call vietnamese hanoi six moderate <user> instead could it be in a cheap price range <system> sure is there anything else to update <user> actually i would prefer for four <system> sure is there anything else to update <user> actually i would prefer in tokyo <system> sure is there anything else to update <user> instead could it be with japanese cuisine <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user>  <SILENCE> <system> api_call japanese tokyo four cheap <query>  you rock,you're welcome,i'm on it
2088,<query> can you make a restaurant reservation in tokyo for four in a moderate price range with thai food,i'm on it,i'm on it
2089,<context> <user> can you make a restaurant reservation in tokyo for four in a moderate price range with thai food <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
2090,<context> <user> can you make a restaurant reservation in tokyo for four in a moderate price range with thai food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call thai tokyo four moderate,api_call thai tokyo four moderate
2091,<context> <user> can you make a restaurant reservation in tokyo for four in a moderate price range with thai food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai tokyo four moderate <query> actually i would prefer in a expensive price range,sure is there anything else to update,sure is there anything else to update
2092,<context> <user> can you make a restaurant reservation in tokyo for four in a moderate price range with thai food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai tokyo four moderate <user> actually i would prefer in a expensive price range <system> sure is there anything else to update <query> instead could it be in hanoi,sure is there anything else to update,sure is there anything else to update
2093,<context> <user> can you make a restaurant reservation in tokyo for four in a moderate price range with thai food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai tokyo four moderate <user> actually i would prefer in a expensive price range <system> sure is there anything else to update <user> instead could it be in hanoi <system> sure is there anything else to update <query> instead could it be for eight people,sure is there anything else to update,sure is there anything else to update
2094,<context> <user> can you make a restaurant reservation in tokyo for four in a moderate price range with thai food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai tokyo four moderate <user> actually i would prefer in a expensive price range <system> sure is there anything else to update <user> instead could it be in hanoi <system> sure is there anything else to update <user> instead could it be for eight people <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
2095,<context> <user> can you make a restaurant reservation in tokyo for four in a moderate price range with thai food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai tokyo four moderate <user> actually i would prefer in a expensive price range <system> sure is there anything else to update <user> instead could it be in hanoi <system> sure is there anything else to update <user> instead could it be for eight people <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query> <SILENCE>,api_call thai hanoi eight expensive,api_call thai hanoi eight expensive
2096,<context> <user> can you make a restaurant reservation in tokyo for four in a moderate price range with thai food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai tokyo four moderate <user> actually i would prefer in a expensive price range <system> sure is there anything else to update <user> instead could it be in hanoi <system> sure is there anything else to update <user> instead could it be for eight people <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai hanoi eight expensive <query>  thanks,you're welcome,api_call thai hanoi eight expensive
2097,<query> i'd like to book a table for eight with vietnamese food in a expensive price range in hanoi,i'm on it,i'm on it
2098,<context> <user> i'd like to book a table for eight with vietnamese food in a expensive price range in hanoi <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
2099,<context> <user> i'd like to book a table for eight with vietnamese food in a expensive price range in hanoi <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call vietnamese hanoi eight expensive,api_call vietnamese hanoi eight expensive
2100,<context> <user> i'd like to book a table for eight with vietnamese food in a expensive price range in hanoi <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call vietnamese hanoi eight expensive <query> instead could it be in seoul,sure is there anything else to update,sure is there anything else to update
2101,<context> <user> i'd like to book a table for eight with vietnamese food in a expensive price range in hanoi <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call vietnamese hanoi eight expensive <user> instead could it be in seoul <system> sure is there anything else to update <query> instead could it be for six,sure is there anything else to update,sure is there anything else to update
2102,<context> <user> i'd like to book a table for eight with vietnamese food in a expensive price range in hanoi <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call vietnamese hanoi eight expensive <user> instead could it be in seoul <system> sure is there anything else to update <user> instead could it be for six <system> sure is there anything else to update <query> instead could it be with korean food,sure is there anything else to update,sure is there anything else to update
2103,<context> <user> i'd like to book a table for eight with vietnamese food in a expensive price range in hanoi <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call vietnamese hanoi eight expensive <user> instead could it be in seoul <system> sure is there anything else to update <user> instead could it be for six <system> sure is there anything else to update <user> instead could it be with korean food <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
2104,<context> <user> i'd like to book a table for eight with vietnamese food in a expensive price range in hanoi <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call vietnamese hanoi eight expensive <user> instead could it be in seoul <system> sure is there anything else to update <user> instead could it be for six <system> sure is there anything else to update <user> instead could it be with korean food <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query> <SILENCE>,api_call korean seoul six expensive,api_call korean seoul six expensive
2105,<context> <user> i'd like to book a table for eight with vietnamese food in a expensive price range in hanoi <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call vietnamese hanoi eight expensive <user> instead could it be in seoul <system> sure is there anything else to update <user> instead could it be for six <system> sure is there anything else to update <user> instead could it be with korean food <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean seoul six expensive <query>  thank you,you're welcome,ok let me look into some options for you
2106,<query> can you book a table with cantonese food in seoul for six people in a moderate price range,i'm on it,i'm on it
2107,<context> <user> can you book a table with cantonese food in seoul for six people in a moderate price range <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
2108,<context> <user> can you book a table with cantonese food in seoul for six people in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call cantonese seoul six moderate,api_call cantonese seoul six moderate
2109,<context> <user> can you book a table with cantonese food in seoul for six people in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call cantonese seoul six moderate <query> instead could it be for four people,sure is there anything else to update,sure is there anything else to update
2110,<context> <user> can you book a table with cantonese food in seoul for six people in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call cantonese seoul six moderate <user> instead could it be for four people <system> sure is there anything else to update <query> instead could it be with japanese cuisine,sure is there anything else to update,sure is there anything else to update
2111,<context> <user> can you book a table with cantonese food in seoul for six people in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call cantonese seoul six moderate <user> instead could it be for four people <system> sure is there anything else to update <user> instead could it be with japanese cuisine <system> sure is there anything else to update <query> actually i would prefer in a expensive price range,sure is there anything else to update,sure is there anything else to update
2112,<context> <user> can you book a table with cantonese food in seoul for six people in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call cantonese seoul six moderate <user> instead could it be for four people <system> sure is there anything else to update <user> instead could it be with japanese cuisine <system> sure is there anything else to update <user> actually i would prefer in a expensive price range <system> sure is there anything else to update <query> instead could it be in hanoi,sure is there anything else to update,sure is there anything else to update
2113,<context> <user> can you book a table with cantonese food in seoul for six people in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call cantonese seoul six moderate <user> instead could it be for four people <system> sure is there anything else to update <user> instead could it be with japanese cuisine <system> sure is there anything else to update <user> actually i would prefer in a expensive price range <system> sure is there anything else to update <user> instead could it be in hanoi <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
2114,<context> <user> can you book a table with cantonese food in seoul for six people in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call cantonese seoul six moderate <user> instead could it be for four people <system> sure is there anything else to update <user> instead could it be with japanese cuisine <system> sure is there anything else to update <user> actually i would prefer in a expensive price range <system> sure is there anything else to update <user> instead could it be in hanoi <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query>  <SILENCE>,api_call japanese hanoi four expensive,api_call japanese hanoi four expensive
2115,<context> <user> can you book a table with cantonese food in seoul for six people in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call cantonese seoul six moderate <user> instead could it be for four people <system> sure is there anything else to update <user> instead could it be with japanese cuisine <system> sure is there anything else to update <user> actually i would prefer in a expensive price range <system> sure is there anything else to update <user> instead could it be in hanoi <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user>  <SILENCE> <system> api_call japanese hanoi four expensive <query>  you rock,you're welcome,ok let me look into some options for you
2116,<query> i'd like to book a table in tokyo for eight in a moderate price range with cantonese cuisine,i'm on it,i'm on it
2117,<context> <user> i'd like to book a table in tokyo for eight in a moderate price range with cantonese cuisine <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
2118,<context> <user> i'd like to book a table in tokyo for eight in a moderate price range with cantonese cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call cantonese tokyo eight moderate,api_call cantonese tokyo eight moderate
2119,<context> <user> i'd like to book a table in tokyo for eight in a moderate price range with cantonese cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call cantonese tokyo eight moderate <query> instead could it be in seoul,sure is there anything else to update,sure is there anything else to update
2120,<context> <user> i'd like to book a table in tokyo for eight in a moderate price range with cantonese cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call cantonese tokyo eight moderate <user> instead could it be in seoul <system> sure is there anything else to update <query> actually i would prefer with vietnamese food,sure is there anything else to update,sure is there anything else to update
2121,<context> <user> i'd like to book a table in tokyo for eight in a moderate price range with cantonese cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call cantonese tokyo eight moderate <user> instead could it be in seoul <system> sure is there anything else to update <user> actually i would prefer with vietnamese food <system> sure is there anything else to update <query> actually i would prefer for four,sure is there anything else to update,sure is there anything else to update
2122,<context> <user> i'd like to book a table in tokyo for eight in a moderate price range with cantonese cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call cantonese tokyo eight moderate <user> instead could it be in seoul <system> sure is there anything else to update <user> actually i would prefer with vietnamese food <system> sure is there anything else to update <user> actually i would prefer for four <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
2123,<context> <user> i'd like to book a table in tokyo for eight in a moderate price range with cantonese cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call cantonese tokyo eight moderate <user> instead could it be in seoul <system> sure is there anything else to update <user> actually i would prefer with vietnamese food <system> sure is there anything else to update <user> actually i would prefer for four <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query> <SILENCE>,api_call vietnamese seoul four moderate,api_call vietnamese seoul four moderate
2124,<context> <user> i'd like to book a table in tokyo for eight in a moderate price range with cantonese cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call cantonese tokyo eight moderate <user> instead could it be in seoul <system> sure is there anything else to update <user> actually i would prefer with vietnamese food <system> sure is there anything else to update <user> actually i would prefer for four <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user> <SILENCE> <system> api_call vietnamese seoul four moderate <query>  thank you,you're welcome,api_call vietnamese seoul four moderate
2125,<query> i'd like to book a table with korean food for eight people in a moderate price range in beijing,i'm on it,i'm on it
2126,<context> <user> i'd like to book a table with korean food for eight people in a moderate price range in beijing <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
2127,<context> <user> i'd like to book a table with korean food for eight people in a moderate price range in beijing <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call korean beijing eight moderate,api_call korean beijing eight moderate
2128,<context> <user> i'd like to book a table with korean food for eight people in a moderate price range in beijing <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean beijing eight moderate <query> actually i would prefer with japanese cuisine,sure is there anything else to update,sure is there anything else to update
2129,<context> <user> i'd like to book a table with korean food for eight people in a moderate price range in beijing <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean beijing eight moderate <user> actually i would prefer with japanese cuisine <system> sure is there anything else to update <query> actually i would prefer for four people,sure is there anything else to update,sure is there anything else to update
2130,<context> <user> i'd like to book a table with korean food for eight people in a moderate price range in beijing <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean beijing eight moderate <user> actually i would prefer with japanese cuisine <system> sure is there anything else to update <user> actually i would prefer for four people <system> sure is there anything else to update <query> instead could it be in bangkok,sure is there anything else to update,sure is there anything else to update
2131,<context> <user> i'd like to book a table with korean food for eight people in a moderate price range in beijing <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean beijing eight moderate <user> actually i would prefer with japanese cuisine <system> sure is there anything else to update <user> actually i would prefer for four people <system> sure is there anything else to update <user> instead could it be in bangkok <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
2132,<context> <user> i'd like to book a table with korean food for eight people in a moderate price range in beijing <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean beijing eight moderate <user> actually i would prefer with japanese cuisine <system> sure is there anything else to update <user> actually i would prefer for four people <system> sure is there anything else to update <user> instead could it be in bangkok <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query> <SILENCE>,api_call japanese bangkok four moderate,api_call japanese bankkok four moderate
2133,<context> <user> i'd like to book a table with korean food for eight people in a moderate price range in beijing <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean beijing eight moderate <user> actually i would prefer with japanese cuisine <system> sure is there anything else to update <user> actually i would prefer for four people <system> sure is there anything else to update <user> instead could it be in bangkok <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user> <SILENCE> <system> api_call japanese bangkok four moderate <query>  thank you,you're welcome,sure is there anything else to update
2134,<query> can you make a restaurant reservation in hanoi with cantonese food in a moderate price range for two,i'm on it,i'm on it
2135,<context> <user> can you make a restaurant reservation in hanoi with cantonese food in a moderate price range for two <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
2136,<context> <user> can you make a restaurant reservation in hanoi with cantonese food in a moderate price range for two <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call cantonese hanoi two moderate,api_call cantonese hanoi two moderate
