,source_text,target_text,pred_text
391,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with korean food <system> where should it be <user> in beijing <system> how many people would be in your party <query> we will be six,which price range are looking for,which price range are looking for
392,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with korean food <system> where should it be <user> in beijing <system> how many people would be in your party <user> we will be six <system> which price range are looking for <query> i am looking for a moderate restaurant,ok let me look into some options for you,ok let me look into some options for you
393,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with korean food <system> where should it be <user> in beijing <system> how many people would be in your party <user> we will be six <system> which price range are looking for <user> i am looking for a moderate restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call korean beijing six moderate,api_call korean beijing six moderate
394,<query> can you book a table with cantonese cuisine in seoul in a moderate price range,i'm on it,i'm on it
395,<context> <user> can you book a table with cantonese cuisine in seoul in a moderate price range <system> i'm on it <query> <SILENCE>,how many people would be in your party,how many people would be in your party
396,<context> <user> can you book a table with cantonese cuisine in seoul in a moderate price range <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <query> we will be four,ok let me look into some options for you,ok let me look into some options for you
397,<context> <user> can you book a table with cantonese cuisine in seoul in a moderate price range <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> we will be four <system> ok let me look into some options for you <query> <SILENCE>,api_call cantonese seoul four moderate,api_call cantonese seoul four moderate
398,<query> i'd like to book a table,i'm on it,i'm on it
399,<context> <user> i'd like to book a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
400,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with vietnamese cuisine,where should it be,where should it be
401,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with vietnamese cuisine <system> where should it be <query> in tokyo,how many people would be in your party,how many people would be in your party
402,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with vietnamese cuisine <system> where should it be <user> in tokyo <system> how many people would be in your party <query> for two please,which price range are looking for,which price range are looking for
403,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with vietnamese cuisine <system> where should it be <user> in tokyo <system> how many people would be in your party <user> for two please <system> which price range are looking for <query> i am looking for a expensive restaurant,ok let me look into some options for you,ok let me look into some options for you
404,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with vietnamese cuisine <system> where should it be <user> in tokyo <system> how many people would be in your party <user> for two please <system> which price range are looking for <user> i am looking for a expensive restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call vietnamese tokyo two expensive,api_call vietnamese tokyo two expensive
405,<query> may i have a table,i'm on it,i'm on it
406,<context> <user> may i have a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
407,<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love cantonese food,where should it be,where should it be
408,<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love cantonese food <system> where should it be <query> in bangkok,how many people would be in your party,how many people would be in your party
409,<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love cantonese food <system> where should it be <user> in bangkok <system> how many people would be in your party <query> for eight please,which price range are looking for,which price range are looking for
410,<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love cantonese food <system> where should it be <user> in bangkok <system> how many people would be in your party <user> for eight please <system> which price range are looking for <query> in a cheap price range please,ok let me look into some options for you,ok let me look into some options for you
411,<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love cantonese food <system> where should it be <user> in bangkok <system> how many people would be in your party <user> for eight please <system> which price range are looking for <user> in a cheap price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call cantonese bangkok eight cheap,api_call cantonese bangkok eight cheap
412,<query> i'd like to book a table in tokyo for eight in a cheap price range,i'm on it,i'm on it
413,<context> <user> i'd like to book a table in tokyo for eight in a cheap price range <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
414,<context> <user> i'd like to book a table in tokyo for eight in a cheap price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with cantonese cuisine,ok let me look into some options for you,ok let me look into some options for you
415,<context> <user> i'd like to book a table in tokyo for eight in a cheap price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with cantonese cuisine <system> ok let me look into some options for you <query> <SILENCE>,api_call cantonese tokyo eight cheap,api_call cantonese tokyo eight cheap
416,<query> may i have a table for six people in a moderate price range with cantonese cuisine,i'm on it,i'm on it
417,<context> <user> may i have a table for six people in a moderate price range with cantonese cuisine <system> i'm on it <query> <SILENCE>,where should it be,where should it be
418,<context> <user> may i have a table for six people in a moderate price range with cantonese cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <query> in beijing,ok let me look into some options for you,ok let me look into some options for you
419,<context> <user> may i have a table for six people in a moderate price range with cantonese cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> in beijing <system> ok let me look into some options for you <query> <SILENCE>,api_call cantonese beijing six moderate,api_call cantonese beijing six moderate
420,<query> i'd like to book a table with japanese food in seoul,i'm on it,i'm on it
421,<context> <user> i'd like to book a table with japanese food in seoul <system> i'm on it <query> <SILENCE>,how many people would be in your party,how many people would be in your party
422,<context> <user> i'd like to book a table with japanese food in seoul <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <query> for four people please,which price range are looking for,which price range are looking for
423,<context> <user> i'd like to book a table with japanese food in seoul <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> for four people please <system> which price range are looking for <query> in a moderate price range please,ok let me look into some options for you,ok let me look into some options for you
424,<context> <user> i'd like to book a table with japanese food in seoul <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> for four people please <system> which price range are looking for <user> in a moderate price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call japanese seoul four moderate,api_call japanese seoul four moderate
425,<query> i'd like to book a table,i'm on it,i'm on it
426,<context> <user> i'd like to book a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
427,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love thai food,where should it be,where should it be
428,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love thai food <system> where should it be <query> beijing please,how many people would be in your party,how many people would be in your party
429,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love thai food <system> where should it be <user> beijing please <system> how many people would be in your party <query> for six please,which price range are looking for,which price range are looking for
430,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love thai food <system> where should it be <user> beijing please <system> how many people would be in your party <user> for six please <system> which price range are looking for <query> in a expensive price range please,ok let me look into some options for you,ok let me look into some options for you
431,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love thai food <system> where should it be <user> beijing please <system> how many people would be in your party <user> for six please <system> which price range are looking for <user> in a expensive price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call thai beijing six expensive,api_call thai beijing six expensive
432,<query> i'd like to book a table with thai cuisine in beijing for four,i'm on it,i'm on it
433,<context> <user> i'd like to book a table with thai cuisine in beijing for four <system> i'm on it <query> <SILENCE>,which price range are looking for,where should it be
434,<context> <user> i'd like to book a table with thai cuisine in beijing for four <system> i'm on it <user> <SILENCE> <system> which price range are looking for <query> in a expensive price range please,ok let me look into some options for you,ok let me look into some options for you
435,<context> <user> i'd like to book a table with thai cuisine in beijing for four <system> i'm on it <user> <SILENCE> <system> which price range are looking for <user> in a expensive price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call thai beijing four expensive,api_call thai beijing four expensive
436,<query> i'd like to book a table in bangkok with japanese cuisine,i'm on it,i'm on it
437,<context> <user> i'd like to book a table in bangkok with japanese cuisine <system> i'm on it <query> <SILENCE>,how many people would be in your party,how many people would be in your party
438,<context> <user> i'd like to book a table in bangkok with japanese cuisine <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <query> we will be four,which price range are looking for,which price range are looking for
439,<context> <user> i'd like to book a table in bangkok with japanese cuisine <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> we will be four <system> which price range are looking for <query> i am looking for a expensive restaurant,ok let me look into some options for you,ok let me look into some options for you
440,<context> <user> i'd like to book a table in bangkok with japanese cuisine <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> we will be four <system> which price range are looking for <user> i am looking for a expensive restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call japanese bangkok four expensive,api_call japanese bangkok four expensive
441,<query> i'd like to book a table in beijing for eight people in a moderate price range with korean cuisine,i'm on it,i'm on it
442,<context> <user> i'd like to book a table in beijing for eight people in a moderate price range with korean cuisine <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
443,<context> <user> i'd like to book a table in beijing for eight people in a moderate price range with korean cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call korean beijing eight moderate,api_call korean beijing eight moderate
444,<query> can you make a restaurant reservation for eight people in a expensive price range in hanoi,i'm on it,i'm on it
445,<context> <user> can you make a restaurant reservation for eight people in a expensive price range in hanoi <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
446,<context> <user> can you make a restaurant reservation for eight people in a expensive price range in hanoi <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with vietnamese cuisine,ok let me look into some options for you,ok let me look into some options for you
447,<context> <user> can you make a restaurant reservation for eight people in a expensive price range in hanoi <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with vietnamese cuisine <system> ok let me look into some options for you <query> <SILENCE>,api_call vietnamese hanoi eight expensive,api_call vietnamese hanoi eight expensive
448,<query> can you book a table in a moderate price range for two,i'm on it,i'm on it
449,<context> <user> can you book a table in a moderate price range for two <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
450,<context> <user> can you book a table in a moderate price range for two <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with korean cuisine,where should it be,where should it be
451,<context> <user> can you book a table in a moderate price range for two <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with korean cuisine <system> where should it be <query> in bangkok,ok let me look into some options for you,ok let me look into some options for you
452,<context> <user> can you book a table in a moderate price range for two <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with korean cuisine <system> where should it be <user> in bangkok <system> ok let me look into some options for you <query> <SILENCE>,api_call korean bangkok two moderate,api_call korean bangkok two moderate
453,<query> can you book a table with japanese cuisine for four people in hanoi,i'm on it,i'm on it
454,<context> <user> can you book a table with japanese cuisine for four people in hanoi <system> i'm on it <query> <SILENCE>,which price range are looking for,which price range are looking for
455,<context> <user> can you book a table with japanese cuisine for four people in hanoi <system> i'm on it <user> <SILENCE> <system> which price range are looking for <query> i am looking for a expensive restaurant,ok let me look into some options for you,ok let me look into some options for you
456,<context> <user> can you book a table with japanese cuisine for four people in hanoi <system> i'm on it <user> <SILENCE> <system> which price range are looking for <user> i am looking for a expensive restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call japanese hanoi four expensive,api_call japan four expensive
457,<query> i'd like to book a table in a expensive price range for four,i'm on it,i'm on it
458,<context> <user> i'd like to book a table in a expensive price range for four <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
459,<context> <user> i'd like to book a table in a expensive price range for four <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with thai cuisine,where should it be,where should it be
460,<context> <user> i'd like to book a table in a expensive price range for four <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with thai cuisine <system> where should it be <query> in seoul,ok let me look into some options for you,ok let me look into some options for you
461,<context> <user> i'd like to book a table in a expensive price range for four <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with thai cuisine <system> where should it be <user> in seoul <system> ok let me look into some options for you <query> <SILENCE>,api_call thai seoul four expensive,api_call thai seoul four expensive
462,<query> can you book a table with korean cuisine in beijing,i'm on it,i'm on it
463,<context> <user> can you book a table with korean cuisine in beijing <system> i'm on it <query> <SILENCE>,how many people would be in your party,how many people would be in your party
464,<context> <user> can you book a table with korean cuisine in beijing <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <query> we will be four,which price range are looking for,which price range are looking for
465,<context> <user> can you book a table with korean cuisine in beijing <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> we will be four <system> which price range are looking for <query> in a expensive price range please,ok let me look into some options for you,ok let me look into some options for you
466,<context> <user> can you book a table with korean cuisine in beijing <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> we will be four <system> which price range are looking for <user> in a expensive price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call korean beijing four expensive,api_call korean beijing four expensive
467,<query> can you make a restaurant reservation with cantonese food in a cheap price range in seoul,i'm on it,i'm on it
468,<context> <user> can you make a restaurant reservation with cantonese food in a cheap price range in seoul <system> i'm on it <query> <SILENCE>,how many people would be in your party,how many people would be in your party
469,<context> <user> can you make a restaurant reservation with cantonese food in a cheap price range in seoul <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <query> we will be four,ok let me look into some options for you,ok let me look into some options for you
470,<context> <user> can you make a restaurant reservation with cantonese food in a cheap price range in seoul <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> we will be four <system> ok let me look into some options for you <query> <SILENCE>,api_call cantonese seoul four cheap,api_call cantonese seoul four cheap
471,<query> can you make a restaurant reservation in a expensive price range for six people in seoul,i'm on it,i'm on it
472,<context> <user> can you make a restaurant reservation in a expensive price range for six people in seoul <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
473,<context> <user> can you make a restaurant reservation in a expensive price range for six people in seoul <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with cantonese food,ok let me look into some options for you,ok let me look into some options for you
474,<context> <user> can you make a restaurant reservation in a expensive price range for six people in seoul <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with cantonese food <system> ok let me look into some options for you <query> <SILENCE>,api_call cantonese seoul six expensive,api_call cantonese seoul six expensive
475,<query> may i have a table in beijing in a cheap price range,i'm on it,i'm on it
476,<context> <user> may i have a table in beijing in a cheap price range <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
477,<context> <user> may i have a table in beijing in a cheap price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with thai cuisine,how many people would be in your party,how many people would be in your party
478,<context> <user> may i have a table in beijing in a cheap price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with thai cuisine <system> how many people would be in your party <query> for two please,ok let me look into some options for you,ok let me look into some options for you
479,<context> <user> may i have a table in beijing in a cheap price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with thai cuisine <system> how many people would be in your party <user> for two please <system> ok let me look into some options for you <query> <SILENCE>,api_call thai beijing two cheap,api_call thai beijing two cheap
480,<query> may i have a table in a cheap price range in bangkok with japanese food for two,i'm on it,i'm on it
481,<context> <user> may i have a table in a cheap price range in bangkok with japanese food for two <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
482,<context> <user> may i have a table in a cheap price range in bangkok with japanese food for two <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call japanese bangkok two cheap,api_call japanese bangkok two cheap
483,<query> can you book a table in hanoi,i'm on it,i'm on it
484,<context> <user> can you book a table in hanoi <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
485,<context> <user> can you book a table in hanoi <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love thai food,how many people would be in your party,how many people would be in your party
486,<context> <user> can you book a table in hanoi <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love thai food <system> how many people would be in your party <query> for two people please,which price range are looking for,which price range are looking for
487,<context> <user> can you book a table in hanoi <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love thai food <system> how many people would be in your party <user> for two people please <system> which price range are looking for <query> in a expensive price range please,ok let me look into some options for you,ok let me look into some options for you
488,<context> <user> can you book a table in hanoi <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love thai food <system> how many people would be in your party <user> for two people please <system> which price range are looking for <user> in a expensive price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call thai hanoi two expensive,api_call thai hanoi two expensive
489,<query> i'd like to book a table,i'm on it,i'm on it
490,<context> <user> i'd like to book a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
491,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love japanese food,where should it be,where should it be
492,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love japanese food <system> where should it be <query> in beijing,how many people would be in your party,how many people would be in your party
493,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love japanese food <system> where should it be <user> in beijing <system> how many people would be in your party <query> for eight please,which price range are looking for,which price range are looking for
494,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love japanese food <system> where should it be <user> in beijing <system> how many people would be in your party <user> for eight please <system> which price range are looking for <query> i am looking for a moderate restaurant,ok let me look into some options for you,ok let me look into some options for you
495,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love japanese food <system> where should it be <user> in beijing <system> how many people would be in your party <user> for eight please <system> which price range are looking for <user> i am looking for a moderate restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call japanese beijing eight moderate,api_call japan eight moderate
496,<query> can you make a restaurant reservation for four people with korean cuisine,i'm on it,i'm on it
497,<context> <user> can you make a restaurant reservation for four people with korean cuisine <system> i'm on it <query> <SILENCE>,where should it be,where should it
498,<context> <user> can you make a restaurant reservation for four people with korean cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <query> hanoi please,which price range are looking for,which price range are looking for
499,<context> <user> can you make a restaurant reservation for four people with korean cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> hanoi please <system> which price range are looking for <query> in a moderate price range please,ok let me look into some options for you,ok let me look into some options for you
500,<context> <user> can you make a restaurant reservation for four people with korean cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> hanoi please <system> which price range are looking for <user> in a moderate price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call korean hanoi four moderate,api_call korean hanoi four moderate
501,<query> can you make a restaurant reservation in tokyo in a moderate price range,i'm on it,i'm on it
502,<context> <user> can you make a restaurant reservation in tokyo in a moderate price range <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
503,<context> <user> can you make a restaurant reservation in tokyo in a moderate price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with japanese food,how many people would be in your party,how many people would be in your party
504,<context> <user> can you make a restaurant reservation in tokyo in a moderate price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with japanese food <system> how many people would be in your party <query> for two please,ok let me look into some options for you,ok let me look into some options for you
505,<context> <user> can you make a restaurant reservation in tokyo in a moderate price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with japanese food <system> how many people would be in your party <user> for two please <system> ok let me look into some options for you <query> <SILENCE>,api_call japanese tokyo two moderate,api_call japanese tokyo two moderate
506,<query> can you book a table with japanese cuisine,i'm on it,i'm on it
507,<context> <user> can you book a table with japanese cuisine <system> i'm on it <query> <SILENCE>,where should it be,where should it be
508,<context> <user> can you book a table with japanese cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <query> in seoul,how many people would be in your party,how many people would be in your party
509,<context> <user> can you book a table with japanese cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> in seoul <system> how many people would be in your party <query> we will be four,which price range are looking for,which price range are looking for
510,<context> <user> can you book a table with japanese cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> in seoul <system> how many people would be in your party <user> we will be four <system> which price range are looking for <query> in a expensive price range please,ok let me look into some options for you,ok let me look into some options for you
511,<context> <user> can you book a table with japanese cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> in seoul <system> how many people would be in your party <user> we will be four <system> which price range are looking for <user> in a expensive price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call japanese seoul four expensive,api_call japanese seoul four expensive
512,<query> may i have a table for six in a expensive price range with vietnamese cuisine in hanoi,i'm on it,i'm on it
513,<context> <user> may i have a table for six in a expensive price range with vietnamese cuisine in hanoi <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
514,<context> <user> may i have a table for six in a expensive price range with vietnamese cuisine in hanoi <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call vietnamese hanoi six expensive,api_call vietnamese hanoi six expensive
515,<query> i'd like to book a table in a expensive price range for four people with thai food in seoul,i'm on it,i'm on it
516,<context> <user> i'd like to book a table in a expensive price range for four people with thai food in seoul <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
517,<context> <user> i'd like to book a table in a expensive price range for four people with thai food in seoul <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call thai seoul four expensive,api_call thai seoul four expensive
518,<query> can you book a table in bangkok for two with vietnamese cuisine,i'm on it,i'm on it
519,<context> <user> can you book a table in bangkok for two with vietnamese cuisine <system> i'm on it <query> <SILENCE>,which price range are looking for,which price range are looking for
520,<context> <user> can you book a table in bangkok for two with vietnamese cuisine <system> i'm on it <user> <SILENCE> <system> which price range are looking for <query> in a moderate price range please,ok let me look into some options for you,ok let me look into some options for you
521,<context> <user> can you book a table in bangkok for two with vietnamese cuisine <system> i'm on it <user> <SILENCE> <system> which price range are looking for <user> in a moderate price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call vietnamese bangkok two moderate,api_call vietnamese bangkok two moderate
522,<query> can you make a restaurant reservation,i'm on it,i'm on it
523,<context> <user> can you make a restaurant reservation <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
524,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with thai food,where should it be,where should it be
525,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with thai food <system> where should it be <query> in beijing,how many people would be in your party,how many people would be in your party
526,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with thai food <system> where should it be <user> in beijing <system> how many people would be in your party <query> we will be six,which price range are looking for,which price range are looking for
527,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with thai food <system> where should it be <user> in beijing <system> how many people would be in your party <user> we will be six <system> which price range are looking for <query> in a moderate price range please,ok let me look into some options for you,ok let me look into some options for you
528,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with thai food <system> where should it be <user> in beijing <system> how many people would be in your party <user> we will be six <system> which price range are looking for <user> in a moderate price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call thai beijing six moderate,api_call thai beijing six moderate
529,<query> can you make a restaurant reservation for eight in hanoi in a expensive price range with thai cuisine,i'm on it,i'm on it
530,<context> <user> can you make a restaurant reservation for eight in hanoi in a expensive price range with thai cuisine <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
531,<context> <user> can you make a restaurant reservation for eight in hanoi in a expensive price range with thai cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call thai hanoi eight expensive,api_call thai hanoi eight expensive
532,<query> can you book a table for eight people in a expensive price range in hanoi,i'm on it,i'm on it
533,<context> <user> can you book a table for eight people in a expensive price range in hanoi <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
534,<context> <user> can you book a table for eight people in a expensive price range in hanoi <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with cantonese food,ok let me look into some options for you,ok let me look into some options for you
535,<context> <user> can you book a table for eight people in a expensive price range in hanoi <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with cantonese food <system> ok let me look into some options for you <query> <SILENCE>,api_call cantonese hanoi eight expensive,api_call cantonese hanoi eight expensive
536,<query> can you book a table for six people with cantonese food in bangkok,i'm on it,i'm on it
537,<context> <user> can you book a table for six people with cantonese food in bangkok <system> i'm on it <query> <SILENCE>,which price range are looking for,which price range are looking for
538,<context> <user> can you book a table for six people with cantonese food in bangkok <system> i'm on it <user> <SILENCE> <system> which price range are looking for <query> i am looking for a expensive restaurant,ok let me look into some options for you,ok let me look into some options for you
539,<context> <user> can you book a table for six people with cantonese food in bangkok <system> i'm on it <user> <SILENCE> <system> which price range are looking for <user> i am looking for a expensive restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call cantonese bangkok six expensive,api_call cantonese bangkok six expensive
540,<query> can you make a restaurant reservation in a moderate price range for four people,i'm on it,i'm on it
541,<context> <user> can you make a restaurant reservation in a moderate price range for four people <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
542,<context> <user> can you make a restaurant reservation in a moderate price range for four people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love japanese food,where should it be,ok let me look into some options for you
543,<context> <user> can you make a restaurant reservation in a moderate price range for four people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love japanese food <system> where should it be <query> seoul please,ok let me look into some options for you,ok let me look into some options for you
544,<context> <user> can you make a restaurant reservation in a moderate price range for four people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love japanese food <system> where should it be <user> seoul please <system> ok let me look into some options for you <query> <SILENCE>,api_call japanese seoul four moderate,api_call japanese seoul four moderate
545,<query> can you make a restaurant reservation in a moderate price range for four people,i'm on it,i'm on it
546,<context> <user> can you make a restaurant reservation in a moderate price range for four people <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
547,<context> <user> can you make a restaurant reservation in a moderate price range for four people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love korean food,where should it be,where should it be
548,<context> <user> can you make a restaurant reservation in a moderate price range for four people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love korean food <system> where should it be <query> in beijing,ok let me look into some options for you,ok let me look into some options for you
549,<context> <user> can you make a restaurant reservation in a moderate price range for four people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love korean food <system> where should it be <user> in beijing <system> ok let me look into some options for you <query> <SILENCE>,api_call korean beijing four moderate,api_call korean beijing four moderate
550,<query> i'd like to book a table,i'm on it,i'm on it
551,<context> <user> i'd like to book a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a form type
552,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with korean cuisine,where should it be,where should it be
553,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with korean cuisine <system> where should it be <query> in beijing,how many people would be in your party,how many people would be in your party
